"","College","Season","Coach","username","Coach.1","Role","Race"
"758","Hawai'i",2019,"Brian Smith","brian-smith","Brian Smith","Offensive Coordinator/Running Backs Coach","White"
"759","Hawai'i",2020,"G.J. Kinne","gj-kinne","G.J. Kinne","Offensive Coordinator/Quarterbacks Coach","White"
"760","Hawai'i",2020,"Tony Hull","tony-hull","Tony Hull","Offensive Coordinator/Inside Receivers Coach","Black"
"761","Hawai'i",2021,"Bo Graham","bo-graham","Bo Graham","Offensive Coordinator/Quarterbacks Coach","White"
"762","Houston",2000,"Phil Davis","phil-davis","Phil Davis","Offensive Coordinator/Quarterbacks Coach","White"
"763","Houston",2001,"Clancy Barone","clancy-barone","Clancy Barone","Offensive Coordinator/Offensive Line Coach","White"
"764","Houston",2001,"Dave Warner","dave-warner","Dave Warner","Offensive Coordinator/Quarterbacks Coach","White"
"765","Houston",2002,"Clancy Barone","clancy-barone","Clancy Barone","Offensive Coordinator/Offensive Line Coach","White"
"766","Houston",2002,"Dave Warner","dave-warner","Dave Warner","Offensive Coordinator/Quarterbacks Coach","White"
"767","Houston",2007,"Philip Montgomery","philip-montgomery","Philip Montgomery","Offensive Coordinator/Quarterbacks Coach/Running Backs Coach","White"
"768","Houston",2007,"Randy Clements","randy-clements","Randy Clements","Offensive Coordinator/Offensive Line Coach","White"
"769","Houston",2008,"Dana Holgorsen","dana-holgorsen","Dana Holgorsen","Offensive Coordinator/Quarterbacks Coach","White"
"770","Houston",2008,"Jason Phillips","jason-phillips","Jason Phillips","Offensive Coordinator/Wide Receivers Coach","Black"
"771","Houston",2009,"Dana Holgorsen","dana-holgorsen","Dana Holgorsen","Offensive Coordinator/Quarterbacks Coach","White"
"772","Houston",2009,"Jason Phillips","jason-phillips","Jason Phillips","Offensive Coordinator/Wide Receivers Coach","Black"
"773","Houston",2010,"Jason Phillips","jason-phillips","Jason Phillips","Offensive Coordinator/Wide Receivers Coach","Black"
"774","Houston",2010,"Kliff Kingsbury","kliff-kingsbury","Kliff Kingsbury","Offensive Coordinator/Quarterbacks Coach","White"
"775","Houston",2011,"Jason Phillips","jason-phillips","Jason Phillips","Offensive Coordinator/Wide Receivers Coach","Black"
"776","Houston",2011,"Kliff Kingsbury","kliff-kingsbury","Kliff Kingsbury","Offensive Coordinator/Quarterbacks Coach","White"
"777","Houston",2012,"Mike Nesbitt","mike-nesbitt","Mike Nesbitt","Offensive Coordinator/Quarterbacks Coach","White"
"778","Houston",2013,"Doug Meacham","doug-meacham","Doug Meacham","Offensive Coordinator/Quarterbacks Coach","White"
"779","Houston",2013,"Travis Bush","travis-bush","Travis Bush","Offensive Coordinator/Running Backs Coach","White"
"780","Houston",2014,"Travis Bush","travis-bush","Travis Bush","Offensive Coordinator/Quarterbacks Coach","White"
"781","Houston",2015,"Major Applewhite","major-applewhite","Major Applewhite","Offensive Coordinator/Quarterbacks Coach","White"
"782","Houston",2016,"Major Applewhite","major-applewhite","Major Applewhite","Offensive Coordinator/Quarterbacks Coach","White"
"783","Houston",2017,"Brian Johnson","brian-johnson","Brian Johnson","Offensive Coordinator/Quarterbacks Coach","Black"
"784","Houston",2018,"Kendal Briles","kendal-briles","Kendal Briles","Offensive Coordinator/Quarterbacks Coach","White"
"785","Houston",2019,"Brandon Jones","brandon-jones","Brandon Jones","Offensive Coordinator/Offensive Line Coach","Black"
"786","Houston",2019,"Marquel Blackwell","marquel-blackwell","Marquel Blackwell","Offensive Coordinator/Quarterbacks Coach","Black"
"787","Houston",2020,"Brandon Jones","brandon-jones","Brandon Jones","Offensive Coordinator/Offensive Line Coach","Black"
"788","Houston",2020,"Shannon Dawson","shannon-dawson","Shannon Dawson","Offensive Coordinator/Quarterbacks Coach","White"
"789","Illinois",2005,"Mike Locksley","mike-locksley","Mike Locksley","Offensive Coordinator/Tight Ends Coach","Black"
"790","Illinois",2006,"Mike Locksley","mike-locksley","Mike Locksley","Offensive Coordinator/Quarterbacks Coach","Black"
"791","Illinois",2007,"Mike Locksley","mike-locksley","Mike Locksley","Offensive Coordinator/Quarterbacks Coach","Black"
"792","Illinois",2008,"Mike Locksley","mike-locksley","Mike Locksley","Offensive Coordinator/Quarterbacks Coach","Black"
"793","Illinois",2009,"Mike Schultz","mike-schultz","Mike Schultz","Offensive Coordinator/Tight Ends Coach","White"
"794","Illinois",2010,"Paul Petrino","paul-petrino","Paul Petrino","Offensive Coordinator/Wide Receivers Coach","White"
"795","Illinois",2011,"Paul Petrino","paul-petrino","Paul Petrino","Offensive Coordinator/Wide Receivers Coach","White"
"796","Illinois",2012,"Billy Gonzales","billy-gonzales","Billy Gonzales","Offensive Coordinator/Wide Receivers Coach","Other"
"797","Illinois",2012,"Chris Beatty","chris-beatty","Chris Beatty","Offensive Coordinator/Quarterbacks Coach","Black"
"798","Illinois",2013,"Bill Cubit","bill-cubit","Bill Cubit","Offensive Coordinator/Quarterbacks Coach","White"
"799","Illinois",2014,"Bill Cubit","bill-cubit","Bill Cubit","Offensive Coordinator/Quarterbacks Coach","White"
"800","Illinois",2016,"Garrick McGee","garrick-mcgee","Garrick McGee","Offensive Coordinator/Quarterbacks Coach","Black"
"801","Illinois",2017,"Garrick McGee","garrick-mcgee","Garrick McGee","Offensive Coordinator/Quarterbacks Coach","Black"
"802","Illinois",2018,"Rod Smith","rod-smith","Rod Smith","Offensive Coordinator/Quarterbacks Coach","White"
"803","Illinois",2019,"Rod Smith","rod-smith","Rod Smith","Offensive Coordinator/Quarterbacks Coach","White"
"804","Illinois",2020,"Rod Smith","rod-smith","Rod Smith","Offensive Coordinator/Quarterbacks Coach","White"
"805","Illinois",2021,"Tony Petersen","tony-petersen","Tony Petersen","Offensive Coordinator/Quarterbacks Coach","White"
"806","Indiana",2000,"Hal Hunter","hal-hunter","Hal Hunter","Offensive Coordinator/Offensive Line Coach","White"
"807","Indiana",2001,"Hal Hunter","hal-hunter","Hal Hunter","Offensive Coordinator/Offensive Line Coach","White"
"808","Indiana",2002,"Al Borges","al-borges","Al Borges","Offensive Coordinator/Quarterbacks Coach","White"
"809","Indiana",2003,"Al Borges","al-borges","Al Borges","Offensive Coordinator/Quarterbacks Coach","White"
"810","Indiana",2004,"Steve Addazio","steve-addazio","Steve Addazio","Offensive Coordinator/Offensive Line Coach","White"
"811","Indiana",2005,"Bill Lynch","bill-lynch","Bill Lynch","Offensive Coordinator/Tight Ends Coach","White"
"812","Indiana",2007,"Matt Canada","matt-canada","Matt Canada","Offensive Coordinator/Quarterbacks Coach","White"
"813","Indiana",2008,"Matt Canada","matt-canada","Matt Canada","Offensive Coordinator/Quarterbacks Coach","White"
"814","Indiana",2009,"Matt Canada","matt-canada","Matt Canada","Offensive Coordinator/Quarterbacks Coach","White"
"815","Indiana",2010,"Matt Canada","matt-canada","Matt Canada","Offensive Coordinator/Quarterbacks Coach","White"
"816","Indiana",2011,"Kevin Johns","kevin-johns","Kevin Johns","Offensive Coordinator/Wide Receivers Coach","White"
"817","Indiana",2011,"Rod Smith","rod-smith","Rod Smith","Offensive Coordinator/Quarterbacks Coach","White"
"818","Indiana",2012,"Kevin Johns","kevin-johns","Kevin Johns","Quarterbacks Coach/Wide Receivers Coach/Assistant Offensive Coordinator","White"
"819","Indiana",2012,"Seth Littrell","seth-littrell","Seth Littrell","Offensive Coordinator/Tight Ends Coach","White"
"820","Indiana",2013,"Kevin Johns","kevin-johns","Kevin Johns","Offensive Coordinator/Quarterbacks Coach/Wide Receivers Coach","White"
"821","Indiana",2013,"Seth Littrell","seth-littrell","Seth Littrell","Offensive Coordinator/Tight Ends Coach","White"
"822","Indiana",2014,"Greg Frey","greg-frey","Greg Frey","Offensive Coordinator/Offensive Line Coach","White"
"823","Indiana",2014,"Kevin Johns","kevin-johns","Kevin Johns","Offensive Coordinator/Quarterbacks Coach/Wide Receivers Coach","White"
"824","Indiana",2015,"Greg Frey","greg-frey","Greg Frey","Offensive Coordinator/Offensive Line Coach","White"
"825","Indiana",2015,"Kevin Johns","kevin-johns","Kevin Johns","Offensive Coordinator/Quarterbacks Coach/Wide Receivers Coach","White"
"826","Indiana",2016,"Greg Frey","greg-frey","Greg Frey","Offensive Coordinator/Offensive Line Coach","White"
"827","Indiana",2016,"Kevin Johns","kevin-johns","Kevin Johns","Offensive Coordinator/Quarterbacks Coach/Wide Receivers Coach","White"
"828","Indiana",2017,"Mike DeBord","mike-debord","Mike DeBord","Offensive Coordinator/Tight Ends Coach","White"
"829","Indiana",2019,"Kalen DeBoer","kalen-deboer","Kalen DeBoer","Offensive Coordinator/Quarterbacks Coach","White"
"830","Indiana",2020,"Grant Heard","grant-heard","Grant Heard","Offensive Coordinator/Wide Receivers Coach","Black"
"831","Indiana",2020,"Nick Sheridan","nick-sheridan","Nick Sheridan","Offensive Coordinator/Quarterbacks Coach","White"
"832","Indiana",2021,"Grant Heard","grant-heard","Grant Heard","Wide Receivers Coach/Offensive Coordinator","Black"
"833","Indiana",2021,"Nick Sheridan","nick-sheridan","Nick Sheridan","Offensive Coordinator/Quarterbacks Coach","White"
"834","Iowa",2000,"Ken O'Keefe","ken-okeefe","Ken O'Keefe","Offensive Coordinator/Quarterbacks Coach","White"
"835","Iowa",2001,"Ken O'Keefe","ken-okeefe","Ken O'Keefe","Offensive Coordinator/Quarterbacks Coach","White"
"836","Iowa",2002,"Ken O'Keefe","ken-okeefe","Ken O'Keefe","Offensive Coordinator/Quarterbacks Coach","White"
"837","Iowa",2003,"Ken O'Keefe","ken-okeefe","Ken O'Keefe","Offensive Coordinator/Quarterbacks Coach","White"
"838","Iowa",2004,"Ken O'Keefe","ken-okeefe","Ken O'Keefe","Offensive Coordinator/Quarterbacks Coach","White"
"839","Iowa",2005,"Ken O'Keefe","ken-okeefe","Ken O'Keefe","Offensive Coordinator/Quarterbacks Coach","White"
"840","Iowa",2006,"Ken O'Keefe","ken-okeefe","Ken O'Keefe","Offensive Coordinator/Quarterbacks Coach","White"
"841","Iowa",2007,"Ken O'Keefe","ken-okeefe","Ken O'Keefe","Offensive Coordinator/Quarterbacks Coach","White"
"842","Iowa",2008,"Ken O'Keefe","ken-okeefe","Ken O'Keefe","Offensive Coordinator/Quarterbacks Coach","White"
"843","Iowa",2009,"Ken O'Keefe","ken-okeefe","Ken O'Keefe","Offensive Coordinator/Quarterbacks Coach","White"
"844","Iowa",2010,"Ken O'Keefe","ken-okeefe","Ken O'Keefe","Offensive Coordinator/Quarterbacks Coach","White"
"845","Iowa",2011,"Ken O'Keefe","ken-okeefe","Ken O'Keefe","Offensive Coordinator/Quarterbacks Coach","White"
"846","Iowa",2012,"Greg Davis","greg-davis","Greg Davis","Offensive Coordinator/Quarterbacks Coach","White"
"847","Iowa",2013,"Greg Davis","greg-davis","Greg Davis","Offensive Coordinator/Quarterbacks Coach","White"
"848","Iowa",2014,"Greg Davis","greg-davis","Greg Davis","Offensive Coordinator/Quarterbacks Coach","White"
"849","Iowa",2015,"Greg Davis","greg-davis","Greg Davis","Offensive Coordinator/Quarterbacks Coach","White"
"850","Iowa",2016,"Greg Davis","greg-davis","Greg Davis","Offensive Coordinator/Quarterbacks Coach","White"
"851","Iowa",2017,"Brian Ferentz","brian-ferentz","Brian Ferentz","Offensive Coordinator/Running Backs Coach","White"
"852","Iowa",2018,"Brian Ferentz","brian-ferentz","Brian Ferentz","Offensive Coordinator/Tight Ends Coach","White"
"853","Iowa",2019,"Brian Ferentz","brian-ferentz","Brian Ferentz","Offensive Coordinator/Tight Ends Coach","White"
"854","Iowa",2020,"Brian Ferentz","brian-ferentz","Brian Ferentz","Offensive Coordinator/Tight Ends Coach","White"
"855","Iowa",2021,"Brian Ferentz","brian-ferentz","Brian Ferentz","Tight Ends Coach/Offensive Coordinator","White"
"856","Iowa State",2000,"Steve Loney","steve-loney","Steve Loney","Offensive Coordinator/Offensive Line Coach","White"
"857","Iowa State",2001,"Steve Loney","steve-loney","Steve Loney","Offensive Coordinator/Offensive Line Coach","White"
"858","Iowa State",2002,"Steve Brickey","steve-brickey","Steve Brickey","Offensive Coordinator/Quarterbacks Coach","White"
"859","Iowa State",2003,"Steve Brickey","steve-brickey","Steve Brickey","Offensive Coordinator/Quarterbacks Coach","White"
"860","Iowa State",2004,"Barney Cotton","barney-cotton","Barney Cotton","Offensive Coordinator/Offensive Line Coach","White"
"861","Iowa State",2005,"Barney Cotton","barney-cotton","Barney Cotton","Offensive Coordinator/Offensive Line Coach","White"
"862","Iowa State",2007,"Robert McFarland","robert-mcfarland","Robert McFarland","Offensive Coordinator","White"
"863","Iowa State",2008,"Robert McFarland","robert-mcfarland","Robert McFarland","Offensive Coordinator","White"
"864","Iowa State",2009,"Tom Herman","tom-herman","Tom Herman","Offensive Coordinator/Quarterbacks Coach","White"
"865","Iowa State",2010,"Tom Herman","tom-herman","Tom Herman","Offensive Coordinator/Quarterbacks Coach","White"
"866","Iowa State",2011,"Tom Herman","tom-herman","Tom Herman","Offensive Coordinator/Quarterbacks Coach","White"
"867","Iowa State",2012,"Courtney Messingham","courtney-messingham","Courtney Messingham","Offensive Coordinator/Quarterbacks Coach","White"
"868","Iowa State",2013,"Courtney Messingham","courtney-messingham","Courtney Messingham","Offensive Coordinator/Quarterbacks Coach","White"
"869","Iowa State",2014,"Mark Mangino","mark-mangino","Mark Mangino","Offensive Coordinator/Tight Ends Coach","White"
"870","Iowa State",2015,"Mark Mangino","mark-mangino","Mark Mangino","Offensive Coordinator/Tight Ends Coach","White"
"871","Iowa State",2016,"Tom Manning","tom-manning","Tom Manning","Offensive Coordinator/Offensive Line Coach","White"
"872","Iowa State",2017,"Tom Manning","tom-manning","Tom Manning","Offensive Coordinator/Offensive Line Coach","White"
"873","Iowa State",2019,"Tom Manning","tom-manning","Tom Manning","Offensive Coordinator/Running Backs Coach","White"
"874","Iowa State",2020,"Tom Manning","tom-manning","Tom Manning","Offensive Coordinator/Tight Ends Coach","White"
"875","Iowa State",2021,"Tom Manning","tom-manning","Tom Manning","Offensive Coordinator","White"
"876","Kansas",2000,"Bill Salmon","bill-salmon","Bill Salmon","Offensive Coordinator/Running Backs Coach","White"
"877","Kansas",2001,"Rip Scherer","rip-scherer","Rip Scherer","Offensive Coordinator/Quarterbacks Coach","White"
"878","Kansas",2002,"Nick Quartaro","nick-quartaro","Nick Quartaro","Offensive Coordinator/Quarterbacks Coach","White"
"879","Kansas",2003,"Nick Quartaro","nick-quartaro","Nick Quartaro","Offensive Coordinator/Quarterbacks Coach","White"
"880","Kansas",2004,"Nick Quartaro","nick-quartaro","Nick Quartaro","Offensive Coordinator/Quarterbacks Coach","White"
"881","Kansas",2005,"Nick Quartaro","nick-quartaro","Nick Quartaro","Offensive Coordinator/Quarterbacks Coach","White"
"882","Kansas",2006,"Nick Quartaro","nick-quartaro","Nick Quartaro","Offensive Coordinator/Quarterbacks Coach","White"
"883","Kansas",2007,"Ed Warinner","ed-warinner","Ed Warinner","Offensive Coordinator/Quarterbacks Coach","White"
"884","Kansas",2008,"Ed Warinner","ed-warinner","Ed Warinner","Offensive Coordinator/Quarterbacks Coach","White"
"885","Kansas",2009,"Ed Warinner","ed-warinner","Ed Warinner","Offensive Coordinator/Quarterbacks Coach","White"
"886","Kansas",2010,"Chuck Long","chuck-long","Chuck Long","Offensive Coordinator/Quarterbacks Coach","White"
"887","Kansas",2011,"Chuck Long","chuck-long","Chuck Long","Offensive Coordinator/Quarterbacks Coach","White"
"888","Kansas",2011,"David Beaty","david-beaty","David Beaty","Offensive Coordinator/Wide Receivers Coach","White"
"889","Kansas",2014,"John Reagan","john-reagan","John Reagan","Offensive Coordinator/Offensive Line Coach","White"
"890","Kansas",2015,"Rob Likens","rob-likens","Rob Likens","Offensive Coordinator/Quarterbacks Coach","White"
"891","Kansas",2016,"Rob Likens","rob-likens","Rob Likens","Offensive Coordinator/Quarterbacks Coach","White"
"892","Kansas",2017,"Doug Meacham","doug-meacham","Doug Meacham","Offensive Coordinator/Wide Receivers Coach","White"
"893","Kansas",2018,"Doug Meacham","doug-meacham","Doug Meacham","Offensive Coordinator/Quarterbacks Coach","White"
"894","Kansas",2019,"Les Koenning","les-koenning","Les Koenning","Offensive Coordinator/Quarterbacks Coach","White"
"895","Kansas",2020,"Brent Dearmon","brent-dearmon","Brent Dearmon","Offensive Coordinator/Quarterbacks Coach","White"
"896","Kansas",2021,"Andy Kotelnicki","andy-kotelnicki","Andy Kotelnicki","Offensive Coordinator","White"
"897","Kansas State",2000,"Ron Hudson","ron-hudson","Ron Hudson","Offensive Coordinator/Quarterbacks Coach","White"
"898","Kansas State",2001,"Ron Hudson","ron-hudson","Ron Hudson","Offensive Coordinator/Quarterbacks Coach","White"
"899","Kansas State",2002,"Ron Hudson","ron-hudson","Ron Hudson","Offensive Coordinator/Quarterbacks Coach","White"
"900","Kansas State",2003,"Del Miller","del-miller","Del Miller","Offensive Coordinator/Quarterbacks Coach","White"
"901","Kansas State",2003,"Greg Peterson","greg-peterson","Greg Peterson","Offensive Coordinator/Wide Receivers Coach","White"
"902","Kansas State",2004,"Del Miller","del-miller","Del Miller","Offensive Coordinator/Quarterbacks Coach","White"
"903","Kansas State",2004,"Greg Peterson","greg-peterson","Greg Peterson","Offensive Coordinator/Wide Receivers Coach","White"
"904","Kansas State",2005,"Del Miller","del-miller","Del Miller","Offensive Coordinator/Quarterbacks Coach","White"
"905","Kansas State",2006,"James Franklin","james-franklin","James Franklin","Offensive Coordinator/Quarterbacks Coach","Black"
"906","Kansas State",2007,"James Franklin","james-franklin","James Franklin","Offensive Coordinator/Quarterbacks Coach","Black"
"907","Kansas State",2008,"Dave Brock","dave-brock","Dave Brock","Offensive Coordinator/Wide Receivers Coach","White"
"908","Kansas State",2009,"Dana Dimel","dana-dimel","Dana Dimel","Offensive Coordinator/Running Backs Coach","White"
"909","Kansas State",2009,"Del Miller","del-miller","Del Miller","Offensive Coordinator/Quarterbacks Coach","White"
"910","Kansas State",2010,"Dana Dimel","dana-dimel","Dana Dimel","Offensive Coordinator/Running Backs Coach","White"
"911","Kansas State",2010,"Del Miller","del-miller","Del Miller","Offensive Coordinator/Quarterbacks Coach","White"
"912","Kansas State",2011,"Dana Dimel","dana-dimel","Dana Dimel","Offensive Coordinator/Running Backs Coach/Tight Ends Coach","White"
"913","Kansas State",2011,"Del Miller","del-miller","Del Miller","Offensive Coordinator/Quarterbacks Coach","White"
"914","Kansas State",2012,"Dana Dimel","dana-dimel","Dana Dimel","Offensive Coordinator/Running Backs Coach/Tight Ends Coach","White"
"915","Kansas State",2012,"Del Miller","del-miller","Del Miller","Offensive Coordinator/Quarterbacks Coach","White"
"916","Kansas State",2013,"Dana Dimel","dana-dimel","Dana Dimel","Offensive Coordinator/Running Backs Coach/Tight Ends Coach","White"
"917","Kansas State",2013,"Del Miller","del-miller","Del Miller","Offensive Coordinator/Quarterbacks Coach","White"
"918","Kansas State",2014,"Dana Dimel","dana-dimel","Dana Dimel","Offensive Coordinator/Running Backs Coach/Tight Ends Coach","White"
"919","Kansas State",2014,"Del Miller","del-miller","Del Miller","Offensive Coordinator/Quarterbacks Coach","White"
"920","Kansas State",2015,"Dana Dimel","dana-dimel","Dana Dimel","Offensive Coordinator/Running Backs Coach/Tight Ends Coach","White"
"921","Kansas State",2015,"Del Miller","del-miller","Del Miller","Offensive Coordinator/Quarterbacks Coach","White"
"922","Kansas State",2016,"Dana Dimel","dana-dimel","Dana Dimel","Offensive Coordinator/Running Backs Coach/Tight Ends Coach","White"
"923","Kansas State",2016,"Del Miller","del-miller","Del Miller","Offensive Coordinator/Quarterbacks Coach","White"
"924","Kansas State",2017,"Dana Dimel","dana-dimel","Dana Dimel","Offensive Coordinator/Running Backs Coach/Tight Ends Coach","White"
"925","Kansas State",2018,"Andre Coleman","andre-coleman","Andre Coleman","Offensive Coordinator/Wide Receivers Coach","Black"
"926","Kansas State",2018,"Charlie Dickey","charlie-dickey","Charlie Dickey","Offensive Coordinator/Offensive Line Coach","White"
"927","Kansas State",2018,"Collin Klein","collin-klein","Collin Klein","Offensive Coordinator/Quarterbacks Coach","White"
"928","Kansas State",2019,"Courtney Messingham","courtney-messingham","Courtney Messingham","Offensive Coordinator/Tight Ends Coach","White"
"929","Kansas State",2020,"Courtney Messingham","courtney-messingham","Courtney Messingham","Offensive Coordinator/Tight Ends Coach","White"
"930","Kansas State",2021,"Courtney Messingham","courtney-messingham","Courtney Messingham","Wide Receivers Coach/Offensive Coordinator","White"
"931","Kent State",2000,"Mike Drake","mike-drake","Mike Drake","Offensive Coordinator/Quarterbacks Coach","White"
"932","Kent State",2001,"Mike Drake","mike-drake","Mike Drake","Offensive Coordinator/Quarterbacks Coach","White"
"933","Kent State",2002,"Mike Drake","mike-drake","Mike Drake","Offensive Coordinator/Quarterbacks Coach","White"
"934","Kent State",2003,"Doug Martin","doug-martin","Doug Martin","Offensive Coordinator/Quarterbacks Coach","White"
"935","Kent State",2003,"Mike Drake","mike-drake","Mike Drake","Offensive Coordinator/Quarterbacks Coach","White"
"936","Kent State",2009,"A.J. Pratt","aj-pratt","A.J. Pratt","Offensive Coordinator/Wide Receivers Coach","White"
"937","Kent State",2013,"Brian Rock","brian-rock","Brian Rock","Offensive Coordinator/Quarterbacks Coach","White"
"938","Kent State",2015,"Don Treadwell","don-treadwell","Don Treadwell","Offensive Coordinator/Quarterbacks Coach","White"
"939","Kent State",2016,"Don Treadwell","don-treadwell","Don Treadwell","Offensive Coordinator/Quarterbacks Coach","White"
"940","Kent State",2017,"Don Treadwell","don-treadwell","Don Treadwell","Offensive Coordinator/Quarterbacks Coach","White"
"941","Kent State",2018,"Andrew Sowder","andrew-sowder","Andrew Sowder","Offensive Coordinator/Quarterbacks Coach","White"
"942","Kent State",2019,"Andrew Sowder","andrew-sowder","Andrew Sowder","Offensive Coordinator/Quarterbacks Coach/Tight Ends Coach","White"
"943","Kent State",2020,"Andrew Sowder","andrew-sowder","Andrew Sowder","Offensive Coordinator/Quarterbacks Coach/Tight Ends Coach","White"
"944","Kent State",2021,"Andrew Sowder","andrew-sowder","Andrew Sowder","Offensive Coordinator","White"
"945","Kentucky",2000,"Tony Franklin","tony-franklin","Tony Franklin","Offensive Coordinator/Quarterbacks Coach/Wide Receivers Coach","White"
"946","Kentucky",2001,"Brent Pease","brent-pease","Brent Pease","Offensive Coordinator/Quarterbacks Coach","White"
"947","Kentucky",2002,"Brent Pease","brent-pease","Brent Pease","Offensive Coordinator/Quarterbacks Coach","White"
"948","Kentucky",2003,"Ron Hudson","ron-hudson","Ron Hudson","Offensive Coordinator/Quarterbacks Coach","White"
"949","Kentucky",2004,"Ron Hudson","ron-hudson","Ron Hudson","Offensive Coordinator/Quarterbacks Coach","White"
"950","Kentucky",2005,"Joker Phillips","joker-phillips","Joker Phillips","Offensive Coordinator/Wide Receivers Coach","Black"
"951","Kentucky",2006,"Joker Phillips","joker-phillips","Joker Phillips","Offensive Coordinator/Wide Receivers Coach","Black"
"952","Kentucky",2007,"Joker Phillips","joker-phillips","Joker Phillips","Offensive Coordinator/Wide Receivers Coach","Black"
"953","Kentucky",2008,"Joker Phillips","joker-phillips","Joker Phillips","Offensive Coordinator/Wide Receivers Coach","Black"
"954","Kentucky",2009,"Joker Phillips","joker-phillips","Joker Phillips","Offensive Coordinator/Wide Receivers Coach","Black"
"955","Kentucky",2009,"Randy Sanders","randy-sanders","Randy Sanders","Offensive Coordinator/Quarterbacks Coach","White"
"956","Kentucky",2010,"Randy Sanders","randy-sanders","Randy Sanders","Offensive Coordinator/Quarterbacks Coach","White"
"957","Kentucky",2011,"Randy Sanders","randy-sanders","Randy Sanders","Offensive Coordinator/Quarterbacks Coach","White"
"958","Kentucky",2012,"Randy Sanders","randy-sanders","Randy Sanders","Offensive Coordinator/Quarterbacks Coach","White"
"959","Kentucky",2013,"Neal Brown","neal-brown","Neal Brown","Offensive Coordinator/Quarterbacks Coach","White"
"960","Kentucky",2014,"Neal Brown","neal-brown","Neal Brown","Offensive Coordinator/Quarterbacks Coach","White"
"961","Kentucky",2015,"Shannon Dawson","shannon-dawson","Shannon Dawson","Offensive Coordinator/Quarterbacks Coach","White"
"962","Kentucky",2016,"Darin Hinshaw","darin-hinshaw","Darin Hinshaw","Offensive Coordinator/Quarterbacks Coach","White"
"963","Kentucky",2016,"Eddie Gran","eddie-gran","Eddie Gran","Offensive Coordinator/Running Backs Coach","White"
"964","Kentucky",2017,"Darin Hinshaw","darin-hinshaw","Darin Hinshaw","Offensive Coordinator/Quarterbacks Coach","White"
"965","Kentucky",2017,"Eddie Gran","eddie-gran","Eddie Gran","Offensive Coordinator/Running Backs Coach","White"
"966","Kentucky",2018,"Darin Hinshaw","darin-hinshaw","Darin Hinshaw","Offensive Coordinator/Quarterbacks Coach","White"
"967","Kentucky",2018,"Eddie Gran","eddie-gran","Eddie Gran","Offensive Coordinator/Running Backs Coach","White"
"968","Kentucky",2019,"Darin Hinshaw","darin-hinshaw","Darin Hinshaw","Offensive Coordinator/Quarterbacks Coach","White"
"969","Kentucky",2019,"Eddie Gran","eddie-gran","Eddie Gran","Offensive Coordinator/Running Backs Coach","White"
"970","Kentucky",2020,"Darin Hinshaw","darin-hinshaw","Darin Hinshaw","Offensive Coordinator/Quarterbacks Coach","White"
"971","Kentucky",2021,"Liam Coen","liam-coen","Liam Coen","Offensive Coordinator","White"
"972","Liberty",2018,"Joe Dailey","joe-dailey","Joe Dailey","Offensive Coordinator/Quarterbacks Coach","Black"
"973","Liberty",2019,"Kent Austin","kent-austin","Kent Austin","Offensive Coordinator/Quarterbacks Coach","White"
"974","Liberty",2019,"Maurice Harris","maurice-harris","Maurice Harris","Offensive Coordinator/Wide Receivers Coach","Black"
"975","Liberty",2020,"Kent Austin","kent-austin","Kent Austin","Offensive Coordinator/Quarterbacks Coach","White"
"976","Liberty",2020,"Maurice Harris","maurice-harris","Maurice Harris","Offensive Coordinator/Wide Receivers Coach","Black"
"977","Liberty",2021,"Kent Austin","kent-austin","Kent Austin","Offensive Coordinator/Quarterbacks Coach","White"
"978","Liberty",2021,"Maurice Harris","maurice-harris","Maurice Harris","Wide Receivers Coach/Offensive Coordinator","Black"
"979","Louisiana",2000,"Larry Edmondson","larry-edmondson","Larry Edmondson","Offensive Coordinator/Quarterbacks Coach","White"
"980","Louisiana",2001,"Larry Edmondson","larry-edmondson","Larry Edmondson","Offensive Coordinator/Quarterbacks Coach","White"
"981","Louisiana",2002,"Rob Christophel","rob-christophel","Rob Christophel","Offensive Coordinator/Quarterbacks Coach","White"
"982","Louisiana",2003,"Rob Christophel","rob-christophel","Rob Christophel","Offensive Coordinator/Quarterbacks Coach","White"
"983","Louisiana",2004,"Rob Christophel","rob-christophel","Rob Christophel","Offensive Coordinator/Quarterbacks Coach","White"
"984","Louisiana",2005,"Rob Christophel","rob-christophel","Rob Christophel","Offensive Coordinator/Quarterbacks Coach","White"
"985","Louisiana",2006,"Rob Christophel","rob-christophel","Rob Christophel","Offensive Coordinator/Quarterbacks Coach","White"
"986","Louisiana",2007,"Blake Anderson","blake-anderson","Blake Anderson","Offensive Coordinator/Quarterbacks Coach","White"
"987","Louisiana",2008,"Troy Wingerter","troy-wingerter","Troy Wingerter","Tight Ends Coach/Offensive Line Coach/Recruiting Coordinator","White"
"988","Louisiana",2009,"Ron Hudson","ron-hudson-1","Ron Hudson","Offensive Coordinator/Offensive Line Coach","White"
"989","Louisiana",2010,"Ron Hudson","ron-hudson-1","Ron Hudson","Offensive Coordinator/Offensive Line Coach","White"
"990","Louisiana",2011,"Jay Johnson","jay-johnson","Jay Johnson","Offensive Coordinator/Quarterbacks Coach","White"
"991","Louisiana",2012,"Jay Johnson","jay-johnson","Jay Johnson","Offensive Coordinator/Quarterbacks Coach","White"
