"","College","Season","Coach","username","Coach.1","Role","Race"
"1418","Nevada",2007,"Chris Klenakis","chris-klenakis","Chris Klenakis","Offensive Coordinator/Offensive Line Coach","White"
"1419","Nevada",2008,"Chris Klenakis","chris-klenakis","Chris Klenakis","Offensive Coordinator/Offensive Line Coach","White"
"1420","Nevada",2009,"Chris Klenakis","chris-klenakis","Chris Klenakis","Offensive Coordinator/Offensive Line Coach","White"
"1421","Nevada",2012,"Nick Rolovich","nick-rolovich","Nick Rolovich","Offensive Coordinator/Quarterbacks Coach","White"
"1422","Nevada",2013,"Nick Rolovich","nick-rolovich","Nick Rolovich","Offensive Coordinator/Quarterbacks Coach","White"
"1423","Nevada",2014,"Nick Rolovich","nick-rolovich","Nick Rolovich","Offensive Coordinator/Quarterbacks Coach","White"
"1424","Nevada",2015,"Nick Rolovich","nick-rolovich","Nick Rolovich","Offensive Coordinator/Quarterbacks Coach","White"
"1425","Nevada",2016,"Tim Cramsey","tim-cramsey","Tim Cramsey","Offensive Coordinator/Quarterbacks Coach","White"
"1426","Nevada",2017,"Matt Mumme","matt-mumme","Matt Mumme","Offensive Coordinator/Quarterbacks Coach","White"
"1427","Nevada",2018,"Matt Mumme","matt-mumme","Matt Mumme","Offensive Coordinator/Quarterbacks Coach","White"
"1428","Nevada",2019,"Matt Mumme","matt-mumme","Matt Mumme","Offensive Coordinator/Quarterbacks Coach","White"
"1429","Nevada",2020,"Matt Mumme","matt-mumme","Matt Mumme","Offensive Coordinator/Quarterbacks Coach","White"
"1430","Nevada",2021,"Matt Mumme","matt-mumme","Matt Mumme","Offensive Coordinator/Quarterbacks Coach","White"
"1431","New Mexico",2000,"Dan Dodd","dan-dodd","Dan Dodd","Offensive Coordinator/Quarterbacks Coach","White"
"1432","New Mexico",2001,"Dan Dodd","dan-dodd","Dan Dodd","Offensive Coordinator/Quarterbacks Coach","White"
"1433","New Mexico",2002,"Dan Dodd","dan-dodd","Dan Dodd","Offensive Coordinator/Quarterbacks Coach","White"
"1434","New Mexico",2003,"Dan Dodd","dan-dodd","Dan Dodd","Offensive Coordinator/Quarterbacks Coach","White"
"1435","New Mexico",2004,"Dan Dodd","dan-dodd","Dan Dodd","Offensive Coordinator/Quarterbacks Coach","White"
"1436","New Mexico",2005,"Dan Dodd","dan-dodd","Dan Dodd","Offensive Coordinator/Quarterbacks Coach","White"
"1437","New Mexico",2006,"Bob Toledo","bob-toledo","Bob Toledo","Offensive Coordinator/Quarterbacks Coach","White"
"1438","New Mexico",2007,"Dave Baldwin","dave-baldwin","Dave Baldwin","Offensive Coordinator/Quarterbacks Coach","White"
"1439","New Mexico",2008,"Dave Baldwin","dave-baldwin","Dave Baldwin","Offensive Coordinator/Quarterbacks Coach","White"
"1440","New Mexico",2009,"Darrell Dickey","darrell-dickey","Darrell Dickey","Offensive Coordinator/Running Backs Coach","White"
"1441","New Mexico",2010,"Darrell Dickey","darrell-dickey","Darrell Dickey","Offensive Coordinator/Running Backs Coach","White"
"1442","New Mexico",2010,"Mike Degory","mike-degory","Mike Degory","Offensive Line Coach/Recruiting Coordinator","White"
"1443","New Mexico",2011,"David Reaves","david-reaves","David Reaves","Offensive Coordinator/Quarterbacks Coach","White"
"1444","New Mexico",2012,"Bob DeBesse","bob-debesse","Bob DeBesse","Offensive Coordinator/Quarterbacks Coach","White"
"1445","New Mexico",2013,"Bob DeBesse","bob-debesse","Bob DeBesse","Offensive Coordinator/Quarterbacks Coach","White"
"1446","New Mexico",2014,"Bob DeBesse","bob-debesse","Bob DeBesse","Offensive Coordinator/Quarterbacks Coach","White"
"1447","New Mexico",2015,"Bob DeBesse","bob-debesse","Bob DeBesse","Offensive Coordinator/Quarterbacks Coach","White"
"1448","New Mexico",2016,"Bob DeBesse","bob-debesse","Bob DeBesse","Offensive Coordinator/Wide Receivers Coach","White"
"1449","New Mexico",2017,"Bob DeBesse","bob-debesse","Bob DeBesse","Offensive Coordinator/Wide Receivers Coach","White"
"1450","New Mexico",2018,"Calvin Magee","calvin-magee","Calvin Magee","Offensive Coordinator/Running Backs Coach","Black"
"1451","New Mexico",2019,"Joe Dailey","joe-dailey","Joe Dailey","Offensive Coordinator/Quarterbacks Coach","Black"
"1452","New Mexico",2020,"Derek Warehime","derek-warehime","Derek Warehime","Offensive Coordinator/Tight Ends Coach","White"
"1453","New Mexico",2021,"Derek Warehime","derek-warehime","Derek Warehime","Offensive Coordinator/Tight Ends Coach","White"
"1454","New Mexico State",2003,"Gerry Gdowski","gerry-gdowski","Gerry Gdowski","Offensive Coordinator/Quarterbacks Coach","White"
"1455","New Mexico State",2004,"Gerry Gdowski","gerry-gdowski","Gerry Gdowski","Offensive Coordinator/Quarterbacks Coach","White"
"1456","New Mexico State",2005,"Gary Goff","gary-goff","Gary Goff","Offensive Coordinator/Wide Receivers Coach","White"
"1457","New Mexico State",2005,"Matt Mumme","matt-mumme","Matt Mumme","Offensive Coordinator/Quarterbacks Coach","White"
"1458","New Mexico State",2006,"Matt Mumme","matt-mumme","Matt Mumme","Offensive Coordinator/Quarterbacks Coach","White"
"1459","New Mexico State",2007,"Matt Mumme","matt-mumme","Matt Mumme","Offensive Coordinator/Quarterbacks Coach","White"
"1460","New Mexico State",2008,"Gary Goff","gary-goff","Gary Goff","Offensive Coordinator/Wide Receivers Coach","White"
"1461","New Mexico State",2008,"Matt Mumme","matt-mumme","Matt Mumme","Offensive Coordinator/Quarterbacks Coach","White"
"1462","New Mexico State",2009,"Timm Rosenbach","timm-rosenbach","Timm Rosenbach","Offensive Coordinator/Quarterbacks Coach","White"
"1463","New Mexico State",2010,"Mike Dunbar","mike-dunbar","Mike Dunbar","Offensive Coordinator/Quarterbacks Coach","White"
"1464","New Mexico State",2011,"Doug Martin","doug-martin","Doug Martin","Offensive Coordinator/Quarterbacks Coach","White"
"1465","New Mexico State",2012,"Jerry McManus","jerry-mcmanus","Jerry McManus","Offensive Coordinator/Quarterbacks Coach","White"
"1466","New Mexico State",2013,"Gregg Brandon","gregg-brandon","Gregg Brandon","Offensive Coordinator/Quarterbacks Coach","White"
"1467","New Mexico State",2014,"Gregg Brandon","gregg-brandon","Gregg Brandon","Offensive Coordinator/Quarterbacks Coach","White"
"1468","North Carolina",2000,"Mike O'Cain","mike-ocain","Mike O'Cain","Offensive Coordinator/Quarterbacks Coach","White"
"1469","North Carolina",2001,"Gary Tranquill","gary-tranquill","Gary Tranquill","Offensive Coordinator/Quarterbacks Coach","White"
"1470","North Carolina",2002,"Gary Tranquill","gary-tranquill","Gary Tranquill","Offensive Coordinator/Quarterbacks Coach","White"
"1471","North Carolina",2003,"Gary Tranquill","gary-tranquill","Gary Tranquill","Offensive Coordinator/Quarterbacks Coach","White"
"1472","North Carolina",2004,"Gary Tranquill","gary-tranquill","Gary Tranquill","Offensive Coordinator/Quarterbacks Coach","White"
"1473","North Carolina",2005,"Gary Tranquill","gary-tranquill","Gary Tranquill","Offensive Coordinator/Quarterbacks Coach","White"
"1474","North Carolina",2006,"Frank Cignetti Jr.","frank-cignetti-jr","Frank Cignetti Jr.","Offensive Coordinator/Quarterbacks Coach","White"
"1475","North Carolina",2007,"John Shoop","john-shoop","John Shoop","Offensive Coordinator/Quarterbacks Coach","White"
"1476","North Carolina",2008,"John Shoop","john-shoop","John Shoop","Offensive Coordinator/Quarterbacks Coach","White"
"1477","North Carolina",2009,"John Shoop","john-shoop","John Shoop","Offensive Coordinator/Quarterbacks Coach","White"
"1478","North Carolina",2010,"John Shoop","john-shoop","John Shoop","Offensive Coordinator/Quarterbacks Coach","White"
"1479","North Carolina",2011,"John Shoop","john-shoop","John Shoop","Offensive Coordinator/Quarterbacks Coach","White"
"1480","North Carolina",2012,"Blake Anderson","blake-anderson","Blake Anderson","Offensive Coordinator/Quarterbacks Coach","White"
"1481","North Carolina",2013,"Blake Anderson","blake-anderson","Blake Anderson","Offensive Coordinator/Quarterbacks Coach","White"
"1482","North Carolina",2014,"Chris Kapilovic","chris-kapilovic","Chris Kapilovic","Offensive Coordinator/Offensive Line Coach","White"
"1483","North Carolina",2014,"Gunter Brewer","gunter-brewer","Gunter Brewer","Offensive Coordinator/Wide Receivers Coach","White"
"1484","North Carolina",2015,"Chris Kapilovic","chris-kapilovic","Chris Kapilovic","Offensive Coordinator/Offensive Line Coach","White"
"1485","North Carolina",2015,"Gunter Brewer","gunter-brewer","Gunter Brewer","Offensive Coordinator/Wide Receivers Coach","White"
"1486","North Carolina",2016,"Chris Kapilovic","chris-kapilovic","Chris Kapilovic","Offensive Coordinator/Offensive Line Coach","White"
"1487","North Carolina",2016,"Gunter Brewer","gunter-brewer","Gunter Brewer","Offensive Coordinator/Wide Receivers Coach","White"
"1488","North Carolina",2017,"Chris Kapilovic","chris-kapilovic","Chris Kapilovic","Offensive Coordinator/Offensive Line Coach","White"
"1489","North Carolina",2017,"Gunter Brewer","gunter-brewer","Gunter Brewer","Offensive Coordinator/Wide Receivers Coach","White"
"1490","North Carolina",2018,"Chris Kapilovic","chris-kapilovic","Chris Kapilovic","Offensive Coordinator/Offensive Line Coach","White"
"1491","North Carolina",2019,"Phil Longo","phil-longo","Phil Longo","Offensive Coordinator/Quarterbacks Coach","White"
"1492","North Carolina",2020,"Phil Longo","phil-longo","Phil Longo","Offensive Coordinator/Quarterbacks Coach","White"
"1493","North Carolina",2021,"Phil Longo","phil-longo","Phil Longo","Offensive Coordinator/Quarterbacks Coach","White"
"1494","North Texas",2002,"Ramon Flanigan","ramon-flanigan","Ramon Flanigan","Offensive Coordinator/Quarterbacks Coach","Black"
"1495","North Texas",2003,"Ramon Flanigan","ramon-flanigan","Ramon Flanigan","Offensive Coordinator/Quarterbacks Coach","Black"
"1496","North Texas",2004,"Ramon Flanigan","ramon-flanigan","Ramon Flanigan","Offensive Coordinator/Quarterbacks Coach","Black"
"1497","North Texas",2005,"Ramon Flanigan","ramon-flanigan","Ramon Flanigan","Offensive Coordinator/Quarterbacks Coach","Black"
"1498","North Texas",2006,"Ramon Flanigan","ramon-flanigan","Ramon Flanigan","Offensive Coordinator/Quarterbacks Coach","Black"
"1499","North Texas",2007,"Todd Ford","todd-ford","Todd Ford","Offensive Coordinator/Quarterbacks Coach","White"
"1500","North Texas",2008,"Todd Ford","todd-ford","Todd Ford","Offensive Coordinator/Quarterbacks Coach","White"
"1501","North Texas",2009,"Todd Ford","todd-ford","Todd Ford","Offensive Coordinator/Quarterbacks Coach","White"
"1502","North Texas",2011,"Mike Canales","mike-canales","Mike Canales","Offensive Coordinator/Quarterbacks Coach","White"
"1503","North Texas",2012,"Mike Canales","mike-canales","Mike Canales","Offensive Coordinator/Quarterbacks Coach","White"
"1504","North Texas",2013,"Mike Canales","mike-canales","Mike Canales","Offensive Coordinator/Quarterbacks Coach","White"
"1505","North Texas",2014,"Mike Canales","mike-canales","Mike Canales","Offensive Coordinator/Quarterbacks Coach","White"
"1506","North Texas",2015,"Mike Canales","mike-canales","Mike Canales","Offensive Coordinator/Quarterbacks Coach","White"
"1507","North Texas",2016,"Graham Harrell","graham-harrell","Graham Harrell","Offensive Coordinator/Quarterbacks Coach","White"
"1508","North Texas",2017,"Graham Harrell","graham-harrell","Graham Harrell","Offensive Coordinator/Quarterbacks Coach","White"
"1509","North Texas",2018,"Graham Harrell","graham-harrell","Graham Harrell","Offensive Coordinator/Quarterbacks Coach","White"
"1510","North Texas",2019,"Bodie Reeder","bodie-reeder","Bodie Reeder","Offensive Coordinator/Quarterbacks Coach","White"
"1511","North Texas",2019,"Tommy Mainord","tommy-mainord","Tommy Mainord","Offensive Coordinator/Wide Receivers Coach","White"
"1512","North Texas",2020,"Mike Bloesch","mike-bloesch","Mike Bloesch","Offensive Coordinator/Offensive Line Coach","White"
"1513","North Texas",2020,"Tommy Mainord","tommy-mainord","Tommy Mainord","Offensive Coordinator/Wide Receivers Coach","White"
"1514","North Texas",2021,"Mike Bloesch","mike-bloesch","Mike Bloesch","Offensive Coordinator/Offensive Line Coach","White"
"1515","Northern Illinois",2000,"Dan Roushar","dan-roushar","Dan Roushar","Offensive Coordinator/Offensive Line Coach","White"
"1516","Northern Illinois",2001,"Dan Roushar","dan-roushar","Dan Roushar","Offensive Coordinator/Offensive Line Coach","White"
"1517","Northern Illinois",2002,"Dan Roushar","dan-roushar","Dan Roushar","Offensive Coordinator/Offensive Line Coach","White"
"1518","Northern Illinois",2003,"Matt Canada","matt-canada","Matt Canada","Offensive Coordinator/Quarterbacks Coach","White"
"1519","Northern Illinois",2004,"John Bond","john-bond","John Bond","Offensive Coordinator","White"
"1520","Northern Illinois",2005,"John Bond","john-bond","John Bond","Offensive Coordinator/Quarterbacks Coach","White"
"1521","Northern Illinois",2006,"John Bond","john-bond","John Bond","Offensive Coordinator/Quarterbacks Coach","White"
"1522","Northern Illinois",2007,"Roy Wittke","roy-wittke","Roy Wittke","Offensive Coordinator/Quarterbacks Coach","White"
"1523","Northern Illinois",2008,"Matt Limegrover","matt-limegrover","Matt Limegrover","Offensive Coordinator/Offensive Line Coach","White"
"1524","Northern Illinois",2009,"Matt Limegrover","matt-limegrover","Matt Limegrover","Offensive Coordinator/Offensive Line Coach","White"
"1525","Northern Illinois",2010,"Matt Limegrover","matt-limegrover","Matt Limegrover","Offensive Coordinator/Offensive Line Coach","White"
"1526","Northern Illinois",2011,"Matt Canada","matt-canada","Matt Canada","Offensive Coordinator/Quarterbacks Coach","White"
"1527","Northern Illinois",2012,"Rod Carey","rod-carey","Rod Carey","Offensive Coordinator/Offensive Line Coach","White"
"1528","Northern Illinois",2013,"Bob Cole","bob-cole","Bob Cole","Offensive Coordinator/Quarterbacks Coach","White"
"1529","Northern Illinois",2014,"Bob Cole","bob-cole","Bob Cole","Offensive Coordinator/Quarterbacks Coach","White"
"1530","Northern Illinois",2015,"Bob Cole","bob-cole","Bob Cole","Offensive Coordinator/Quarterbacks Coach","White"
"1531","Northern Illinois",2016,"Mike Uremovich","mike-uremovich","Mike Uremovich","Offensive Coordinator/Running Backs Coach","White"
"1532","Northern Illinois",2017,"Mike Uremovich","mike-uremovich","Mike Uremovich","Offensive Coordinator/Tight Ends Coach","White"
"1533","Northern Illinois",2018,"Mike Uremovich","mike-uremovich","Mike Uremovich","Offensive Coordinator/Tight Ends Coach","White"
"1534","Northern Illinois",2019,"Eric Eidsness","eric-eidsness","Eric Eidsness","Offensive Coordinator/Quarterbacks Coach","White"
"1535","Northern Illinois",2020,"Eric Eidsness","eric-eidsness","Eric Eidsness","Offensive Coordinator/Quarterbacks Coach","White"
"1536","Northern Illinois",2021,"Eric Eidsness","eric-eidsness","Eric Eidsness","Offensive Coordinator/Quarterbacks Coach","White"
"1537","Northwestern",2002,"Mike Dunbar","mike-dunbar","Mike Dunbar","Offensive Coordinator/Quarterbacks Coach","White"
"1538","Northwestern",2003,"Mike Dunbar","mike-dunbar","Mike Dunbar","Offensive Coordinator/Quarterbacks Coach","White"
"1539","Northwestern",2004,"Mike Dunbar","mike-dunbar","Mike Dunbar","Offensive Coordinator/Quarterbacks Coach","White"
"1540","Northwestern",2005,"Mike Dunbar","mike-dunbar","Mike Dunbar","Offensive Coordinator/Quarterbacks Coach","White"
"1541","Northwestern",2006,"Garrick McGee","garrick-mcgee","Garrick McGee","Offensive Coordinator/Quarterbacks Coach","Black"
"1542","Northwestern",2007,"Garrick McGee","garrick-mcgee","Garrick McGee","Offensive Coordinator/Quarterbacks Coach","Black"
"1543","Northwestern",2008,"Mick McCall","mick-mccall","Mick McCall","Offensive Coordinator/Quarterbacks Coach","White"
"1544","Northwestern",2009,"Mick McCall","mick-mccall","Mick McCall","Offensive Coordinator/Quarterbacks Coach","White"
"1545","Northwestern",2010,"Mick McCall","mick-mccall","Mick McCall","Offensive Coordinator/Quarterbacks Coach","White"
"1546","Northwestern",2011,"Mick McCall","mick-mccall","Mick McCall","Offensive Coordinator/Quarterbacks Coach","White"
"1547","Northwestern",2012,"Mick McCall","mick-mccall","Mick McCall","Offensive Coordinator/Quarterbacks Coach","White"
"1548","Northwestern",2013,"Mick McCall","mick-mccall","Mick McCall","Offensive Coordinator/Quarterbacks Coach","White"
"1549","Northwestern",2014,"Mick McCall","mick-mccall","Mick McCall","Offensive Coordinator/Quarterbacks Coach","White"
"1550","Northwestern",2015,"Mick McCall","mick-mccall","Mick McCall","Offensive Coordinator/Quarterbacks Coach","White"
"1551","Northwestern",2016,"Mick McCall","mick-mccall","Mick McCall","Offensive Coordinator/Quarterbacks Coach","White"
"1552","Northwestern",2017,"Mick McCall","mick-mccall","Mick McCall","Offensive Coordinator/Quarterbacks Coach","White"
"1553","Northwestern",2018,"Mick McCall","mick-mccall","Mick McCall","Offensive Coordinator/Quarterbacks Coach","White"
"1554","Northwestern",2019,"Mick McCall","mick-mccall","Mick McCall","Offensive Coordinator/Quarterbacks Coach","White"
"1555","Northwestern",2020,"Mike Bajakian","mike-bajakian","Mike Bajakian","Offensive Coordinator/Quarterbacks Coach","White"
"1556","Northwestern",2021,"Mike Bajakian","mike-bajakian","Mike Bajakian","Offensive Coordinator/Quarterbacks Coach","White"
"1557","Notre Dame",2000,"Kevin Rogers","kevin-rogers","Kevin Rogers","Offensive Coordinator/Quarterbacks Coach","White"
"1558","Notre Dame",2001,"Kevin Rogers","kevin-rogers","Kevin Rogers","Offensive Coordinator/Quarterbacks Coach","White"
"1559","Notre Dame",2002,"Bill Diedrick","bill-diedrick","Bill Diedrick","Offensive Coordinator/Quarterbacks Coach","White"
"1560","Notre Dame",2003,"Bill Diedrick","bill-diedrick","Bill Diedrick","Offensive Coordinator/Quarterbacks Coach","White"
"1561","Notre Dame",2004,"Bill Diedrick","bill-diedrick","Bill Diedrick","Offensive Coordinator/Quarterbacks Coach","White"
"1562","Notre Dame",2005,"Michael Haywood","michael-haywood","Michael Haywood","Offensive Coordinator/Running Backs Coach","Black"
"1563","Notre Dame",2006,"Michael Haywood","michael-haywood","Michael Haywood","Offensive Coordinator/Running Backs Coach","Black"
"1564","Notre Dame",2007,"Michael Haywood","michael-haywood","Michael Haywood","Offensive Coordinator/Running Backs Coach","Black"
"1565","Notre Dame",2008,"Michael Haywood","michael-haywood","Michael Haywood","Offensive Coordinator/Running Backs Coach","Black"
"1566","Notre Dame",2010,"Charley Molnar","charley-molnar","Charley Molnar","Offensive Coordinator/Quarterbacks Coach","?"
"1567","Notre Dame",2011,"Charley Molnar","charley-molnar","Charley Molnar","Offensive Coordinator/Quarterbacks Coach","?"
"1568","Notre Dame",2012,"Chuck Martin","chuck-martin","Chuck Martin","Offensive Coordinator/Quarterbacks Coach","White"
"1569","Notre Dame",2013,"Chuck Martin","chuck-martin","Chuck Martin","Offensive Coordinator/Quarterbacks Coach","White"
"1570","Notre Dame",2014,"Mike Denbrock","mike-denbrock","Mike Denbrock","Offensive Coordinator/Wide Receivers Coach","White"
"1571","Notre Dame",2015,"Mike Sanford Jr.","mike-sanford-jr","Mike Sanford Jr.","Offensive Coordinator/Quarterbacks Coach","White"
"1572","Notre Dame",2016,"Mike Sanford Jr.","mike-sanford-jr","Mike Sanford Jr.","Offensive Coordinator/Quarterbacks Coach","White"
"1573","Notre Dame",2017,"Chip Long","chip-long","Chip Long","Offensive Coordinator/Tight Ends Coach","White"
"1574","Notre Dame",2018,"Chip Long","chip-long","Chip Long","Offensive Coordinator/Tight Ends Coach","White"
"1575","Notre Dame",2019,"Chip Long","chip-long","Chip Long","Offensive Coordinator/Tight Ends Coach","White"
"1576","Notre Dame",2020,"Tommy Rees","tommy-rees","Tommy Rees","Offensive Coordinator/Quarterbacks Coach","White"
"1577","Notre Dame",2021,"Tommy Rees","tommy-rees","Tommy Rees","Offensive Coordinator/Quarterbacks Coach","White"
"1578","Ohio",2000,"Troy Calhoun","troy-calhoun","Troy Calhoun","Offensive Coordinator/Quarterbacks Coach","White"
"1579","Ohio",2001,"Greg Gregory","greg-gregory","Greg Gregory","Offensive Coordinator/Quarterbacks Coach","White"
"1580","Ohio",2002,"Greg Gregory","greg-gregory","Greg Gregory","Offensive Coordinator/Quarterbacks Coach","White"
"1581","Ohio",2003,"Greg Gregory","greg-gregory","Greg Gregory","Offensive Coordinator/Quarterbacks Coach","White"
"1582","Ohio",2004,"Phil Earley","phil-earley","Phil Earley","Offensive Coordinator/Quarterbacks Coach","White"
"1583","Ohio",2005,"Tim Albin","tim-albin","Tim Albin","Offensive Coordinator/Running Backs Coach","White"
"1584","Ohio",2006,"Tim Albin","tim-albin","Tim Albin","Offensive Coordinator/Running Backs Coach","White"
"1585","Ohio",2007,"Tim Albin","tim-albin","Tim Albin","Offensive Coordinator/Running Backs Coach","White"
"1586","Ohio",2008,"Gerry Gdowski","gerry-gdowski","Gerry Gdowski","Offensive Coordinator/Quarterbacks Coach","White"
"1587","Ohio",2008,"Tim Albin","tim-albin","Tim Albin","Offensive Coordinator/Running Backs Coach","White"
"1588","Ohio",2009,"Gerry Gdowski","gerry-gdowski","Gerry Gdowski","Offensive Coordinator/Quarterbacks Coach","White"
"1589","Ohio",2009,"Tim Albin","tim-albin","Tim Albin","Offensive Coordinator/Running Backs Coach","White"
"1590","Ohio",2010,"Gerry Gdowski","gerry-gdowski","Gerry Gdowski","Offensive Coordinator/Quarterbacks Coach","White"
"1591","Ohio",2010,"Tim Albin","tim-albin","Tim Albin","Offensive Coordinator/Running Backs Coach","White"
"1592","Ohio",2011,"Gerry Gdowski","gerry-gdowski","Gerry Gdowski","Offensive Coordinator/Quarterbacks Coach","White"
"1593","Ohio",2011,"Tim Albin","tim-albin","Tim Albin","Offensive Coordinator/Running Backs Coach","White"
"1594","Ohio",2012,"Gerry Gdowski","gerry-gdowski","Gerry Gdowski","Offensive Coordinator/Quarterbacks Coach","White"
"1595","Ohio",2012,"Tim Albin","tim-albin","Tim Albin","Offensive Coordinator/Running Backs Coach","White"
"1596","Ohio",2013,"Gerry Gdowski","gerry-gdowski","Gerry Gdowski","Offensive Coordinator/Quarterbacks Coach","White"
"1597","Ohio",2013,"Tim Albin","tim-albin","Tim Albin","Offensive Coordinator/Running Backs Coach","White"
"1598","Ohio",2014,"Scott Isphording","scott-isphording","Scott Isphording","Offensive Coordinator/Quarterbacks Coach","White"
"1599","Ohio",2015,"Scott Isphording","scott-isphording","Scott Isphording","Offensive Coordinator/Quarterbacks Coach","White"
"1600","Ohio",2015,"Tim Albin","tim-albin","Tim Albin","Offensive Coordinator/Running Backs Coach","White"
"1601","Ohio",2016,"Scott Isphording","scott-isphording","Scott Isphording","Offensive Coordinator/Quarterbacks Coach","White"
"1602","Ohio",2016,"Tim Albin","tim-albin","Tim Albin","Offensive Coordinator/Running Backs Coach","White"
"1603","Ohio",2017,"Scott Isphording","scott-isphording","Scott Isphording","Offensive Coordinator/Quarterbacks Coach","White"
"1604","Ohio",2017,"Tim Albin","tim-albin","Tim Albin","Offensive Coordinator/Running Backs Coach","White"
"1605","Ohio",2018,"Tim Albin","tim-albin","Tim Albin","Offensive Coordinator/Running Backs Coach","White"
"1606","Ohio",2019,"Tim Albin","tim-albin","Tim Albin","Offensive Coordinator/Running Backs Coach","White"
"1607","Ohio",2020,"Tim Albin","tim-albin","Tim Albin","Offensive Coordinator/Running Backs Coach","White"
"1608","Ohio",2021,"Allen Rudolph","allen-rudolph","Allen Rudolph","Offensive Coordinator/Offensive Line Coach","White"
"1609","Ohio",2021,"Scott Isphording","scott-isphording","Scott Isphording","Offensive Coordinator/Quarterbacks Coach","White"
"1610","Ohio State",2000,"Chuck Stobart","chuck-stobart","Chuck Stobart","Offensive Coordinator","White"
"1611","Ohio State",2004,"Jim Bollman","jim-bollman","Jim Bollman","Offensive Coordinator/Offensive Line Coach","White"
"1612","Ohio State",2005,"Jim Bollman","jim-bollman","Jim Bollman","Offensive Coordinator/Offensive Line Coach","White"
"1613","Ohio State",2006,"Jim Bollman","jim-bollman","Jim Bollman","Offensive Coordinator/Offensive Line Coach","White"
"1614","Ohio State",2007,"Jim Bollman","jim-bollman","Jim Bollman","Offensive Coordinator/Offensive Line Coach","White"
"1615","Ohio State",2008,"Jim Bollman","jim-bollman","Jim Bollman","Offensive Coordinator/Offensive Line Coach","White"
"1616","Ohio State",2009,"Jim Bollman","jim-bollman","Jim Bollman","Offensive Coordinator/Offensive Line Coach","White"
"1617","Ohio State",2010,"Jim Bollman","jim-bollman","Jim Bollman","Offensive Coordinator/Offensive Line Coach","White"
"1618","Ohio State",2011,"Jim Bollman","jim-bollman","Jim Bollman","Offensive Coordinator/Offensive Line Coach","White"
"1619","Ohio State",2012,"Ed Warinner","ed-warinner","Ed Warinner","Offensive Coordinator/Offensive Line Coach","White"
"1620","Ohio State",2012,"Tom Herman","tom-herman","Tom Herman","Offensive Coordinator/Quarterbacks Coach","White"
"1621","Ohio State",2013,"Ed Warinner","ed-warinner","Ed Warinner","Offensive Coordinator/Offensive Line Coach","White"
"1622","Ohio State",2013,"Tom Herman","tom-herman","Tom Herman","Offensive Coordinator/Quarterbacks Coach","White"
"1623","Ohio State",2014,"Ed Warinner","ed-warinner","Ed Warinner","Offensive Coordinator/Offensive Line Coach","White"
"1624","Ohio State",2014,"Tom Herman","tom-herman","Tom Herman","Offensive Coordinator/Quarterbacks Coach","White"
"1625","Ohio State",2015,"Ed Warinner","ed-warinner","Ed Warinner","Offensive Coordinator/Offensive Line Coach","White"
"1626","Ohio State",2015,"Tim Beck","tim-beck","Tim Beck","Offensive Coordinator/Quarterbacks Coach","White"
"1627","Ohio State",2016,"Ed Warinner","ed-warinner","Ed Warinner","Offensive Coordinator/Tight Ends Coach","White"
"1628","Ohio State",2016,"Tim Beck","tim-beck","Tim Beck","Offensive Coordinator/Quarterbacks Coach","White"
"1629","Ohio State",2017,"Kevin Wilson","kevin-wilson","Kevin Wilson","Offensive Coordinator/Tight Ends Coach","White"
"1630","Ohio State",2017,"Ryan Day","ryan-day","Ryan Day","Offensive Coordinator/Quarterbacks Coach","White"
"1631","Ohio State",2018,"Kevin Wilson","kevin-wilson","Kevin Wilson","Offensive Coordinator/Tight Ends Coach","White"
"1632","Ohio State",2018,"Ryan Day","ryan-day","Ryan Day","Offensive Coordinator/Quarterbacks Coach","White"
"1633","Ohio State",2019,"Kevin Wilson","kevin-wilson","Kevin Wilson","Offensive Coordinator/Tight Ends Coach","White"
"1634","Ohio State",2020,"Kevin Wilson","kevin-wilson","Kevin Wilson","Offensive Coordinator/Tight Ends Coach","White"
"1635","Ohio State",2021,"Kevin Wilson","kevin-wilson","Kevin Wilson","Tight Ends Coach/Offensive Coordinator","White"
"1636","Oklahoma",2000,"Mark Mangino","mark-mangino","Mark Mangino","Offensive Coordinator/Offensive Line Coach","White"
"1637","Oklahoma",2001,"Mark Mangino","mark-mangino","Mark Mangino","Offensive Coordinator/Offensive Line Coach","White"
"1638","Oklahoma",2002,"Chuck Long","chuck-long","Chuck Long","Offensive Coordinator/Quarterbacks Coach","White"
"1639","Oklahoma",2002,"Kevin Wilson","kevin-wilson","Kevin Wilson","Offensive Coordinator/Offensive Line Coach","White"
"1640","Oklahoma",2003,"Chuck Long","chuck-long","Chuck Long","Offensive Coordinator/Quarterbacks Coach","White"
"1641","Oklahoma",2003,"Kevin Wilson","kevin-wilson","Kevin Wilson","Offensive Coordinator/Offensive Line Coach","White"
"1642","Oklahoma",2004,"Chuck Long","chuck-long","Chuck Long","Offensive Coordinator/Quarterbacks Coach","White"
"1643","Oklahoma",2004,"Kevin Wilson","kevin-wilson","Kevin Wilson","Offensive Coordinator/Offensive Line Coach","White"
"1644","Oklahoma",2005,"Chuck Long","chuck-long","Chuck Long","Offensive Coordinator/Quarterbacks Coach","White"
"1645","Oklahoma",2005,"Kevin Wilson","kevin-wilson","Kevin Wilson","Offensive Coordinator/Offensive Line Coach","White"
