"","College","Coach","Role","Race","year_start","year_end"
"432","Temple","Matt Rhule","Head Coach","White",2013,2016
"433","Temple","Geoff Collins","Head Coach","White",2017,2018
"434","Temple","Rod Carey","Head Coach","White",2019,2021
"435","Tennessee","Phillip Fulmer","Head Coach","White",2000,2008
"436","Tennessee","Lane Kiffin","Head Coach","White",2009,2009
"437","Tennessee","Derek Dooley","Head Coach","White",2010,2012
"438","Tennessee","Butch Jones","Head Coach","White",2013,2017
"439","Tennessee","Jeremy Pruitt","Head Coach","White",2018,2020
"440","Tennessee","Josh Heupel","Head Coach","White",2021,2021
"441","Texas","Mack Brown","Head Coach","White",2000,2013
"442","Texas","Charlie Strong","Head Coach","Black",2014,2016
"443","Texas","Tom Herman","Head Coach","White",2017,2020
"444","Texas","Steve Sarkisian","Head Coach","White",2021,2021
"445","Texas A&M","R.C. Slocum","Head Coach","White",2000,2002
"446","Texas A&M","Dennis Franchione","Head Coach","White",2003,2007
"447","Texas A&M","Mike Sherman","Head Coach","White",2008,2011
"448","Texas A&M","Kevin Sumlin","Head Coach","Black",2012,2017
"449","Texas A&M","Jimbo Fisher","Head Coach","White",2018,2021
"450","Texas State","Dennis Franchione","Head Coach","White",2012,2015
"451","Texas State","Everett Withers","Head Coach","Black",2016,2018
"452","Texas State","Jake Spavital","Head Coach","White",2019,2021
"453","Texas Tech","Mike Leach","Head Coach","White",2000,2009
"454","Texas Tech","Tommy Tuberville","Head Coach","White",2010,2012
"455","Texas Tech","Kliff Kingsbury","Head Coach/Quarterbacks Coach","White",2013,2018
"456","Texas Tech","Matt Wells","Head Coach","White",2019,2021
"457","Toledo","Gary Pinkel","Head Coach","White",2000,2000
"458","Toledo","Tom Amstutz","Head Coach","White",2001,2008
"459","Toledo","Tim Beckman","Head Coach","White",2009,2011
"460","Toledo","Matt Campbell","Head Coach","White",2012,2015
"461","Toledo","Jason Candle","Head Coach","White",2016,2021
"462","Troy","Larry Blakeney","Head Coach","White",2001,2014
"463","Troy","Neal Brown","Head Coach","White",2015,2018
"464","Troy","Chip Lindsey","Head Coach","White",2019,2021
"465","Tulane","Chris Scelfo","Head Coach","White",2000,2006
"466","Tulane","Bob Toledo","Head Coach","White",2007,2011
"467","Tulane","Curtis Johnson","Head Coach","Black",2012,2015
"468","Tulane","Willie Fritz","Head Coach","White",2016,2021
"469","Tulsa","Keith Burns","Head Coach","White",2000,2002
"470","Tulsa","Steve Kragthorpe","Head Coach","White",2003,2006
"471","Tulsa","Todd Graham","Head Coach","White",2007,2010
"472","Tulsa","Bill Blankenship","Head Coach","White",2011,2014
"473","Tulsa","Philip Montgomery","Head Coach","White",2015,2021
"474","UAB","Watson Brown","Head Coach","White",2000,2006
"475","UAB","Neil Callaway","Head Coach","White",2007,2011
"476","UAB","Garrick McGee","Head Coach","Black",2012,2013
"477","UAB","Bill Clark","Head Coach","White",2014,2021
"478","UCF","Mike Kruczek","Head Coach/Offensive Coordinator","White",2000,2003
"479","UCF","George O'Leary","Head Coach","White",2004,2015
"480","UCF","Scott Frost","Head Coach","White",2016,2017
"481","UCF","Josh Heupel","Head Coach","White",2018,2020
"482","UCF","Gus Malzahn","Head Coach","White",2021,2021
"483","UCLA","Bob Toledo","Head Coach","White",2000,2002
"484","UCLA","Karl Dorrell","Head Coach","Black",2003,2007
"485","UCLA","Rick Neuheisel","Head Coach","White",2008,2011
"486","UCLA","Jim L. Mora","Head Coach","White",2012,2017
"487","UCLA","Chip Kelly","Head Coach/Offensive Coordinator","White",2018,2021
"488","Connecticut","Randy Edsall","Head Coach","White",2000,2021
"489","Connecticut","Paul Pasqualoni","Head Coach","White",2011,2013
"490","Connecticut","Bob Diaco","Head Coach","White",2014,2016
"491","Louisiana Monroe","Terry Bowden","Head Coach","White",2021,2021
"492","UNLV","John Robinson","Head Coach","White",2000,2004
"493","UNLV","Mike Sanford Sr.","Head Coach","White",2005,2009
"494","UNLV","Bobby Hauck","Head Coach","White",2010,2014
"495","UNLV","Tony Sanchez","Head Coach","Other",2015,2019
"496","UNLV","Marcus Arroyo","Head Coach","White",2020,2021
"497","USC","Paul Hackett","Head Coach","White",2000,2000
"498","USC","Pete Carroll","Head Coach","White",2001,2009
"499","USC","Lane Kiffin","Head Coach","White",2010,2013
"500","USC","Steve Sarkisian","Head Coach","White",2014,2015
"501","USC","Clay Helton","Head Coach","White",2016,2021
"502","South Florida","Jim Leavitt","Head Coach","White",2001,2009
"503","South Florida","Skip Holtz","Head Coach","White",2010,2012
"504","South Florida","Willie Taggart","Head Coach","Black",2013,2016
"505","South Florida","Charlie Strong","Head Coach","Black",2017,2019
"506","Utah","Ron McBride","Head Coach","White",2000,2002
"507","Utah","Urban Meyer","Head Coach","White",2003,2004
"508","Utah","Kyle Whittingham","Head Coach","White",2005,2021
"509","Utah State","Mick Dennehy","Head Coach","White",2000,2004
"510","Utah State","Brent Guy","Head Coach","White",2005,2008
"511","Utah State","Gary Andersen","Head Coach","White",2009,2020
"512","Utah State","Matt Wells","Head Coach","White",2013,2018
"513","Utah State","Blake Anderson","Head Coach","White",2021,2021
"514","UTEP","Gary Nord","Head Coach","White",2000,2003
"515","UTEP","Mike Price","Head Coach","White",2004,2012
"516","UTEP","Sean Kugler","Head Coach","White",2013,2017
"517","UTEP","Dana Dimel","Head Coach","White",2018,2021
"518","UT San Antonio","Larry Coker","Head Coach","White",2011,2015
"519","UT San Antonio","Frank Wilson","Head Coach","Black",2016,2019
"520","UT San Antonio","Jeff Traylor","Head Coach","White",2020,2021
"521","Vanderbilt","Woody Widenhofer","Head Coach","White",2000,2001
"522","Vanderbilt","Bobby Johnson","Head Coach","White",2002,2009
"523","Vanderbilt","Robbie Caldwell","Head Coach","White",2010,2010
"524","Vanderbilt","James Franklin","Head Coach","Black",2011,2013
"525","Vanderbilt","Derek Mason","Head Coach","Black",2014,2020
"526","Vanderbilt","Clark Lea","Head Coach","White",2021,2021
"527","Virginia","George Welsh","Head Coach","White",2000,2000
"528","Virginia","Al Groh","Head Coach","White",2001,2009
"529","Virginia","Mike London","Head Coach","Black",2010,2015
"530","Virginia","Bronco Mendenhall","Head Coach","White",2016,2021
"531","Virginia Tech","Frank Beamer","Head Coach","White",2000,2015
"532","Virginia Tech","Justin Fuente","Head Coach","White",2016,2021
"533","Wake Forest","Jim Caldwell","Head Coach","Black",2000,2000
"534","Wake Forest","Jim Grobe","Head Coach","White",2001,2013
"535","Wake Forest","Dave Clawson","Head Coach","White",2014,2021
"536","Washington","Rick Neuheisel","Head Coach","White",2000,2002
"537","Washington","Keith Gilbertson","Head Coach","White",2003,2004
"538","Washington","Tyrone Willingham","Head Coach","Black",2005,2008
"539","Washington","Steve Sarkisian","Head Coach","White",2009,2013
"540","Washington","Chris Petersen","Head Coach","White",2014,2019
"541","Washington","Jimmy Lake","Head Coach","Black",2020,2021
"542","Washington State","Mike Price","Head Coach","White",2000,2002
"543","Washington State","Bill Doba","Head Coach","White",2003,2007
"544","Washington State","Paul Wulff","Head Coach","White",2008,2011
"545","Washington State","Mike Leach","Head Coach/Offensive Coordinator/Quarterbacks Coach","White",2012,2019
"546","Washington State","Nick Rolovich","Head Coach","White",2020,2021
"547","West Virginia","Don Nehlen","Head Coach","White",2000,2000
"548","West Virginia","Rich Rodriguez","Head Coach/Offensive Coordinator","White",2001,2007
"549","West Virginia","Bill Stewart","Head Coach","White",2008,2010
"550","West Virginia","Dana Holgorsen","Head Coach/Offensive Coordinator","White",2011,2018
"551","West Virginia","Neal Brown","Head Coach","White",2019,2021
"552","Western Kentucky","David Elson","Head Coach/Defensive Coordinator","White",2008,2009
"553","Western Kentucky","Willie Taggart","Head Coach/Offensive Coordinator","Black",2010,2012
"554","Western Kentucky","Bobby Petrino","Head Coach","White",2013,2013
"555","Western Kentucky","Jeff Brohm","Head Coach","White",2014,2016
"556","Western Kentucky","Mike Sanford Jr.","Head Coach","White",2017,2018
"557","Western Kentucky","Tyson Helton","Head Coach","White",2019,2021
"558","Western Michigan","Gary Darnell","Head Coach","White",2000,2004
"559","Western Michigan","Bill Cubit","Head Coach","White",2005,2012
"560","Western Michigan","P.J. Fleck","Head Coach","White",2013,2016
"561","Western Michigan","Tim Lester","Head Coach","White",2017,2021
"562","Wisconsin","Barry Alvarez","Head Coach","White",2000,2005
"563","Wisconsin","Bret Bielema","Head Coach","White",2006,2012
"564","Wisconsin","Gary Andersen","Head Coach","White",2013,2014
"565","Wisconsin","Paul Chryst","Head Coach","White",2015,2021
"566","Wyoming","Vic Koenning","Head Coach","White",2000,2002
"567","Wyoming","Joe Glenn","Head Coach","White",2003,2008
"568","Wyoming","Dave Christensen","Head Coach","White",2009,2013
"569","Wyoming","Craig Bohl","Head Coach","White",2014,2021
