"","College","Season","Coach","username","Coach.1","Role","Race"
"1354","NC State",2016,"Dave Doeren","dave-doeren","Dave Doeren","Head Coach","White"
"1355","NC State",2017,"Dave Doeren","dave-doeren","Dave Doeren","Head Coach","White"
"1356","NC State",2018,"Dave Doeren","dave-doeren","Dave Doeren","Head Coach","White"
"1357","NC State",2019,"Dave Doeren","dave-doeren","Dave Doeren","Head Coach","White"
"1358","NC State",2020,"Dave Doeren","dave-doeren","Dave Doeren","Head Coach","White"
"1359","NC State",2021,"Dave Doeren","dave-doeren","Dave Doeren","Head Coach","White"
"1360","Nebraska",2000,"Frank Solich","frank-solich","Frank Solich","Head Coach/Offensive Coordinator","White"
"1361","Nebraska",2001,"Frank Solich","frank-solich","Frank Solich","Head Coach/Offensive Coordinator","White"
"1362","Nebraska",2002,"Frank Solich","frank-solich","Frank Solich","Head Coach","White"
"1363","Nebraska",2003,"Frank Solich","frank-solich","Frank Solich","Head Coach/Offensive Coordinator","White"
"1364","Nebraska",2004,"Bill Callahan","bill-callahan","Bill Callahan","Head Coach","White"
"1365","Nebraska",2005,"Bill Callahan","bill-callahan","Bill Callahan","Head Coach","White"
"1366","Nebraska",2006,"Bill Callahan","bill-callahan","Bill Callahan","Head Coach","White"
"1367","Nebraska",2007,"Bill Callahan","bill-callahan","Bill Callahan","Head Coach","White"
"1368","Nebraska",2008,"Bo Pelini","bo-pelini","Bo Pelini","Head Coach","White"
"1369","Nebraska",2009,"Bo Pelini","bo-pelini","Bo Pelini","Head Coach","White"
"1370","Nebraska",2010,"Bo Pelini","bo-pelini","Bo Pelini","Head Coach","White"
"1371","Nebraska",2011,"Bo Pelini","bo-pelini","Bo Pelini","Head Coach","White"
"1372","Nebraska",2012,"Bo Pelini","bo-pelini","Bo Pelini","Head Coach","White"
"1373","Nebraska",2013,"Bo Pelini","bo-pelini","Bo Pelini","Head Coach","White"
"1374","Nebraska",2014,"Bo Pelini","bo-pelini","Bo Pelini","Head Coach","White"
"1375","Nebraska",2015,"Mike Riley","mike-riley","Mike Riley","Head Coach","White"
"1376","Nebraska",2016,"Mike Riley","mike-riley","Mike Riley","Head Coach","White"
"1377","Nebraska",2017,"Mike Riley","mike-riley","Mike Riley","Head Coach","White"
"1378","Nebraska",2018,"Scott Frost","scott-frost","Scott Frost","Head Coach","White"
"1379","Nebraska",2019,"Scott Frost","scott-frost","Scott Frost","Head Coach","White"
"1380","Nebraska",2020,"Scott Frost","scott-frost","Scott Frost","Head Coach","White"
"1381","Nebraska",2021,"Scott Frost","scott-frost","Scott Frost","Head Coach","White"
"1382","Nevada",2000,"Chris Tormey","chris-tormey","Chris Tormey","Head Coach","White"
"1383","Nevada",2001,"Chris Tormey","chris-tormey","Chris Tormey","Head Coach","White"
"1384","Nevada",2002,"Chris Tormey","chris-tormey","Chris Tormey","Head Coach","White"
"1385","Nevada",2003,"Chris Tormey","chris-tormey","Chris Tormey","Head Coach","White"
"1386","Nevada",2004,"Chris Ault","chris-ault","Chris Ault","Head Coach","White"
"1387","Nevada",2005,"Chris Ault","chris-ault","Chris Ault","Head Coach","White"
"1388","Nevada",2006,"Chris Ault","chris-ault","Chris Ault","Head Coach","White"
"1389","Nevada",2007,"Chris Ault","chris-ault","Chris Ault","Head Coach","White"
"1390","Nevada",2008,"Chris Ault","chris-ault","Chris Ault","Head Coach","White"
"1391","Nevada",2009,"Chris Ault","chris-ault","Chris Ault","Head Coach","White"
"1392","Nevada",2010,"Chris Ault","chris-ault","Chris Ault","Head Coach","White"
"1393","Nevada",2011,"Chris Ault","chris-ault","Chris Ault","Head Coach","White"
"1394","Nevada",2012,"Chris Ault","chris-ault","Chris Ault","Head Coach","White"
"1395","Nevada",2013,"Brian Polian","brian-polian","Brian Polian","Head Coach","White"
"1396","Nevada",2014,"Brian Polian","brian-polian","Brian Polian","Head Coach","White"
"1397","Nevada",2015,"Brian Polian","brian-polian","Brian Polian","Head Coach","White"
"1398","Nevada",2016,"Brian Polian","brian-polian","Brian Polian","Head Coach","White"
"1399","Nevada",2017,"Jay Norvell","jay-norvell","Jay Norvell","Head Coach","Black"
"1400","Nevada",2018,"Jay Norvell","jay-norvell","Jay Norvell","Head Coach","Black"
"1401","Nevada",2019,"Jay Norvell","jay-norvell","Jay Norvell","Head Coach","Black"
"1402","Nevada",2020,"Jay Norvell","jay-norvell","Jay Norvell","Head Coach","Black"
"1403","Nevada",2021,"Jay Norvell","jay-norvell","Jay Norvell","Head Coach","Black"
"1404","New Mexico",2000,"Rocky Long","rocky-long","Rocky Long","Head Coach","White"
"1405","New Mexico",2001,"Rocky Long","rocky-long","Rocky Long","Head Coach","White"
"1406","New Mexico",2002,"Rocky Long","rocky-long","Rocky Long","Head Coach","White"
"1407","New Mexico",2003,"Rocky Long","rocky-long","Rocky Long","Head Coach","White"
"1408","New Mexico",2004,"Rocky Long","rocky-long","Rocky Long","Head Coach","White"
"1409","New Mexico",2005,"Rocky Long","rocky-long","Rocky Long","Head Coach","White"
"1410","New Mexico",2006,"Rocky Long","rocky-long","Rocky Long","Head Coach","White"
"1411","New Mexico",2007,"Rocky Long","rocky-long","Rocky Long","Head Coach","White"
"1412","New Mexico",2008,"Rocky Long","rocky-long","Rocky Long","Head Coach","White"
"1413","New Mexico",2009,"Mike Locksley","mike-locksley","Mike Locksley","Head Coach","Black"
"1414","New Mexico",2010,"Mike Locksley","mike-locksley","Mike Locksley","Head Coach","Black"
"1415","New Mexico",2011,"Mike Locksley","mike-locksley","Mike Locksley","Head Coach","Black"
"1416","New Mexico",2012,"Bob Davie","bob-davie","Bob Davie","Head Coach","White"
"1417","New Mexico",2013,"Bob Davie","bob-davie","Bob Davie","Head Coach","White"
"1418","New Mexico",2014,"Bob Davie","bob-davie","Bob Davie","Head Coach","White"
"1419","New Mexico",2015,"Bob Davie","bob-davie","Bob Davie","Head Coach","White"
"1420","New Mexico",2016,"Bob Davie","bob-davie","Bob Davie","Head Coach","White"
"1421","New Mexico",2017,"Bob Davie","bob-davie","Bob Davie","Head Coach","White"
"1422","New Mexico",2018,"Bob Davie","bob-davie","Bob Davie","Head Coach","White"
"1423","New Mexico",2019,"Bob Davie","bob-davie","Bob Davie","Head Coach","White"
"1424","New Mexico",2020,"Danny Gonzales","danny-gonzales","Danny Gonzales","Head Coach","White"
"1425","New Mexico",2021,"Danny Gonzales","danny-gonzales","Danny Gonzales","Head Coach","White"
"1426","New Mexico State",2000,"Tony Samuel","tony-samuel","Tony Samuel","Head Coach","Black"
"1427","New Mexico State",2001,"Tony Samuel","tony-samuel","Tony Samuel","Head Coach","Black"
"1428","New Mexico State",2002,"Tony Samuel","tony-samuel","Tony Samuel","Head Coach","Black"
"1429","New Mexico State",2003,"Tony Samuel","tony-samuel","Tony Samuel","Head Coach","Black"
"1430","New Mexico State",2004,"Tony Samuel","tony-samuel","Tony Samuel","Head Coach","Black"
"1431","New Mexico State",2005,"Hal Mumme","hal-mumme","Hal Mumme","Head Coach/Offensive Coordinator","White"
"1432","New Mexico State",2006,"Hal Mumme","hal-mumme","Hal Mumme","Head Coach","White"
"1433","New Mexico State",2007,"Hal Mumme","hal-mumme","Hal Mumme","Head Coach/Offensive Coordinator","White"
"1434","New Mexico State",2008,"Hal Mumme","hal-mumme","Hal Mumme","Head Coach","White"
"1435","New Mexico State",2009,"DeWayne Walker","dewayne-walker","DeWayne Walker","Head Coach","Black"
"1436","New Mexico State",2010,"DeWayne Walker","dewayne-walker","DeWayne Walker","Head Coach","Black"
"1437","New Mexico State",2011,"DeWayne Walker","dewayne-walker","DeWayne Walker","Head Coach","Black"
"1438","New Mexico State",2012,"DeWayne Walker","dewayne-walker","DeWayne Walker","Head Coach","Black"
"1439","New Mexico State",2013,"Doug Martin","doug-martin","Doug Martin","Head Coach/Special Teams Coordinator","White"
"1440","New Mexico State",2014,"Doug Martin","doug-martin","Doug Martin","Head Coach/Special Teams Coordinator","White"
"1441","New Mexico State",2015,"Doug Martin","doug-martin","Doug Martin","Head Coach/Offensive Coordinator/Quarterbacks Coach","White"
"1442","New Mexico State",2016,"Doug Martin","doug-martin","Doug Martin","Head Coach/Offensive Coordinator/Quarterbacks Coach","White"
"1443","New Mexico State",2017,"Doug Martin","doug-martin","Doug Martin","Head Coach/Offensive Coordinator","White"
"1444","New Mexico State",2018,"Doug Martin","doug-martin","Doug Martin","Head Coach/Offensive Coordinator","White"
"1445","New Mexico State",2019,"Doug Martin","doug-martin","Doug Martin","Head Coach/Offensive Coordinator","White"
"1446","New Mexico State",2020,"Doug Martin","doug-martin","Doug Martin","Head Coach/Offensive Coordinator","White"
"1447","New Mexico State",2021,"Doug Martin","doug-martin","Doug Martin","Head Coach/Offensive Coordinator","White"
"1448","North Carolina",2000,"Carl Torbush","carl-torbush","Carl Torbush","Head Coach","White"
"1449","North Carolina",2001,"John Bunting","john-bunting","John Bunting","Head Coach","White"
"1450","North Carolina",2002,"John Bunting","john-bunting","John Bunting","Head Coach","White"
"1451","North Carolina",2003,"John Bunting","john-bunting","John Bunting","Head Coach","White"
"1452","North Carolina",2004,"John Bunting","john-bunting","John Bunting","Head Coach","White"
"1453","North Carolina",2005,"John Bunting","john-bunting","John Bunting","Head Coach","White"
"1454","North Carolina",2006,"John Bunting","john-bunting","John Bunting","Head Coach","White"
"1455","North Carolina",2007,"Butch Davis","butch-davis","Butch Davis","Head Coach","White"
"1456","North Carolina",2008,"Butch Davis","butch-davis","Butch Davis","Head Coach","White"
"1457","North Carolina",2009,"Butch Davis","butch-davis","Butch Davis","Head Coach","White"
"1458","North Carolina",2010,"Butch Davis","butch-davis","Butch Davis","Head Coach","White"
"1459","North Carolina",2011,"Everett Withers","everett-withers","Everett Withers","Head Coach","Black"
"1460","North Carolina",2012,"Larry Fedora","larry-fedora","Larry Fedora","Head Coach","White"
"1461","North Carolina",2013,"Larry Fedora","larry-fedora","Larry Fedora","Head Coach","White"
"1462","North Carolina",2014,"Larry Fedora","larry-fedora","Larry Fedora","Head Coach","White"
"1463","North Carolina",2015,"Larry Fedora","larry-fedora","Larry Fedora","Head Coach","White"
"1464","North Carolina",2016,"Larry Fedora","larry-fedora","Larry Fedora","Head Coach","White"
"1465","North Carolina",2017,"Larry Fedora","larry-fedora","Larry Fedora","Head Coach","White"
"1466","North Carolina",2018,"Larry Fedora","larry-fedora","Larry Fedora","Head Coach","White"
"1467","North Carolina",2019,"Mack Brown","mack-brown","Mack Brown","Head Coach","White"
"1468","North Carolina",2020,"Mack Brown","mack-brown","Mack Brown","Head Coach","White"
"1469","North Carolina",2021,"Mack Brown","mack-brown","Mack Brown","Head Coach","White"
"1470","North Texas",2000,"Darrell Dickey","darrell-dickey","Darrell Dickey","Head Coach/Offensive Coordinator","White"
"1471","North Texas",2001,"Darrell Dickey","darrell-dickey","Darrell Dickey","Head Coach/Offensive Coordinator","White"
"1472","North Texas",2002,"Darrell Dickey","darrell-dickey","Darrell Dickey","Head Coach","White"
"1473","North Texas",2003,"Darrell Dickey","darrell-dickey","Darrell Dickey","Head Coach","White"
"1474","North Texas",2004,"Darrell Dickey","darrell-dickey","Darrell Dickey","Head Coach","White"
"1475","North Texas",2005,"Darrell Dickey","darrell-dickey","Darrell Dickey","Head Coach","White"
"1476","North Texas",2006,"Darrell Dickey","darrell-dickey","Darrell Dickey","Head Coach","White"
"1477","North Texas",2007,"Todd Dodge","todd-dodge","Todd Dodge","Head Coach","White"
"1478","North Texas",2008,"Todd Dodge","todd-dodge","Todd Dodge","Head Coach","White"
"1479","North Texas",2009,"Todd Dodge","todd-dodge","Todd Dodge","Head Coach","White"
"1480","North Texas",2010,"Todd Dodge","todd-dodge","Todd Dodge","Head Coach","White"
"1481","North Texas",2011,"Dan McCarney","dan-mccarney","Dan McCarney","Head Coach","White"
"1482","North Texas",2012,"Dan McCarney","dan-mccarney","Dan McCarney","Head Coach","White"
"1483","North Texas",2013,"Dan McCarney","dan-mccarney","Dan McCarney","Head Coach","White"
"1484","North Texas",2014,"Dan McCarney","dan-mccarney","Dan McCarney","Head Coach","White"
"1485","North Texas",2015,"Dan McCarney","dan-mccarney","Dan McCarney","Head Coach","White"
"1486","North Texas",2016,"Seth Littrell","seth-littrell","Seth Littrell","Head Coach","White"
"1487","North Texas",2017,"Seth Littrell","seth-littrell","Seth Littrell","Head Coach","White"
"1488","North Texas",2018,"Seth Littrell","seth-littrell","Seth Littrell","Head Coach","White"
"1489","North Texas",2019,"Seth Littrell","seth-littrell","Seth Littrell","Head Coach","White"
"1490","North Texas",2020,"Seth Littrell","seth-littrell","Seth Littrell","Head Coach","White"
"1491","North Texas",2021,"Seth Littrell","seth-littrell","Seth Littrell","Head Coach","White"
"1492","Northern Illinois",2000,"Joe Novak","joe-novak","Joe Novak","Head Coach","White"
"1493","Northern Illinois",2001,"Joe Novak","joe-novak","Joe Novak","Head Coach","White"
"1494","Northern Illinois",2002,"Joe Novak","joe-novak","Joe Novak","Head Coach","White"
"1495","Northern Illinois",2003,"Joe Novak","joe-novak","Joe Novak","Head Coach","White"
"1496","Northern Illinois",2004,"Joe Novak","joe-novak","Joe Novak","Head Coach","White"
"1497","Northern Illinois",2005,"Joe Novak","joe-novak","Joe Novak","Head Coach","White"
"1498","Northern Illinois",2006,"Joe Novak","joe-novak","Joe Novak","Head Coach","White"
"1499","Northern Illinois",2007,"Joe Novak","joe-novak","Joe Novak","Head Coach","White"
"1500","Northern Illinois",2008,"Jerry Kill","jerry-kill","Jerry Kill","Head Coach","White"
"1501","Northern Illinois",2009,"Jerry Kill","jerry-kill","Jerry Kill","Head Coach","White"
"1502","Northern Illinois",2010,"Jerry Kill","jerry-kill","Jerry Kill","Head Coach","White"
"1503","Northern Illinois",2011,"Dave Doeren","dave-doeren","Dave Doeren","Head Coach","White"
"1504","Northern Illinois",2012,"Dave Doeren","dave-doeren","Dave Doeren","Head Coach","White"
"1505","Northern Illinois",2013,"Rod Carey","rod-carey","Rod Carey","Head Coach","White"
"1506","Northern Illinois",2014,"Rod Carey","rod-carey","Rod Carey","Head Coach","White"
"1507","Northern Illinois",2015,"Rod Carey","rod-carey","Rod Carey","Head Coach","White"
"1508","Northern Illinois",2016,"Rod Carey","rod-carey","Rod Carey","Head Coach","White"
"1509","Northern Illinois",2017,"Rod Carey","rod-carey","Rod Carey","Head Coach","White"
"1510","Northern Illinois",2018,"Rod Carey","rod-carey","Rod Carey","Head Coach","White"
"1511","Northern Illinois",2019,"Thomas Hammock","thomas-hammock","Thomas Hammock","Head Coach","Black"
"1512","Northern Illinois",2020,"Thomas Hammock","thomas-hammock","Thomas Hammock","Head Coach","Black"
"1513","Northern Illinois",2021,"Thomas Hammock","thomas-hammock","Thomas Hammock","Head Coach","Black"
"1514","Northwestern",2000,"Randy Walker","randy-walker","Randy Walker","Head Coach","White"
"1515","Northwestern",2001,"Randy Walker","randy-walker","Randy Walker","Head Coach","White"
"1516","Northwestern",2002,"Randy Walker","randy-walker","Randy Walker","Head Coach","White"
"1517","Northwestern",2003,"Randy Walker","randy-walker","Randy Walker","Head Coach","White"
"1518","Northwestern",2004,"Randy Walker","randy-walker","Randy Walker","Head Coach","White"
"1519","Northwestern",2005,"Randy Walker","randy-walker","Randy Walker","Head Coach","White"
"1520","Northwestern",2006,"Pat Fitzgerald","pat-fitzgerald","Pat Fitzgerald","Head Coach","White"
"1521","Northwestern",2007,"Pat Fitzgerald","pat-fitzgerald","Pat Fitzgerald","Head Coach","White"
"1522","Northwestern",2008,"Pat Fitzgerald","pat-fitzgerald","Pat Fitzgerald","Head Coach","White"
"1523","Northwestern",2009,"Pat Fitzgerald","pat-fitzgerald","Pat Fitzgerald","Head Coach","White"
"1524","Northwestern",2010,"Pat Fitzgerald","pat-fitzgerald","Pat Fitzgerald","Head Coach","White"
"1525","Northwestern",2011,"Pat Fitzgerald","pat-fitzgerald","Pat Fitzgerald","Head Coach","White"
"1526","Northwestern",2012,"Pat Fitzgerald","pat-fitzgerald","Pat Fitzgerald","Head Coach","White"
"1527","Northwestern",2013,"Pat Fitzgerald","pat-fitzgerald","Pat Fitzgerald","Head Coach","White"
"1528","Northwestern",2014,"Pat Fitzgerald","pat-fitzgerald","Pat Fitzgerald","Head Coach","White"
"1529","Northwestern",2015,"Pat Fitzgerald","pat-fitzgerald","Pat Fitzgerald","Head Coach","White"
"1530","Northwestern",2016,"Pat Fitzgerald","pat-fitzgerald","Pat Fitzgerald","Head Coach","White"
"1531","Northwestern",2017,"Pat Fitzgerald","pat-fitzgerald","Pat Fitzgerald","Head Coach","White"
"1532","Northwestern",2018,"Pat Fitzgerald","pat-fitzgerald","Pat Fitzgerald","Head Coach","White"
"1533","Northwestern",2019,"Pat Fitzgerald","pat-fitzgerald","Pat Fitzgerald","Head Coach","White"
"1534","Northwestern",2020,"Pat Fitzgerald","pat-fitzgerald","Pat Fitzgerald","Head Coach","White"
"1535","Northwestern",2021,"Pat Fitzgerald","pat-fitzgerald","Pat Fitzgerald","Head Coach","White"
"1536","Notre Dame",2000,"Bob Davie","bob-davie","Bob Davie","Head Coach","White"
"1537","Notre Dame",2001,"Bob Davie","bob-davie","Bob Davie","Head Coach","White"
"1538","Notre Dame",2002,"Tyrone Willingham","tyrone-willingham","Tyrone Willingham","Head Coach","Black"
"1539","Notre Dame",2003,"Tyrone Willingham","tyrone-willingham","Tyrone Willingham","Head Coach","Black"
"1540","Notre Dame",2004,"Tyrone Willingham","tyrone-willingham","Tyrone Willingham","Head Coach","Black"
"1541","Notre Dame",2005,"Charlie Weis","charlie-weis","Charlie Weis","Head Coach","White"
"1542","Notre Dame",2006,"Charlie Weis","charlie-weis","Charlie Weis","Head Coach","White"
"1543","Notre Dame",2007,"Charlie Weis","charlie-weis","Charlie Weis","Head Coach","White"
"1544","Notre Dame",2008,"Charlie Weis","charlie-weis","Charlie Weis","Head Coach","White"
"1545","Notre Dame",2009,"Charlie Weis","charlie-weis","Charlie Weis","Head Coach/Offensive Coordinator","White"
"1546","Notre Dame",2010,"Brian Kelly","brian-kelly","Brian Kelly","Head Coach","White"
"1547","Notre Dame",2011,"Brian Kelly","brian-kelly","Brian Kelly","Head Coach","White"
"1548","Notre Dame",2012,"Brian Kelly","brian-kelly","Brian Kelly","Head Coach","White"
"1549","Notre Dame",2013,"Brian Kelly","brian-kelly","Brian Kelly","Head Coach","White"
"1550","Notre Dame",2014,"Brian Kelly","brian-kelly","Brian Kelly","Head Coach","White"
"1551","Notre Dame",2015,"Brian Kelly","brian-kelly","Brian Kelly","Head Coach","White"
"1552","Notre Dame",2016,"Brian Kelly","brian-kelly","Brian Kelly","Head Coach","White"
"1553","Notre Dame",2017,"Brian Kelly","brian-kelly","Brian Kelly","Head Coach","White"
"1554","Notre Dame",2018,"Brian Kelly","brian-kelly","Brian Kelly","Head Coach","White"
"1555","Notre Dame",2019,"Brian Kelly","brian-kelly","Brian Kelly","Head Coach","White"
"1556","Notre Dame",2020,"Brian Kelly","brian-kelly","Brian Kelly","Head Coach","White"
"1557","Notre Dame",2021,"Brian Kelly","brian-kelly","Brian Kelly","Head Coach","White"
"1558","Ohio",2000,"Jim Grobe","jim-grobe","Jim Grobe","Head Coach","White"
"1559","Ohio",2001,"Brian Knorr","brian-knorr","Brian Knorr","Head Coach","White"
"1560","Ohio",2002,"Brian Knorr","brian-knorr","Brian Knorr","Head Coach","White"
"1561","Ohio",2003,"Brian Knorr","brian-knorr","Brian Knorr","Head Coach","White"
"1562","Ohio",2004,"Brian Knorr","brian-knorr","Brian Knorr","Head Coach","White"
"1563","Ohio",2005,"Frank Solich","frank-solich","Frank Solich","Head Coach","White"
"1564","Ohio",2006,"Frank Solich","frank-solich","Frank Solich","Head Coach","White"
"1565","Ohio",2007,"Frank Solich","frank-solich","Frank Solich","Head Coach","White"
"1566","Ohio",2008,"Frank Solich","frank-solich","Frank Solich","Head Coach","White"
"1567","Ohio",2009,"Frank Solich","frank-solich","Frank Solich","Head Coach","White"
"1568","Ohio",2010,"Frank Solich","frank-solich","Frank Solich","Head Coach","White"
"1569","Ohio",2011,"Frank Solich","frank-solich","Frank Solich","Head Coach","White"
"1570","Ohio",2012,"Frank Solich","frank-solich","Frank Solich","Head Coach","White"
"1571","Ohio",2013,"Frank Solich","frank-solich","Frank Solich","Head Coach","White"
"1572","Ohio",2014,"Frank Solich","frank-solich","Frank Solich","Head Coach","White"
"1573","Ohio",2015,"Frank Solich","frank-solich","Frank Solich","Head Coach","White"
"1574","Ohio",2016,"Frank Solich","frank-solich","Frank Solich","Head Coach","White"
"1575","Ohio",2017,"Frank Solich","frank-solich","Frank Solich","Head Coach","White"
"1576","Ohio",2018,"Frank Solich","frank-solich","Frank Solich","Head Coach","White"
"1577","Ohio",2019,"Frank Solich","frank-solich","Frank Solich","Head Coach","White"
"1578","Ohio",2020,"Frank Solich","frank-solich","Frank Solich","Head Coach","White"
"1579","Ohio",2021,"Tim Albin","tim-albin","Tim Albin","Head Coach","White"
"1580","Ohio State",2000,"John Cooper","john-cooper","John Cooper","Head Coach","White"
"1581","Ohio State",2001,"Jim Tressel","jim-tressel","Jim Tressel","Head Coach","White"
"1582","Ohio State",2002,"Jim Tressel","jim-tressel","Jim Tressel","Head Coach","White"
"1583","Ohio State",2003,"Jim Tressel","jim-tressel","Jim Tressel","Head Coach","White"
"1584","Ohio State",2004,"Jim Tressel","jim-tressel","Jim Tressel","Head Coach","White"
"1585","Ohio State",2005,"Jim Tressel","jim-tressel","Jim Tressel","Head Coach","White"
"1586","Ohio State",2006,"Jim Tressel","jim-tressel","Jim Tressel","Head Coach","White"
"1587","Ohio State",2007,"Jim Tressel","jim-tressel","Jim Tressel","Head Coach","White"
"1588","Ohio State",2008,"Jim Tressel","jim-tressel","Jim Tressel","Head Coach","White"
"1589","Ohio State",2009,"Jim Tressel","jim-tressel","Jim Tressel","Head Coach","White"
"1590","Ohio State",2010,"Jim Tressel","jim-tressel","Jim Tressel","Head Coach","White"
"1591","Ohio State",2011,"Luke Fickell","luke-fickell","Luke Fickell","Head Coach","White"
"1592","Ohio State",2012,"Urban Meyer","urban-meyer","Urban Meyer","Head Coach","White"
"1593","Ohio State",2013,"Urban Meyer","urban-meyer","Urban Meyer","Head Coach","White"
"1594","Ohio State",2014,"Urban Meyer","urban-meyer","Urban Meyer","Head Coach","White"
"1595","Ohio State",2015,"Urban Meyer","urban-meyer","Urban Meyer","Head Coach","White"
"1596","Ohio State",2016,"Urban Meyer","urban-meyer","Urban Meyer","Head Coach","White"
"1597","Ohio State",2017,"Urban Meyer","urban-meyer","Urban Meyer","Head Coach","White"
"1598","Ohio State",2018,"Urban Meyer","urban-meyer","Urban Meyer","Head Coach","White"
"1599","Ohio State",2019,"Ryan Day","ryan-day","Ryan Day","Head Coach","White"
"1600","Ohio State",2020,"Ryan Day","ryan-day","Ryan Day","Head Coach","White"
"1601","Ohio State",2021,"Ryan Day","ryan-day","Ryan Day","Head Coach","White"
"1602","Oklahoma",2000,"Bob Stoops","bob-stoops","Bob Stoops","Head Coach","White"
"1603","Oklahoma",2001,"Bob Stoops","bob-stoops","Bob Stoops","Head Coach","White"
"1604","Oklahoma",2002,"Bob Stoops","bob-stoops","Bob Stoops","Head Coach","White"
"1605","Oklahoma",2003,"Bob Stoops","bob-stoops","Bob Stoops","Head Coach","White"
"1606","Oklahoma",2004,"Bob Stoops","bob-stoops","Bob Stoops","Head Coach","White"
"1607","Oklahoma",2005,"Bob Stoops","bob-stoops","Bob Stoops","Head Coach","White"
"1608","Oklahoma",2006,"Bob Stoops","bob-stoops","Bob Stoops","Head Coach","White"
"1609","Oklahoma",2007,"Bob Stoops","bob-stoops","Bob Stoops","Head Coach","White"
"1610","Oklahoma",2008,"Bob Stoops","bob-stoops","Bob Stoops","Head Coach","White"
"1611","Oklahoma",2009,"Bob Stoops","bob-stoops","Bob Stoops","Head Coach","White"
"1612","Oklahoma",2010,"Bob Stoops","bob-stoops","Bob Stoops","Head Coach","White"
"1613","Oklahoma",2011,"Bob Stoops","bob-stoops","Bob Stoops","Head Coach","White"
"1614","Oklahoma",2012,"Bob Stoops","bob-stoops","Bob Stoops","Head Coach","White"
"1615","Oklahoma",2013,"Bob Stoops","bob-stoops","Bob Stoops","Head Coach","White"
"1616","Oklahoma",2014,"Bob Stoops","bob-stoops","Bob Stoops","Head Coach","White"
"1617","Oklahoma",2015,"Bob Stoops","bob-stoops","Bob Stoops","Head Coach","White"
"1618","Oklahoma",2016,"Bob Stoops","bob-stoops","Bob Stoops","Head Coach","White"
"1619","Oklahoma",2017,"Lincoln Riley","lincoln-riley","Lincoln Riley","Head Coach/Quarterbacks Coach","White"
"1620","Oklahoma",2018,"Lincoln Riley","lincoln-riley","Lincoln Riley","Head Coach/Quarterbacks Coach","White"
"1621","Oklahoma",2019,"Lincoln Riley","lincoln-riley","Lincoln Riley","Head Coach/Quarterbacks Coach","White"
"1622","Oklahoma",2020,"Lincoln Riley","lincoln-riley","Lincoln Riley","Head Coach/Quarterbacks Coach","White"
"1623","Oklahoma",2021,"Lincoln Riley","lincoln-riley","Lincoln Riley","Head Coach/Quarterbacks Coach","White"
"1624","Oklahoma State",2000,"Bob Simmons","bob-simmons","Bob Simmons","Head Coach","Black"
"1625","Oklahoma State",2001,"Les Miles","les-miles","Les Miles","Head Coach","White"
"1626","Oklahoma State",2002,"Les Miles","les-miles","Les Miles","Head Coach","White"
"1627","Oklahoma State",2003,"Les Miles","les-miles","Les Miles","Head Coach","White"
"1628","Oklahoma State",2004,"Les Miles","les-miles","Les Miles","Head Coach","White"
"1629","Oklahoma State",2005,"Mike Gundy","mike-gundy","Mike Gundy","Head Coach","White"
"1630","Oklahoma State",2006,"Mike Gundy","mike-gundy","Mike Gundy","Head Coach","White"
"1631","Oklahoma State",2007,"Mike Gundy","mike-gundy","Mike Gundy","Head Coach","White"
"1632","Oklahoma State",2008,"Mike Gundy","mike-gundy","Mike Gundy","Head Coach","White"
"1633","Oklahoma State",2009,"Mike Gundy","mike-gundy","Mike Gundy","Head Coach","White"
"1634","Oklahoma State",2010,"Mike Gundy","mike-gundy","Mike Gundy","Head Coach","White"
"1635","Oklahoma State",2011,"Mike Gundy","mike-gundy","Mike Gundy","Head Coach","White"
"1636","Oklahoma State",2012,"Mike Gundy","mike-gundy","Mike Gundy","Head Coach","White"
"1637","Oklahoma State",2013,"Mike Gundy","mike-gundy","Mike Gundy","Head Coach","White"
"1638","Oklahoma State",2014,"Mike Gundy","mike-gundy","Mike Gundy","Head Coach","White"
"1639","Oklahoma State",2015,"Mike Gundy","mike-gundy","Mike Gundy","Head Coach","White"
"1640","Oklahoma State",2016,"Mike Gundy","mike-gundy","Mike Gundy","Head Coach","White"
"1641","Oklahoma State",2017,"Mike Gundy","mike-gundy","Mike Gundy","Head Coach","White"
"1642","Oklahoma State",2018,"Mike Gundy","mike-gundy","Mike Gundy","Head Coach","White"
"1643","Oklahoma State",2019,"Mike Gundy","mike-gundy","Mike Gundy","Head Coach","White"
"1644","Oklahoma State",2020,"Mike Gundy","mike-gundy","Mike Gundy","Head Coach","White"
"1645","Oklahoma State",2021,"Mike Gundy","mike-gundy","Mike Gundy","Head Coach","White"
"1646","Old Dominion",2014,"Bobby Wilder","bobby-wilder","Bobby Wilder","Head Coach","White"
"1647","Old Dominion",2015,"Bobby Wilder","bobby-wilder","Bobby Wilder","Head Coach","White"
"1648","Old Dominion",2016,"Bobby Wilder","bobby-wilder","Bobby Wilder","Head Coach","White"
"1649","Old Dominion",2017,"Bobby Wilder","bobby-wilder","Bobby Wilder","Head Coach","White"
"1650","Old Dominion",2018,"Bobby Wilder","bobby-wilder","Bobby Wilder","Head Coach","White"
"1651","Old Dominion",2019,"Bobby Wilder","bobby-wilder","Bobby Wilder","Head Coach","White"
