"","College","Season","Coach","username","Coach.1","Role","Race"
"554","Eastern Michigan",2005,"Jeff Genyk","jeff-genyk","Jeff Genyk","Head Coach","White"
"555","Eastern Michigan",2006,"Jeff Genyk","jeff-genyk","Jeff Genyk","Head Coach","White"
"556","Eastern Michigan",2007,"Jeff Genyk","jeff-genyk","Jeff Genyk","Head Coach","White"
"557","Eastern Michigan",2008,"Jeff Genyk","jeff-genyk","Jeff Genyk","Head Coach","White"
"558","Eastern Michigan",2009,"Ron English","ron-english","Ron English","Head Coach","Black"
"559","Eastern Michigan",2010,"Ron English","ron-english","Ron English","Head Coach","Black"
"560","Eastern Michigan",2011,"Ron English","ron-english","Ron English","Head Coach","Black"
"561","Eastern Michigan",2012,"Ron English","ron-english","Ron English","Head Coach","Black"
"562","Eastern Michigan",2013,"Ron English","ron-english","Ron English","Head Coach/Defensive Coordinator","Black"
"563","Eastern Michigan",2014,"Chris Creighton","chris-creighton","Chris Creighton","Head Coach","White"
"564","Eastern Michigan",2015,"Chris Creighton","chris-creighton","Chris Creighton","Head Coach","White"
"565","Eastern Michigan",2016,"Chris Creighton","chris-creighton","Chris Creighton","Head Coach","White"
"566","Eastern Michigan",2017,"Chris Creighton","chris-creighton","Chris Creighton","Head Coach","White"
"567","Eastern Michigan",2018,"Chris Creighton","chris-creighton","Chris Creighton","Head Coach","White"
"568","Eastern Michigan",2019,"Chris Creighton","chris-creighton","Chris Creighton","Head Coach","White"
"569","Eastern Michigan",2020,"Chris Creighton","chris-creighton","Chris Creighton","Head Coach","White"
"570","Eastern Michigan",2021,"Chris Creighton","chris-creighton","Chris Creighton","Head Coach","White"
"571","Florida Atlantic",2005,"Howard Schnellenberger","howard-schnellenberger","Howard Schnellenberger","Head Coach","White"
"572","Florida Atlantic",2006,"Howard Schnellenberger","howard-schnellenberger","Howard Schnellenberger","Head Coach","White"
"573","Florida Atlantic",2007,"Howard Schnellenberger","howard-schnellenberger","Howard Schnellenberger","Head Coach","White"
"574","Florida Atlantic",2008,"Howard Schnellenberger","howard-schnellenberger","Howard Schnellenberger","Head Coach","White"
"575","Florida Atlantic",2009,"Howard Schnellenberger","howard-schnellenberger","Howard Schnellenberger","Head Coach","White"
"576","Florida Atlantic",2010,"Howard Schnellenberger","howard-schnellenberger","Howard Schnellenberger","Head Coach","White"
"577","Florida Atlantic",2011,"Howard Schnellenberger","howard-schnellenberger","Howard Schnellenberger","Head Coach","White"
"578","Florida Atlantic",2012,"Carl Pelini","carl-pelini","Carl Pelini","Head Coach","White"
"579","Florida Atlantic",2013,"Carl Pelini","carl-pelini","Carl Pelini","Head Coach","White"
"580","Florida Atlantic",2014,"Charlie Partridge","charlie-partridge","Charlie Partridge","Head Coach","White"
"581","Florida Atlantic",2015,"Charlie Partridge","charlie-partridge","Charlie Partridge","Head Coach","White"
"582","Florida Atlantic",2016,"Charlie Partridge","charlie-partridge","Charlie Partridge","Head Coach","White"
"583","Florida Atlantic",2017,"Lane Kiffin","lane-kiffin","Lane Kiffin","Head Coach","White"
"584","Florida Atlantic",2018,"Lane Kiffin","lane-kiffin","Lane Kiffin","Head Coach","White"
"585","Florida Atlantic",2019,"Lane Kiffin","lane-kiffin","Lane Kiffin","Head Coach","White"
"586","Florida Atlantic",2020,"Willie Taggart","willie-taggart","Willie Taggart","Head Coach","Black"
"587","Florida International",2005,"Don Strock","don-strock","Don Strock","Head Coach","White"
"588","Florida International",2006,"Don Strock","don-strock","Don Strock","Head Coach","White"
"589","Florida International",2007,"Mario Cristobal","mario-cristobal","Mario Cristobal","Head Coach","Other"
"590","Florida International",2008,"Mario Cristobal","mario-cristobal","Mario Cristobal","Head Coach","Other"
"591","Florida International",2009,"Mario Cristobal","mario-cristobal","Mario Cristobal","Head Coach","Other"
"592","Florida International",2010,"Mario Cristobal","mario-cristobal","Mario Cristobal","Head Coach","Other"
"593","Florida International",2011,"Mario Cristobal","mario-cristobal","Mario Cristobal","Head Coach","Other"
"594","Florida International",2012,"Mario Cristobal","mario-cristobal","Mario Cristobal","Head Coach","Other"
"595","Florida International",2013,"Ron Turner","ron-turner","Ron Turner","Head Coach/Offensive Coordinator","White"
"596","Florida International",2014,"Ron Turner","ron-turner","Ron Turner","Head Coach","White"
"597","Florida International",2015,"Ron Turner","ron-turner","Ron Turner","Head Coach","White"
"598","Florida International",2016,"Ron Turner","ron-turner","Ron Turner","Head Coach","White"
"599","Florida International",2017,"Butch Davis","butch-davis","Butch Davis","Head Coach","White"
"600","Florida International",2018,"Butch Davis","butch-davis","Butch Davis","Head Coach","White"
"601","Florida International",2019,"Butch Davis","butch-davis","Butch Davis","Head Coach","White"
"602","Florida International",2020,"Butch Davis","butch-davis","Butch Davis","Head Coach","White"
"603","Florida",2000,"Steve Spurrier","steve-spurrier","Steve Spurrier","Head Coach/Offensive Coordinator/Quarterbacks Coach","White"
"604","Florida",2001,"Steve Spurrier","steve-spurrier","Steve Spurrier","Head Coach/Offensive Coordinator/Quarterbacks Coach","White"
"605","Florida",2002,"Ron Zook","ron-zook","Ron Zook","Head Coach","White"
"606","Florida",2003,"Ron Zook","ron-zook","Ron Zook","Head Coach","White"
"607","Florida",2004,"Ron Zook","ron-zook","Ron Zook","Head Coach","White"
"608","Florida",2005,"Urban Meyer","urban-meyer","Urban Meyer","Head Coach","White"
"609","Florida",2006,"Urban Meyer","urban-meyer","Urban Meyer","Head Coach","White"
"610","Florida",2007,"Urban Meyer","urban-meyer","Urban Meyer","Head Coach","White"
"611","Florida",2008,"Urban Meyer","urban-meyer","Urban Meyer","Head Coach","White"
"612","Florida",2009,"Urban Meyer","urban-meyer","Urban Meyer","Head Coach","White"
"613","Florida",2010,"Urban Meyer","urban-meyer","Urban Meyer","Head Coach","White"
"614","Florida",2011,"Will Muschamp","will-muschamp","Will Muschamp","Head Coach","White"
"615","Florida",2012,"Will Muschamp","will-muschamp","Will Muschamp","Head Coach","White"
"616","Florida",2013,"Will Muschamp","will-muschamp","Will Muschamp","Head Coach","White"
"617","Florida",2014,"Will Muschamp","will-muschamp","Will Muschamp","Head Coach","White"
"618","Florida",2015,"Jim McElwain","jim-mcelwain","Jim McElwain","Head Coach","White"
"619","Florida",2016,"Jim McElwain","jim-mcelwain","Jim McElwain","Head Coach","White"
"620","Florida",2017,"Jim McElwain","jim-mcelwain","Jim McElwain","Head Coach","White"
"621","Florida",2018,"Dan Mullen","dan-mullen","Dan Mullen","Head Coach","White"
"622","Florida",2019,"Dan Mullen","dan-mullen","Dan Mullen","Head Coach","White"
"623","Florida",2020,"Dan Mullen","dan-mullen","Dan Mullen","Head Coach","White"
"624","Florida",2021,"Dan Mullen","dan-mullen","Dan Mullen","Head Coach","White"
"625","Florida Atlantic",2021,"Willie Taggart","willie-taggart","Willie Taggart","Head Coach","Black"
"626","Florida International",2021,"Butch Davis","butch-davis","Butch Davis","Head Coach","White"
"627","Florida State",2000,"Bobby Bowden","bobby-bowden","Bobby Bowden","Head Coach","White"
"628","Florida State",2001,"Bobby Bowden","bobby-bowden","Bobby Bowden","Head Coach","White"
"629","Florida State",2002,"Bobby Bowden","bobby-bowden","Bobby Bowden","Head Coach","White"
"630","Florida State",2003,"Bobby Bowden","bobby-bowden","Bobby Bowden","Head Coach","White"
"631","Florida State",2004,"Bobby Bowden","bobby-bowden","Bobby Bowden","Head Coach","White"
"632","Florida State",2005,"Bobby Bowden","bobby-bowden","Bobby Bowden","Head Coach","White"
"633","Florida State",2006,"Bobby Bowden","bobby-bowden","Bobby Bowden","Head Coach","White"
"634","Florida State",2007,"Bobby Bowden","bobby-bowden","Bobby Bowden","Head Coach","White"
"635","Florida State",2008,"Bobby Bowden","bobby-bowden","Bobby Bowden","Head Coach","White"
"636","Florida State",2009,"Bobby Bowden","bobby-bowden","Bobby Bowden","Head Coach","White"
"637","Florida State",2010,"Jimbo Fisher","jimbo-fisher","Jimbo Fisher","Head Coach","White"
"638","Florida State",2011,"Jimbo Fisher","jimbo-fisher","Jimbo Fisher","Head Coach","White"
"639","Florida State",2012,"Jimbo Fisher","jimbo-fisher","Jimbo Fisher","Head Coach/Offensive Coordinator","White"
"640","Florida State",2013,"Jimbo Fisher","jimbo-fisher","Jimbo Fisher","Head Coach/Offensive Coordinator","White"
"641","Florida State",2014,"Jimbo Fisher","jimbo-fisher","Jimbo Fisher","Head Coach","White"
"642","Florida State",2015,"Jimbo Fisher","jimbo-fisher","Jimbo Fisher","Head Coach","White"
"643","Florida State",2016,"Jimbo Fisher","jimbo-fisher","Jimbo Fisher","Head Coach","White"
"644","Florida State",2017,"Jimbo Fisher","jimbo-fisher","Jimbo Fisher","Head Coach","White"
"645","Florida State",2018,"Willie Taggart","willie-taggart","Willie Taggart","Head Coach","Black"
"646","Florida State",2019,"Willie Taggart","willie-taggart","Willie Taggart","Head Coach","Black"
"647","Florida State",2020,"Mike Norvell","mike-norvell","Mike Norvell","Head Coach","White"
"648","Florida State",2021,"Mike Norvell","mike-norvell","Mike Norvell","Head Coach","White"
"649","Fresno State",2000,"Pat Hill","pat-hill","Pat Hill","Head Coach","White"
"650","Fresno State",2001,"Pat Hill","pat-hill","Pat Hill","Head Coach","White"
"651","Fresno State",2002,"Pat Hill","pat-hill","Pat Hill","Head Coach","White"
"652","Fresno State",2003,"Pat Hill","pat-hill","Pat Hill","Head Coach","White"
"653","Fresno State",2004,"Pat Hill","pat-hill","Pat Hill","Head Coach","White"
"654","Fresno State",2005,"Pat Hill","pat-hill","Pat Hill","Head Coach","White"
"655","Fresno State",2006,"Pat Hill","pat-hill","Pat Hill","Head Coach","White"
"656","Fresno State",2007,"Pat Hill","pat-hill","Pat Hill","Head Coach","White"
"657","Fresno State",2008,"Pat Hill","pat-hill","Pat Hill","Head Coach","White"
"658","Fresno State",2009,"Pat Hill","pat-hill","Pat Hill","Head Coach","White"
"659","Fresno State",2010,"Pat Hill","pat-hill","Pat Hill","Head Coach","White"
"660","Fresno State",2011,"Pat Hill","pat-hill","Pat Hill","Head Coach","White"
"661","Fresno State",2012,"Tim DeRuyter","tim-deruyter","Tim DeRuyter","Head Coach","White"
"662","Fresno State",2013,"Tim DeRuyter","tim-deruyter","Tim DeRuyter","Head Coach","White"
"663","Fresno State",2014,"Tim DeRuyter","tim-deruyter","Tim DeRuyter","Head Coach","White"
"664","Fresno State",2015,"Tim DeRuyter","tim-deruyter","Tim DeRuyter","Head Coach","White"
"665","Fresno State",2016,"Tim DeRuyter","tim-deruyter","Tim DeRuyter","Head Coach","White"
"666","Fresno State",2017,"Jeff Tedford","jeff-tedford","Jeff Tedford","Head Coach","White"
"667","Fresno State",2018,"Jeff Tedford","jeff-tedford","Jeff Tedford","Head Coach","White"
"668","Fresno State",2019,"Jeff Tedford","jeff-tedford","Jeff Tedford","Head Coach","White"
"669","Fresno State",2020,"Kalen DeBoer","kalen-deboer","Kalen DeBoer","Head Coach","White"
"670","Fresno State",2021,"Kalen DeBoer","kalen-deboer","Kalen DeBoer","Head Coach","White"
"671","Georgia",2000,"Jim Donnan","jim-donnan","Jim Donnan","Head Coach/Offensive Coordinator","White"
"672","Georgia",2001,"Mark Richt","mark-richt","Mark Richt","Head Coach","White"
"673","Georgia",2002,"Mark Richt","mark-richt","Mark Richt","Head Coach","White"
"674","Georgia",2003,"Mark Richt","mark-richt","Mark Richt","Head Coach","White"
"675","Georgia",2004,"Mark Richt","mark-richt","Mark Richt","Head Coach","White"
"676","Georgia",2005,"Mark Richt","mark-richt","Mark Richt","Head Coach","White"
"677","Georgia",2006,"Mark Richt","mark-richt","Mark Richt","Head Coach","White"
"678","Georgia",2007,"Mark Richt","mark-richt","Mark Richt","Head Coach","White"
"679","Georgia",2008,"Mark Richt","mark-richt","Mark Richt","Head Coach","White"
"680","Georgia",2009,"Mark Richt","mark-richt","Mark Richt","Head Coach","White"
"681","Georgia",2010,"Mark Richt","mark-richt","Mark Richt","Head Coach","White"
"682","Georgia",2011,"Mark Richt","mark-richt","Mark Richt","Head Coach","White"
"683","Georgia",2012,"Mark Richt","mark-richt","Mark Richt","Head Coach","White"
"684","Georgia",2013,"Mark Richt","mark-richt","Mark Richt","Head Coach","White"
"685","Georgia",2014,"Mark Richt","mark-richt","Mark Richt","Head Coach","White"
"686","Georgia",2015,"Mark Richt","mark-richt","Mark Richt","Head Coach","White"
"687","Georgia",2016,"Kirby Smart","kirby-smart","Kirby Smart","Head Coach","White"
"688","Georgia",2017,"Kirby Smart","kirby-smart","Kirby Smart","Head Coach","White"
"689","Georgia",2018,"Kirby Smart","kirby-smart","Kirby Smart","Head Coach","White"
"690","Georgia",2019,"Kirby Smart","kirby-smart","Kirby Smart","Head Coach","White"
"691","Georgia",2020,"Kirby Smart","kirby-smart","Kirby Smart","Head Coach","White"
"692","Georgia",2021,"Kirby Smart","kirby-smart","Kirby Smart","Head Coach","White"
"693","Georgia Southern",2014,"Willie Fritz","willie-fritz","Willie Fritz","Head Coach","White"
"694","Georgia Southern",2015,"Willie Fritz","willie-fritz","Willie Fritz","Head Coach","White"
"695","Georgia Southern",2016,"Tyson Summers","tyson-summers","Tyson Summers","Head Coach","White"
"696","Georgia Southern",2017,"Tyson Summers","tyson-summers","Tyson Summers","Head Coach","White"
"697","Georgia Southern",2018,"Chad Lunsford","chad-lunsford","Chad Lunsford","Head Coach","White"
"698","Georgia Southern",2019,"Chad Lunsford","chad-lunsford","Chad Lunsford","Head Coach","White"
"699","Georgia Southern",2020,"Chad Lunsford","chad-lunsford","Chad Lunsford","Head Coach","White"
"700","Georgia Southern",2021,"Chad Lunsford","chad-lunsford","Chad Lunsford","Head Coach","White"
"701","Georgia State",2013,"Trent Miles","trent-miles","Trent Miles","Head Coach","Black"
"702","Georgia State",2014,"Trent Miles","trent-miles","Trent Miles","Head Coach","Black"
"703","Georgia State",2015,"Trent Miles","trent-miles","Trent Miles","Head Coach","Black"
"704","Georgia State",2016,"Trent Miles","trent-miles","Trent Miles","Head Coach","Black"
"705","Georgia State",2017,"Shawn Elliott","shawn-elliott","Shawn Elliott","Head Coach","White"
"706","Georgia State",2018,"Shawn Elliott","shawn-elliott","Shawn Elliott","Head Coach","White"
"707","Georgia State",2019,"Shawn Elliott","shawn-elliott","Shawn Elliott","Head Coach","White"
"708","Georgia State",2020,"Shawn Elliott","shawn-elliott","Shawn Elliott","Head Coach","White"
"709","Georgia State",2021,"Shawn Elliott","shawn-elliott","Shawn Elliott","Head Coach","White"
"710","Georgia Tech",2000,"George O'Leary","george-oleary","George O'Leary","Head Coach","White"
"711","Georgia Tech",2001,"George O'Leary","george-oleary","George O'Leary","Head Coach","White"
"712","Georgia Tech",2002,"Chan Gailey","chan-gailey","Chan Gailey","Head Coach","White"
"713","Georgia Tech",2003,"Chan Gailey","chan-gailey","Chan Gailey","Head Coach","White"
"714","Georgia Tech",2004,"Chan Gailey","chan-gailey","Chan Gailey","Head Coach","White"
"715","Georgia Tech",2005,"Chan Gailey","chan-gailey","Chan Gailey","Head Coach","White"
"716","Georgia Tech",2006,"Chan Gailey","chan-gailey","Chan Gailey","Head Coach","White"
"717","Georgia Tech",2007,"Chan Gailey","chan-gailey","Chan Gailey","Head Coach","White"
"718","Georgia Tech",2008,"Paul Johnson","paul-johnson","Paul Johnson","Head Coach/Offensive Coordinator","White"
"719","Georgia Tech",2009,"Paul Johnson","paul-johnson","Paul Johnson","Head Coach/Offensive Coordinator","White"
"720","Georgia Tech",2010,"Paul Johnson","paul-johnson","Paul Johnson","Head Coach/Offensive Coordinator","White"
"721","Georgia Tech",2011,"Paul Johnson","paul-johnson","Paul Johnson","Head Coach/Offensive Coordinator","White"
"722","Georgia Tech",2012,"Paul Johnson","paul-johnson","Paul Johnson","Head Coach/Offensive Coordinator","White"
"723","Georgia Tech",2013,"Paul Johnson","paul-johnson","Paul Johnson","Head Coach/Offensive Coordinator","White"
"724","Georgia Tech",2014,"Paul Johnson","paul-johnson","Paul Johnson","Head Coach/Offensive Coordinator","White"
"725","Georgia Tech",2015,"Paul Johnson","paul-johnson","Paul Johnson","Head Coach/Offensive Coordinator","White"
"726","Georgia Tech",2016,"Paul Johnson","paul-johnson","Paul Johnson","Head Coach/Offensive Coordinator","White"
"727","Georgia Tech",2017,"Paul Johnson","paul-johnson","Paul Johnson","Head Coach/Offensive Coordinator","White"
"728","Georgia Tech",2018,"Paul Johnson","paul-johnson","Paul Johnson","Head Coach/Offensive Coordinator","White"
"729","Georgia Tech",2019,"Geoff Collins","geoff-collins","Geoff Collins","Head Coach","White"
"730","Georgia Tech",2020,"Geoff Collins","geoff-collins","Geoff Collins","Head Coach","White"
"731","Georgia Tech",2021,"Geoff Collins","geoff-collins","Geoff Collins","Head Coach","White"
"732","Hawai'i",2000,"June Jones","june-jones","June Jones","Head Coach/Offensive Coordinator","White"
"733","Hawai'i",2001,"June Jones","june-jones","June Jones","Head Coach/Offensive Coordinator","White"
"734","Hawai'i",2002,"June Jones","june-jones","June Jones","Head Coach/Offensive Coordinator","White"
"735","Hawai'i",2003,"June Jones","june-jones","June Jones","Head Coach/Offensive Coordinator","White"
"736","Hawai'i",2004,"June Jones","june-jones","June Jones","Head Coach/Offensive Coordinator","White"
"737","Hawai'i",2005,"June Jones","june-jones","June Jones","Head Coach/Offensive Coordinator","White"
"738","Hawai'i",2006,"June Jones","june-jones","June Jones","Head Coach/Offensive Coordinator","White"
"739","Hawai'i",2007,"June Jones","june-jones","June Jones","Head Coach/Offensive Coordinator","White"
"740","Hawai'i",2008,"Greg McMackin","greg-mcmackin","Greg McMackin","Head Coach","White"
"741","Hawai'i",2009,"Greg McMackin","greg-mcmackin","Greg McMackin","Head Coach","White"
"742","Hawai'i",2010,"Greg McMackin","greg-mcmackin","Greg McMackin","Head Coach","White"
"743","Hawai'i",2011,"Greg McMackin","greg-mcmackin","Greg McMackin","Head Coach","White"
"744","Hawai'i",2012,"Norm Chow","norm-chow","Norm Chow","Head Coach","Other"
"745","Hawai'i",2013,"Norm Chow","norm-chow","Norm Chow","Head Coach","Other"
"746","Hawai'i",2014,"Norm Chow","norm-chow","Norm Chow","Head Coach","Other"
"747","Hawai'i",2015,"Norm Chow","norm-chow","Norm Chow","Head Coach","Other"
"748","Hawai'i",2016,"Nick Rolovich","nick-rolovich","Nick Rolovich","Head Coach","White"
"749","Hawai'i",2017,"Nick Rolovich","nick-rolovich","Nick Rolovich","Head Coach","White"
"750","Hawai'i",2018,"Nick Rolovich","nick-rolovich","Nick Rolovich","Head Coach","White"
"751","Hawai'i",2019,"Nick Rolovich","nick-rolovich","Nick Rolovich","Head Coach","White"
"752","Hawai'i",2020,"Todd Graham","todd-graham","Todd Graham","Head Coach","White"
"753","Hawai'i",2021,"Todd Graham","todd-graham","Todd Graham","Head Coach","White"
"754","Houston",2000,"Dana Dimel","dana-dimel","Dana Dimel","Head Coach","White"
"755","Houston",2001,"Dana Dimel","dana-dimel","Dana Dimel","Head Coach","White"
"756","Houston",2002,"Dana Dimel","dana-dimel","Dana Dimel","Head Coach","White"
"757","Houston",2003,"Art Briles","art-briles","Art Briles","Head Coach/Offensive Coordinator","White"
"758","Houston",2004,"Art Briles","art-briles","Art Briles","Head Coach/Offensive Coordinator","White"
"759","Houston",2005,"Art Briles","art-briles","Art Briles","Head Coach/Offensive Coordinator","White"
"760","Houston",2006,"Art Briles","art-briles","Art Briles","Head Coach","White"
"761","Houston",2007,"Art Briles","art-briles","Art Briles","Head Coach","White"
"762","Houston",2008,"Kevin Sumlin","kevin-sumlin","Kevin Sumlin","Head Coach","Black"
"763","Houston",2009,"Kevin Sumlin","kevin-sumlin","Kevin Sumlin","Head Coach","Black"
"764","Houston",2010,"Kevin Sumlin","kevin-sumlin","Kevin Sumlin","Head Coach","Black"
"765","Houston",2011,"Kevin Sumlin","kevin-sumlin","Kevin Sumlin","Head Coach","Black"
"766","Houston",2012,"Tony Levine","tony-levine","Tony Levine","Head Coach","White"
"767","Houston",2013,"Tony Levine","tony-levine","Tony Levine","Head Coach","White"
"768","Houston",2014,"Tony Levine","tony-levine","Tony Levine","Head Coach","White"
"769","Houston",2015,"Tom Herman","tom-herman","Tom Herman","Head Coach","White"
"770","Houston",2016,"Tom Herman","tom-herman","Tom Herman","Head Coach","White"
"771","Houston",2017,"Major Applewhite","major-applewhite","Major Applewhite","Head Coach","White"
"772","Houston",2018,"Major Applewhite","major-applewhite","Major Applewhite","Head Coach","White"
"773","Houston",2019,"Dana Holgorsen","dana-holgorsen","Dana Holgorsen","Head Coach","White"
"774","Houston",2020,"Dana Holgorsen","dana-holgorsen","Dana Holgorsen","Head Coach","White"
"775","Houston",2021,"Dana Holgorsen","dana-holgorsen","Dana Holgorsen","Head Coach","White"
"776","Illinois",2000,"Ron Turner","ron-turner","Ron Turner","Head Coach/Offensive Coordinator","White"
"777","Illinois",2001,"Ron Turner","ron-turner","Ron Turner","Head Coach","White"
"778","Illinois",2002,"Ron Turner","ron-turner","Ron Turner","Head Coach","White"
"779","Illinois",2003,"Ron Turner","ron-turner","Ron Turner","Head Coach/Offensive Coordinator","White"
"780","Illinois",2004,"Ron Turner","ron-turner","Ron Turner","Head Coach/Offensive Coordinator","White"
"781","Illinois",2005,"Ron Zook","ron-zook","Ron Zook","Head Coach","White"
"782","Illinois",2006,"Ron Zook","ron-zook","Ron Zook","Head Coach","White"
"783","Illinois",2007,"Ron Zook","ron-zook","Ron Zook","Head Coach","White"
"784","Illinois",2008,"Ron Zook","ron-zook","Ron Zook","Head Coach","White"
"785","Illinois",2009,"Ron Zook","ron-zook","Ron Zook","Head Coach","White"
"786","Illinois",2010,"Ron Zook","ron-zook","Ron Zook","Head Coach","White"
"787","Illinois",2011,"Ron Zook","ron-zook","Ron Zook","Head Coach","White"
"788","Illinois",2012,"Tim Beckman","tim-beckman","Tim Beckman","Head Coach","White"
"789","Illinois",2013,"Tim Beckman","tim-beckman","Tim Beckman","Head Coach","White"
"790","Illinois",2014,"Tim Beckman","tim-beckman","Tim Beckman","Head Coach","White"
"791","Illinois",2015,"Bill Cubit","bill-cubit","Bill Cubit","Head Coach/Offensive Coordinator","White"
"792","Illinois",2016,"Lovie Smith","lovie-smith","Lovie Smith","Head Coach","Black"
"793","Illinois",2017,"Lovie Smith","lovie-smith","Lovie Smith","Head Coach","Black"
"794","Illinois",2018,"Lovie Smith","lovie-smith","Lovie Smith","Head Coach","Black"
"795","Illinois",2019,"Lovie Smith","lovie-smith","Lovie Smith","Head Coach/Defensive Coordinator","Black"
"796","Illinois",2020,"Lovie Smith","lovie-smith","Lovie Smith","Head Coach/Defensive Coordinator","Black"
"797","Illinois",2021,"Bret Bielema","bret-bielema","Bret Bielema","Head Coach","White"
"798","Indiana",2000,"Cam Cameron","cam-cameron","Cam Cameron","Head Coach","White"
"799","Indiana",2001,"Cam Cameron","cam-cameron","Cam Cameron","Head Coach","White"
"800","Indiana",2002,"Gerry DiNardo","gerry-dinardo","Gerry DiNardo","Head Coach","White"
"801","Indiana",2003,"Gerry DiNardo","gerry-dinardo","Gerry DiNardo","Head Coach","White"
"802","Indiana",2004,"Gerry DiNardo","gerry-dinardo","Gerry DiNardo","Head Coach","White"
"803","Indiana",2005,"Terry Hoeppner","terry-hoeppner","Terry Hoeppner","Head Coach","White"
"804","Indiana",2006,"Terry Hoeppner","terry-hoeppner","Terry Hoeppner","Head Coach","White"
"805","Indiana",2007,"Bill Lynch","bill-lynch","Bill Lynch","Head Coach","White"
"806","Indiana",2008,"Bill Lynch","bill-lynch","Bill Lynch","Head Coach","White"
"807","Indiana",2009,"Bill Lynch","bill-lynch","Bill Lynch","Head Coach","White"
"808","Indiana",2010,"Bill Lynch","bill-lynch","Bill Lynch","Head Coach","White"
"809","Indiana",2011,"Kevin Wilson","kevin-wilson","Kevin Wilson","Head Coach","White"
"810","Indiana",2012,"Kevin Wilson","kevin-wilson","Kevin Wilson","Head Coach","White"
"811","Indiana",2013,"Kevin Wilson","kevin-wilson","Kevin Wilson","Head Coach","White"
"812","Indiana",2014,"Kevin Wilson","kevin-wilson","Kevin Wilson","Head Coach","White"
"813","Indiana",2015,"Kevin Wilson","kevin-wilson","Kevin Wilson","Head Coach","White"
"814","Indiana",2016,"Kevin Wilson","kevin-wilson","Kevin Wilson","Head Coach","White"
"815","Indiana",2017,"Tom Allen","tom-allen","Tom Allen","Head Coach","White"
"816","Indiana",2018,"Tom Allen","tom-allen","Tom Allen","Head Coach/Defensive Coordinator","White"
"817","Indiana",2019,"Tom Allen","tom-allen","Tom Allen","Head Coach","White"
"818","Indiana",2020,"Tom Allen","tom-allen","Tom Allen","Head Coach","White"
"819","Indiana",2021,"Tom Allen","tom-allen","Tom Allen","Head Coach","White"
"820","Iowa",2000,"Kirk Ferentz","kirk-ferentz","Kirk Ferentz","Head Coach","White"
"821","Iowa",2001,"Kirk Ferentz","kirk-ferentz","Kirk Ferentz","Head Coach","White"
"822","Iowa",2002,"Kirk Ferentz","kirk-ferentz","Kirk Ferentz","Head Coach","White"
"823","Iowa",2003,"Kirk Ferentz","kirk-ferentz","Kirk Ferentz","Head Coach","White"
"824","Iowa",2004,"Kirk Ferentz","kirk-ferentz","Kirk Ferentz","Head Coach","White"
"825","Iowa",2005,"Kirk Ferentz","kirk-ferentz","Kirk Ferentz","Head Coach","White"
"826","Iowa",2006,"Kirk Ferentz","kirk-ferentz","Kirk Ferentz","Head Coach","White"
"827","Iowa",2007,"Kirk Ferentz","kirk-ferentz","Kirk Ferentz","Head Coach","White"
"828","Iowa",2008,"Kirk Ferentz","kirk-ferentz","Kirk Ferentz","Head Coach","White"
"829","Iowa",2009,"Kirk Ferentz","kirk-ferentz","Kirk Ferentz","Head Coach","White"
"830","Iowa",2010,"Kirk Ferentz","kirk-ferentz","Kirk Ferentz","Head Coach","White"
"831","Iowa",2011,"Kirk Ferentz","kirk-ferentz","Kirk Ferentz","Head Coach","White"
"832","Iowa",2012,"Kirk Ferentz","kirk-ferentz","Kirk Ferentz","Head Coach","White"
"833","Iowa",2013,"Kirk Ferentz","kirk-ferentz","Kirk Ferentz","Head Coach","White"
"834","Iowa",2014,"Kirk Ferentz","kirk-ferentz","Kirk Ferentz","Head Coach","White"
"835","Iowa",2015,"Kirk Ferentz","kirk-ferentz","Kirk Ferentz","Head Coach","White"
"836","Iowa",2016,"Kirk Ferentz","kirk-ferentz","Kirk Ferentz","Head Coach","White"
"837","Iowa",2017,"Kirk Ferentz","kirk-ferentz","Kirk Ferentz","Head Coach","White"
"838","Iowa",2018,"Kirk Ferentz","kirk-ferentz","Kirk Ferentz","Head Coach","White"
"839","Iowa",2019,"Kirk Ferentz","kirk-ferentz","Kirk Ferentz","Head Coach","White"
"840","Iowa",2020,"Kirk Ferentz","kirk-ferentz","Kirk Ferentz","Head Coach","White"
"841","Iowa",2021,"Kirk Ferentz","kirk-ferentz","Kirk Ferentz","Head Coach","White"
"842","Iowa State",2000,"Dan McCarney","dan-mccarney","Dan McCarney","Head Coach","White"
"843","Iowa State",2001,"Dan McCarney","dan-mccarney","Dan McCarney","Head Coach","White"
"844","Iowa State",2002,"Dan McCarney","dan-mccarney","Dan McCarney","Head Coach","White"
"845","Iowa State",2003,"Dan McCarney","dan-mccarney","Dan McCarney","Head Coach","White"
"846","Iowa State",2004,"Dan McCarney","dan-mccarney","Dan McCarney","Head Coach","White"
"847","Iowa State",2005,"Dan McCarney","dan-mccarney","Dan McCarney","Head Coach","White"
"848","Iowa State",2006,"Dan McCarney","dan-mccarney","Dan McCarney","Head Coach","White"
"849","Iowa State",2007,"Gene Chizik","gene-chizik","Gene Chizik","Head Coach","White"
"850","Iowa State",2008,"Gene Chizik","gene-chizik","Gene Chizik","Head Coach","White"
"851","Iowa State",2009,"Paul Rhoads","paul-rhoads","Paul Rhoads","Head Coach","White"
