"","Coach","Team","Race","Net_PPA","Net_SR","Net_Stuff_Rate","Net_Pass_SR","Net_FPI","Tenure","total_sr","total_stuffs","total_pass_sr","total_ppa"
"67","Chuck Long","San Diego State","White",-0.0580093487022003,-0.036175814462497,0.0519561116632257,-0.0331791167445185,-10.7666666666667,3,-0.108527443387491,0.155868334989677,-0.0995373502335554,-0.174028046106601
"68","Chuck Martin","Miami (OH)","White",0.0635441967910934,0.0459504982373485,0.0147575081712952,0.0397330345367352,5.74583333333333,8,0.367603985898788,0.118060065370362,0.317864276293881,0.508353574328748
"69","Clark Lea","Vanderbilt","White",-0.0939533455930071,-0.0697187016271804,0.00612557092609792,-0.0745107001707145,-11.5333333333333,1,-0.0697187016271804,0.00612557092609792,-0.0745107001707145,-0.0939533455930071
"70","Clay Helton","USC","White",-0.0794177749610211,0.0128515031425165,-0.00351873922963514,0.019632670710467,-6.8,6,0.0771090188550992,-0.0211124353778108,0.117796024262802,-0.476506649766127
"71","Craig Bohl","Wyoming","White",0.0599605647612331,0.0311853631833215,-0.0433883827059485,-0.00790222664194695,3.325,8,0.249482905466572,-0.347107061647588,-0.0632178131355756,0.479684518089865
"72","Curtis Johnson","Tulane","Black",-0.0245418110223915,-0.00866630913095706,-0.0614840421281521,-0.0482123524811287,6.79166666666667,4,-0.0346652365238282,-0.245936168512608,-0.192849409924515,-0.098167244089566
"73","D.J. Durkin","Maryland","White",-0.0550528038840212,-0.0465672896616099,0.0226500411829588,-0.0391592070615767,-5.23333333333333,2,-0.0931345793232198,0.0453000823659176,-0.0783184141231533,-0.110105607768042
"74","Dabo Swinney","Clemson","White",0.108748588518691,0.0735609855442665,-0.0545915132078348,0.0967314264026584,6.90769230769231,13,0.956292812075465,-0.709689671701852,1.25750854323456,1.41373165074299
"75","Dan Enos","Central Michigan","White",-0.0405742804961831,-0.0273528881989046,0.0188350726613456,-0.0128864049269548,NA,5,-0.136764440994523,0.0941753633067281,-0.064432024634774,-0.202871402480915
"76","Dan Hawkins","Colorado","White",-0.00241728117290243,-0.0552148629137476,-0.0211784294775992,-0.10896974013536,-7.14,5,-0.276074314568738,-0.105892147387996,-0.544848700676799,-0.0120864058645121
"77","Dan McCarney","North Texas","White",-0.0905540299258219,-0.0306785400451322,0.00489016966670122,-0.0146968692445128,7.50666666666667,5,-0.153392700225661,0.0244508483335061,-0.073484346222564,-0.45277014962911
"78","Dan Mullen","Florida","White",0.0635303699247477,0.0381284477795179,0.0342902857953714,0.0763594332159484,5.65,4,0.152513791118072,0.137161143181486,0.305437732863794,0.254121479698991
"79","Dan Mullen","Mississippi State","White",0.112849180757265,0.0723644698534712,-0.031883656429395,0.0576365007305581,NA,9,0.651280228681241,-0.286952907864555,0.518728506575023,1.01564262681539
"80","Dana Dimel","UTEP","White",0.147088029649627,0.0340896470780374,-0.00484727337358171,0.0535427004340359,-0.824999999999999,4,0.13635858831215,-0.0193890934943268,0.214170801736143,0.588352118598507
"81","Dana Holgorsen","Houston","White",-0.0853805536382783,0.00390942546953132,-0.00687544686823632,-0.012695097964274,-1.73333333333333,3,0.011728276408594,-0.020626340604709,-0.0380852938928219,-0.256141660914835
"82","Dana Holgorsen","West Virginia","White",0.0173181291474613,0.00562518642291476,-0.0474206587575687,0.0127099624232318,-0.829166666666666,8,0.0450014913833181,-0.37936527006055,0.101679699385854,0.13854503317969
"83","Danny Gonzales","New Mexico","White",-0.0774794577001595,-0.045677535372685,-0.0170970339168595,-0.0319952096087165,-0.350000000000001,2,-0.0913550707453701,-0.034194067833719,-0.063990419217433,-0.154958915400319
"84","Danny Hope","Purdue","White",-0.0513793112376877,-0.0368720035714663,-0.0260972324777996,-0.0333824340819311,-5.01666666666667,4,-0.147488014285865,-0.104388929911199,-0.133529736327724,-0.205517244950751
"85","Darrell Hazell","Kent State","Black",-0.0458188060020019,-0.05890187905689,-0.00281872839595204,-0.0477630485108068,5.4,2,-0.11780375811378,-0.00563745679190408,-0.0955260970216135,-0.0916376120040037
"86","Darrell Hazell","Purdue","Black",-0.0515081204060286,-0.0367541076952156,0.0247213943208268,-0.0368327815222824,-6.18333333333333,4,-0.147016430780862,0.0988855772833072,-0.14733112608913,-0.206032481624115
"87","Dave Aranda","Baylor","Other",0.00480374351343993,0.013223438348595,0.0199362927148281,0.0308655595335188,4.45,2,0.0264468766971899,0.0398725854296563,0.0617311190670377,0.00960748702687986
"88","Dave Christensen","Wyoming","White",-0.0886144982618332,-0.0650373143179274,0.0279790897909153,-0.0438206401985603,-2.28666666666667,5,-0.325186571589637,0.139895448954577,-0.219103200992802,-0.443072491309166
"89","Dave Clawson","Bowling Green","White",-0.0433458937356259,0.0113437284252609,0.0269241074966856,0.0173567789362172,1.70666666666667,5,0.0567186421263047,0.134620537483428,0.0867838946810862,-0.21672946867813
"90","Dave Clawson","Wake Forest","White",0.0093272583358084,0.0177720246769932,-0.0266972755656309,0.0310610718039744,5.95416666666667,8,0.142176197415945,-0.213578204525047,0.248488574431796,0.0746180666864672
"91","Dave Doeren","NC State","White",0.0315110352700963,0.0376666287309665,0.0104201905674568,0.0199878522392948,-0.788888888888889,9,0.338999658578698,0.0937817151071112,0.179890670153654,0.283599317430866
"92","Dave Doeren","Northern Illinois","White",0.0271958158119672,-0.00294977295877691,0.0209153760949298,-0.0251327335861984,NA,2,-0.00589954591755382,0.0418307521898597,-0.0502654671723969,0.0543916316239344
"93","David Bailiff","Rice","White",0.0414520570966619,0.0352439415891264,0.0375403226682691,0.0760210693308407,1.05,11,0.387683357480391,0.412943549350961,0.836231762639248,0.45597262806328
"94","David Beaty","Kansas","White",-0.0596944620963026,-0.041202102838461,-0.0104289536229767,-0.0051726832392564,-4.325,4,-0.164808411353844,-0.0417158144919069,-0.0206907329570256,-0.23877784838521
"95","David Cutcliffe","Duke","White",0.0550355824870019,0.0771162607828966,-0.017794515156589,0.0980866780592305,12.1547619047619,14,1.07962765096055,-0.249123212192246,1.37321349282923,0.770498154818027
"96","David Elson","Western Kentucky","White",-0.176820519501287,-0.0287219797939818,-0.0429979893063479,-0.193073296731961,NA,2,-0.0574439595879636,-0.0859959786126959,-0.386146593463922,-0.353641039002574
"97","David Shaw","Stanford","Black",-0.00481842011161653,-0.00838203201849774,-0.0141243196383443,0.0161604387457404,-0.530303030303031,11,-0.0922023522034752,-0.155367516021787,0.177764826203144,-0.0530026212277818
"98","Dennis Erickson","Arizona State","White",-0.0379763605059684,-0.0242788676652022,0.00174531591632154,-0.0468020877276237,-2.53,5,-0.121394338326011,0.00872657958160772,-0.234010438638118,-0.189881802529842
"99","Dennis Franchione","Texas State","White",0.13350057863403,0.0931615739910688,-0.00591984595056158,0.0985013857947916,NA,4,0.372646295964275,-0.0236793838022463,0.394005543179166,0.53400231453612
"100","Derek Dooley","Louisiana Tech","White",0.164534404582355,0.091773232354717,-0.0194482717664006,0.0475378150659875,NA,3,0.275319697064151,-0.0583448152992017,0.142613445197962,0.493603213747065
"101","Derek Dooley","Tennessee","White",0.00824715040141208,-0.00212070858856761,0.0246040663401897,0.0183478413449152,-2.9,3,-0.00636212576570283,0.073812199020569,0.0550435240347456,0.0247414512042362
"102","Derek Mason","Vanderbilt","Black",-0.149001316391367,-0.0577728839541871,0.0297800917630293,-0.0598871183134944,-10.8857142857143,7,-0.404410187679309,0.208460642341205,-0.419209828194461,-1.04300921473957
"103","DeWayne Walker","New Mexico State","Black",-0.0693060243550291,-0.0256274836593585,-0.0338337155235799,-0.0770463278926297,NA,4,-0.102509934637434,-0.13533486209432,-0.308185311570519,-0.277224097420116
"104","Dino Babers","Bowling Green","Black",0.0416052306101197,-0.0333162872958412,-0.0542678191497613,-0.0363713556059402,0.0999999999999999,2,-0.0666325745916825,-0.108535638299523,-0.0727427112118805,0.0832104612202393
"105","Dino Babers","Syracuse","Black",-0.0242201422655021,0.0118208668749764,0.00894081144329378,0.0198545524234124,-0.0499999999999999,6,0.0709252012498581,0.0536448686597627,0.119127314540474,-0.145320853593012
"106","Dirk Koetter","Arizona State","White",-0.0439758539603119,0.0255491873937504,-0.0263642325241514,0.0237372064368525,-5.5,1,0.0255491873937504,-0.0263642325241514,0.0237372064368525,-0.0439758539603119
"107","Doc Holliday","Marshall","White",0.106326751755872,0.0574331052385159,-0.0450192826672103,0.0759306010353507,4.8969696969697,11,0.631764157623674,-0.495212109339314,0.835236611388858,1.16959426931459
"108","Don Treadwell","Miami (OH)","White",-0.0637918979314318,-0.084823739572035,0.0276463545181913,-0.0717868709186811,-1.2,3,-0.254471218716105,0.082939063554574,-0.215360612756043,-0.191375693794295
"109","Doug Marrone","Syracuse","White",0.148266996972549,0.138936799819504,-0.0656371884947838,0.149901517457394,7.50833333333333,4,0.555747199278017,-0.262548753979135,0.599606069829575,0.593067987890196
"110","Doug Martin","New Mexico State","White",-0.0505146236661031,-0.00675961939310388,0.0116656264075762,-0.0180832298695007,NA,8,-0.054076955144831,0.0933250112606099,-0.144665838956006,-0.404116989328825
"111","Ed Orgeron","LSU","White",-0.102994961175306,-0.0219490096986084,0.00370418163725814,0.0309073717617407,-6.01333333333333,5,-0.109745048493042,0.0185209081862907,0.154536858808703,-0.514974805876532
"112","Ed Orgeron","Ole Miss","White",0.0240927241506497,0.0104489293484547,-0.0577341805093231,0.00639427747512383,1.9,1,0.0104489293484547,-0.0577341805093231,0.00639427747512383,0.0240927241506497
"113","Eliah Drinkwitz","Appalachian State","White",-0.00828627390111915,0.00350723777941853,-0.0136284027417874,0.0049670506567559,NA,1,0.00350723777941853,-0.0136284027417874,0.0049670506567559,-0.00828627390111915
"114","Eliah Drinkwitz","Missouri","White",-0.195506862683561,-0.0868550688171772,0.0794761684881215,-0.0626935591171685,-8.56666666666667,2,-0.173710137634354,0.158952336976243,-0.125387118234337,-0.391013725367121
"115","Ellis Johnson","Southern Mississippi","White",-0.164024613155944,-0.136890364153518,0.0756268231895302,-0.147856212426183,NA,1,-0.136890364153518,0.0756268231895302,-0.147856212426183,-0.164024613155944
"116","Everett Withers","North Carolina","Black",0.033747628925271,0.0218347252835275,0.00100716364083292,0.0298653465688811,NA,1,0.0218347252835275,0.00100716364083292,0.0298653465688811,0.033747628925271
"117","Everett Withers","Texas State","Black",-0.0905887939619835,-0.0409396751317978,0.0290549543230254,-0.00679183024878044,-11.9,3,-0.122819025395393,0.0871648629690762,-0.0203754907463413,-0.271766381885951
"118","Frank Spaziani","Boston College","White",-0.113095495723267,-0.104491408581165,0.117772651604752,-0.11238376509689,-7.73333333333333,4,-0.41796563432466,0.471090606419007,-0.449535060387559,-0.452381982893068
"119","Frank Wilson","UT San Antonio","Black",-0.00732702061476834,-0.00493164656682943,-0.059646970469139,-0.0168100426503937,NA,4,-0.0197265862673177,-0.238587881876556,-0.0672401706015748,-0.0293080824590733
"120","Garrick McGee","UAB","Black",0.0144791208551191,0.0074749055476705,-0.0145856247396526,0.00811392138835271,-5.68333333333333,2,0.014949811095341,-0.0291712494793052,0.0162278427767054,0.0289582417102383
"121","Gary Andersen","Oregon State","White",-0.107305294507804,-0.0933769267252172,0.0398716346881986,-0.126019951797645,-17.1333333333333,3,-0.280130780175652,0.119614904064596,-0.378059855392934,-0.321915883523412
"122","Gary Andersen","Utah State","White",0.20670083463766,0.134854581500164,-0.024176409816531,0.182821884277396,15.1333333333333,12,1.61825497800197,-0.290116917798372,2.19386261132875,2.48041001565192
"123","Gary Andersen","Wisconsin","White",0.0360173166114386,0.0129820067056423,0.0106525182098782,-0.0124559505686306,-0.599999999999998,2,0.0259640134112846,0.0213050364197563,-0.0249119011372613,0.0720346332228771
"124","Gene Chizik","Auburn","White",-0.0271526026833986,-0.0152539281042239,-0.0184763170869505,-0.0555887420593937,-0.983333333333334,4,-0.0610157124168957,-0.0739052683478022,-0.222354968237575,-0.108610410733594
"125","Gene Chizik","Iowa State","White",-0.0140068229881819,-0.0493767803331679,0.0320859303974863,-0.0338089094026942,-9.35,2,-0.0987535606663358,0.0641718607949726,-0.0676178188053883,-0.0280136459763637
"126","Geoff Collins","Georgia Tech","White",-0.164616280519645,-0.0404346788393297,0.0521650516383642,0.0444131906659541,-13.7333333333333,3,-0.121304036517989,0.156495154915093,0.133239571997862,-0.493848841558935
"127","Geoff Collins","Temple","White",-0.0125118734657828,-0.0203236301378206,0.00927023809877739,0.0220698264974798,-5.93333333333333,2,-0.0406472602756413,0.0185404761975548,0.0441396529949597,-0.0250237469315656
"128","Greg McMackin","Hawai'i","White",-0.0391589104901701,-0.0318649400249262,0.0385174236287003,-0.0308812301500492,NA,4,-0.127459760099705,0.154069694514801,-0.123524920600197,-0.156635641960681
"129","Gus Malzahn","Arkansas State","White",0.0196760235522105,0.0335250458645774,-0.0107404524069538,-0.0318747042726235,7.73333333333333,1,0.0335250458645774,-0.0107404524069538,-0.0318747042726235,0.0196760235522105
"130","Gus Malzahn","Auburn","White",0.110155239669234,0.0645499774439727,-0.0300341369113434,0.0787173304056578,9.25416666666667,8,0.516399819551781,-0.240273095290747,0.629738643245263,0.881241917353875
"131","Gus Malzahn","UCF","White",-0.0982118387079502,-0.0160239363909561,0.0288804873957851,-0.0214188487015994,-9.73333333333333,1,-0.0160239363909561,0.0288804873957851,-0.0214188487015994,-0.0982118387079502
"132","Guy Morriss","Baylor","White",-0.00626046155859528,-0.0321772101317648,0.0472272024388405,0.0133355209724279,-5.2,2,-0.0643544202635296,0.094454404877681,0.0266710419448557,-0.0125209231171906
"133","Hal Mumme","New Mexico State","White",0.111651653813512,0.0873592414437028,-0.00671905790315031,0.194446812659174,NA,3,0.262077724331108,-0.0201571737094509,0.583340437977522,0.334954961440536
"134","Herm Edwards","Arizona State","Black",0.151665137846479,0.04223530901924,0.0353416708119284,0.0146994379135972,3.04166666666667,4,0.16894123607696,0.141366683247714,0.0587977516543887,0.606660551385917
"135","Houston Nutt","Arkansas","White",0.115772959259528,0.0647531267338425,-0.0314765127545911,0.12308912057255,6.2,2,0.129506253467685,-0.0629530255091821,0.246178241145099,0.231545918519055
"136","Houston Nutt","Ole Miss","White",0.0600772262473674,0.0688670942415343,-0.0303009262044723,0.0891974939477974,9.56666666666667,4,0.275468376966137,-0.121203704817889,0.35678997579119,0.240308904989469
