"","College","Coach","Role","Race","year_start","year_end"
"610","North Carolina","Phil Longo","Offensive Coordinator/Quarterbacks Coach","White",2019,2021
"611","North Texas","Ramon Flanigan","Offensive Coordinator/Quarterbacks Coach","Black",2002,2006
"612","North Texas","Todd Ford","Offensive Coordinator/Quarterbacks Coach","White",2007,2009
"613","North Texas","Mike Canales","Offensive Coordinator/Quarterbacks Coach","White",2011,2015
"614","North Texas","Graham Harrell","Offensive Coordinator/Quarterbacks Coach","White",2016,2018
"615","North Texas","Bodie Reeder","Offensive Coordinator/Quarterbacks Coach","White",2019,2019
"616","North Texas","Tommy Mainord","Offensive Coordinator/Wide Receivers Coach","White",2019,2020
"617","North Texas","Mike Bloesch","Offensive Coordinator/Offensive Line Coach","White",2020,2021
"618","Northern Illinois","Dan Roushar","Offensive Coordinator/Offensive Line Coach","White",2000,2002
"619","Northern Illinois","Matt Canada","Offensive Coordinator/Quarterbacks Coach","White",2003,2011
"620","Northern Illinois","John Bond","Offensive Coordinator","White",2004,2006
"621","Northern Illinois","Roy Wittke","Offensive Coordinator/Quarterbacks Coach","White",2007,2007
"622","Northern Illinois","Matt Limegrover","Offensive Coordinator/Offensive Line Coach","White",2008,2010
"623","Northern Illinois","Rod Carey","Offensive Coordinator/Offensive Line Coach","White",2012,2012
"624","Northern Illinois","Bob Cole","Offensive Coordinator/Quarterbacks Coach","White",2013,2015
"625","Northern Illinois","Mike Uremovich","Offensive Coordinator/Running Backs Coach","White",2016,2018
"626","Northern Illinois","Eric Eidsness","Offensive Coordinator/Quarterbacks Coach","White",2019,2021
"627","Northwestern","Mike Dunbar","Offensive Coordinator/Quarterbacks Coach","White",2002,2005
"628","Northwestern","Garrick McGee","Offensive Coordinator/Quarterbacks Coach","Black",2006,2007
"629","Northwestern","Mick McCall","Offensive Coordinator/Quarterbacks Coach","White",2008,2019
"630","Northwestern","Mike Bajakian","Offensive Coordinator/Quarterbacks Coach","White",2020,2021
"631","Notre Dame","Kevin Rogers","Offensive Coordinator/Quarterbacks Coach","White",2000,2001
"632","Notre Dame","Bill Diedrick","Offensive Coordinator/Quarterbacks Coach","White",2002,2004
"633","Notre Dame","Michael Haywood","Offensive Coordinator/Running Backs Coach","Black",2005,2008
"634","Notre Dame","Charley Molnar","Offensive Coordinator/Quarterbacks Coach","?",2010,2011
"635","Notre Dame","Chuck Martin","Offensive Coordinator/Quarterbacks Coach","White",2012,2013
"636","Notre Dame","Mike Denbrock","Offensive Coordinator/Wide Receivers Coach","White",2014,2014
"637","Notre Dame","Mike Sanford Jr.","Offensive Coordinator/Quarterbacks Coach","White",2015,2016
"638","Notre Dame","Chip Long","Offensive Coordinator/Tight Ends Coach","White",2017,2019
"639","Notre Dame","Tommy Rees","Offensive Coordinator/Quarterbacks Coach","White",2020,2021
"640","Ohio","Troy Calhoun","Offensive Coordinator/Quarterbacks Coach","White",2000,2000
"641","Ohio","Greg Gregory","Offensive Coordinator/Quarterbacks Coach","White",2001,2003
"642","Ohio","Phil Earley","Offensive Coordinator/Quarterbacks Coach","White",2004,2004
"643","Ohio","Tim Albin","Offensive Coordinator/Running Backs Coach","White",2005,2020
"644","Ohio","Gerry Gdowski","Offensive Coordinator/Quarterbacks Coach","White",2008,2013
"645","Ohio","Scott Isphording","Offensive Coordinator/Quarterbacks Coach","White",2014,2021
"646","Ohio","Allen Rudolph","Offensive Coordinator/Offensive Line Coach","White",2021,2021
"647","Ohio State","Chuck Stobart","Offensive Coordinator","White",2000,2000
"648","Ohio State","Jim Bollman","Offensive Coordinator/Offensive Line Coach","White",2004,2011
"649","Ohio State","Ed Warinner","Offensive Coordinator/Offensive Line Coach","White",2012,2016
"650","Ohio State","Tom Herman","Offensive Coordinator/Quarterbacks Coach","White",2012,2014
"651","Ohio State","Tim Beck","Offensive Coordinator/Quarterbacks Coach","White",2015,2016
"652","Ohio State","Kevin Wilson","Offensive Coordinator/Tight Ends Coach","White",2017,2021
"653","Ohio State","Ryan Day","Offensive Coordinator/Quarterbacks Coach","White",2017,2018
"654","Oklahoma","Mark Mangino","Offensive Coordinator/Offensive Line Coach","White",2000,2001
"655","Oklahoma","Chuck Long","Offensive Coordinator/Quarterbacks Coach","White",2002,2005
"656","Oklahoma","Kevin Wilson","Offensive Coordinator/Offensive Line Coach","White",2002,2010
"657","Oklahoma","Jay Norvell","Offensive Coordinator/Wide Receivers Coach","Black",2011,2014
"658","Oklahoma","Josh Heupel","Offensive Coordinator/Quarterbacks Coach","White",2011,2014
"659","Oklahoma","Lincoln Riley","Offensive Coordinator/Quarterbacks Coach","White",2015,2016
"660","Oklahoma","Bill Bedenbaugh","Offensive Line Coach/Assistant Offensive Coordinator","White",2016,2021
"661","Oklahoma","Cale Gundy","Offensive Coordinator/Inside Receivers Coach","White",2017,2021
"662","Oklahoma State","Del Miller","Offensive Coordinator/Quarterbacks Coach","White",2000,2000
"663","Oklahoma State","Mike Gundy","Offensive Coordinator/Quarterbacks Coach","White",2001,2004
"664","Oklahoma State","Larry Fedora","Offensive Coordinator/Quarterbacks Coach","White",2005,2007
"665","Oklahoma State","Gunter Brewer","Offensive Coordinator/Quarterbacks Coach","White",2008,2009
"666","Oklahoma State","Trooper Taylor","Offensive Coordinator/Wide Receivers Coach","Black",2008,2008
"667","Oklahoma State","Joe Wickline","Offensive Coordinator/Offensive Line Coach","White",2009,2009
"668","Oklahoma State","Dana Holgorsen","Offensive Coordinator/Quarterbacks Coach","White",2010,2010
"669","Oklahoma State","Todd Monken","Offensive Coordinator/Quarterbacks Coach","White",2011,2012
"670","Oklahoma State","Mike Yurcich","Offensive Coordinator/Quarterbacks Coach","White",2013,2018
"671","Oklahoma State","Sean Gleeson","Offensive Coordinator/Quarterbacks Coach","White",2019,2019
"672","Old Dominion","Brian Scott","Offensive Coordinator","White",2014,2019
"673","Old Dominion","Ron Whitcomb","Offensive Coordinator/Quarterbacks Coach","White",2014,2014
"674","Old Dominion","Kirk Campbell","Offensive Coordinator/Quarterbacks Coach","White",2020,2021
"675","Ole Miss","John Latina","Offensive Coordinator/Offensive Line Coach","White",2000,2004
"676","Ole Miss","Noel Mazzone","Offensive Coordinator/Quarterbacks Coach","White",2005,2005
"677","Ole Miss","Dan Werner","Offensive Coordinator/Quarterbacks Coach","White",2006,2016
"678","Ole Miss","Kent Austin","Offensive Coordinator/Quarterbacks Coach","White",2008,2009
"679","Ole Miss","David Rader","Offensive Coordinator/Quarterbacks Coach","White",2010,2010
"680","Ole Miss","Mike Markuson","Offensive Coordinator/Offensive Line Coach","White",2010,2010
"681","Ole Miss","David Lee","Offensive Coordinator/Quarterbacks Coach","White",2011,2011
"682","Ole Miss","Matt Luke","Offensive Coordinator/Offensive Line Coach","White",2012,2016
"683","Ole Miss","Phil Longo","Offensive Coordinator/Quarterbacks Coach","White",2017,2018
"684","Ole Miss","Rich Rodriguez","Offensive Coordinator/Quarterbacks Coach","White",2019,2019
"685","Ole Miss","Jeff Lebby","Offensive Coordinator/Quarterbacks Coach","White",2020,2021
"686","Oregon","Jeff Tedford","Offensive Coordinator","White",2000,2001
"687","Oregon","Andy Ludwig","Offensive Coordinator/Quarterbacks Coach","White",2002,2004
"688","Oregon","Gary Crowton","Offensive Coordinator/Quarterbacks Coach","White",2005,2006
"689","Oregon","Chip Kelly","Offensive Coordinator/Quarterbacks Coach","White",2007,2008
"690","Oregon","Mark Helfrich","Offensive Coordinator/Quarterbacks Coach","White",2009,2012
"691","Oregon","Scott Frost","Offensive Coordinator/Quarterbacks Coach","White",2013,2015
"692","Oregon","Matt Lubick","Offensive Coordinator/Wide Receivers Coach","White",2016,2016
"693","Oregon","Marcus Arroyo","Offensive Coordinator/Quarterbacks Coach/Tight Ends Coach","White",2017,2019
"694","Oregon","Mario Cristobal","Offensive Coordinator/Offensive Line Coach","Other",2017,2017
"695","Oregon","Joe Moorhead","Offensive Coordinator/Quarterbacks Coach","White",2020,2021
"696","Oregon State","Tim Lappano","Offensive Coordinator/Quarterbacks Coach","White",2000,2002
"697","Oregon State","Paul Chryst","Offensive Coordinator/Quarterbacks Coach/Tight Ends Coach","White",2003,2004
"698","Oregon State","Danny Langsdorf","Offensive Coordinator/Quarterbacks Coach","White",2005,2013
"699","Oregon State","John Garrett","Offensive Coordinator/Quarterbacks Coach/Tight Ends Coach","White",2014,2014
"700","Oregon State","Dave Baldwin","Offensive Coordinator/Tight Ends Coach","White",2015,2015
"701","Oregon State","Kevin McGiven","Offensive Coordinator/Quarterbacks Coach","White",2016,2017
"702","Oregon State","T.J. Woods","Offensive Coordinator/Tight Ends Coach/Offensive Line Coach","White",2016,2016
"703","Oregon State","Brian Lindgren","Offensive Coordinator/Quarterbacks Coach","White",2018,2021
"704","Penn State","Fran Ganter","Offensive Coordinator/Running Backs Coach","White",2000,2003
"705","Penn State","Galen Hall","Offensive Coordinator/Running Backs Coach","White",2004,2011
"706","Penn State","John Donovan","Offensive Coordinator/Tight Ends Coach","White",2014,2015
"707","Penn State","Joe Moorhead","Offensive Coordinator/Quarterbacks Coach","White",2016,2017
"708","Penn State","Ricky Rahne","Offensive Coordinator/Quarterbacks Coach","White",2018,2019
"709","Penn State","Tyler Bowen","Offensive Coordinator/Tight Ends Coach","White",2019,2020
"710","Penn State","Kirk Ciarrocca","Offensive Coordinator/Quarterbacks Coach","White",2020,2020
"711","Penn State","Mike Yurcich","Offensive Coordinator/Quarterbacks Coach","White",2021,2021
"712","Pittsburgh","J.D. Brookhart","Offensive Coordinator/Wide Receivers Coach","White",2000,2003
"713","Pittsburgh","Matt Cavanaugh","Offensive Coordinator/Quarterbacks Coach","White",2005,2008
"714","Pittsburgh","Frank Cignetti Jr.","Offensive Coordinator/Quarterbacks Coach","White",2009,2010
"715","Pittsburgh","Calvin Magee","Offensive Coordinator/Running Backs Coach","Black",2011,2011
"716","Pittsburgh","Mike Norvell","Offensive Coordinator/Wide Receivers Coach","White",2011,2011
"717","Pittsburgh","Jim Chaney","Offensive Coordinator/Quarterbacks Coach","White",2015,2015
"718","Pittsburgh","Matt Canada","Offensive Coordinator/Quarterbacks Coach","White",2016,2016
"719","Pittsburgh","Shawn Watson","Offensive Coordinator/Quarterbacks Coach","White",2017,2018
"720","Pittsburgh","Mark Whipple","Offensive Coordinator/Quarterbacks Coach","White",2019,2021
"721","Purdue","Jim Chaney","Offensive Coordinator/Tight Ends Coach","White",2000,2005
"722","Purdue","Bill Legg","Offensive Coordinator/Offensive Line Coach","White",2006,2007
"723","Purdue","Ed Zaunbrecher","Offensive Coordinator/Quarterbacks Coach","White",2006,2008
"724","Purdue","Gary Nord","Offensive Coordinator/Quarterbacks Coach","White",2009,2012
"725","Purdue","John Shoop","Offensive Coordinator/Quarterbacks Coach","White",2013,2015
"726","Purdue","Terry Malone","Offensive Coordinator/Tight Ends Coach","White",2016,2016
"727","Purdue","Brian Brohm","Offensive Coordinator/Quarterbacks Coach","White",2017,2021
"728","Purdue","JaMarcus Shephard","Offensive Coordinator/Wide Receivers Coach","Black",2018,2021
"729","Rice","David Lee","Offensive Coordinator/Quarterbacks Coach","White",2000,2000
"730","Rice","Scott Wachenheim","Offensive Coordinator/Offensive Line Coach","White",2000,2005
"731","Rice","Major Applewhite","Offensive Coordinator/Quarterbacks Coach","White",2006,2006
"732","Rice","Tom Herman","Offensive Coordinator/Quarterbacks Coach","White",2007,2008
"733","Rice","Ed Zaunbrecher","Offensive Coordinator/Quarterbacks Coach","White",2009,2009
"734","Rice","David Beaty","Offensive Coordinator/Quarterbacks Coach","White",2010,2010
"735","Rice","John Reagan","Offensive Coordinator/Tight Ends Coach/Offensive Line Coach","White",2011,2013
"736","Rice","Billy Lynch","Offensive Coordinator/Wide Receivers Coach","White",2014,2017
"737","Rice","Larry Edmondson","Offensive Coordinator/Quarterbacks Coach","White",2014,2016
"738","Rice","Jerry Mack","Offensive Coordinator/Wide Receivers Coach","Black",2018,2020
"739","Rice","Marques Tuiasosopo","Offensive Coordinator/Quarterbacks Coach","Other",2021,2021
"740","Rutgers","Bill Cubit","Offensive Coordinator/Quarterbacks Coach","White",2001,2002
"741","Rutgers","Craig Ver Steeg","Offensive Coordinator/Quarterbacks Coach","White",2003,2006
"742","Rutgers","John McNulty","Wide Receivers Coach/Quarterbacks Coach/Assistant Offensive Coordinator","White",2006,2019
"743","Rutgers","Kirk Ciarrocca","Offensive Coordinator/Quarterbacks Coach","White",2009,2010
"744","Rutgers","Frank Cignetti Jr.","Offensive Coordinator/Quarterbacks Coach","White",2011,2011
"745","Rutgers","Dave Brock","Offensive Coordinator/Wide Receivers Coach","White",2012,2012
"746","Rutgers","Ron Prince","Offensive Coordinator","Black",2013,2013
"747","Rutgers","Ralph Friedgen","Offensive Coordinator","White",2014,2014
"748","Rutgers","Ben McDaniels","Offensive Coordinator","White",2015,2015
"749","Rutgers","Drew Mehringer","Offensive Coordinator/Quarterbacks Coach","White",2016,2016
"750","Rutgers","Jerry Kill","Offensive Coordinator/Quarterbacks Coach","White",2017,2017
"751","Rutgers","Sean Gleeson","Offensive Coordinator/Quarterbacks Coach","White",2020,2021
"752","San Diego State","Dave Lay","Offensive Coordinator/Quarterbacks Coach","White",2000,2001
"753","San Diego State","Del Miller","Offensive Coordinator/Quarterbacks Coach","White",2006,2008
"754","San Diego State","Al Borges","Offensive Coordinator","White",2009,2010
"755","San Diego State","Andy Ludwig","Offensive Coordinator/Tight Ends Coach","White",2011,2012
"756","San Diego State","Bob Toledo","Offensive Coordinator","White",2013,2014
"757","San Diego State","Jeff Horton","Offensive Coordinator/Running Backs Coach","White",2015,2019
"758","San Diego State","Jeff Hecklinski","Offensive Coordinator/Quarterbacks Coach","White",2020,2021
"759","San José State","Steve Graf","Offensive Coordinator/Quarterbacks Coach","White",2000,2000
"760","San José State","Norman Joseph","Offensive Coordinator/Quarterbacks Coach","White",2001,2002
"761","San José State","Charlie Roche","Offensive Coordinator/Offensive Line Coach","White",2002,2004
"762","San José State","Barry Lunney Jr.","Offensive Coordinator/Quarterbacks Coach","White",2004,2004
"763","San José State","Ken Margerum","Offensive Coordinator/Quarterbacks Coach","White",2005,2006
"764","San José State","Marcus Arroyo","Offensive Coordinator/Quarterbacks Coach","White",2007,2008
"765","San José State","Steve Morton","Offensive Coordinator/Offensive Line Coach","White",2007,2009
"766","San José State","Tim Landis","Offensive Coordinator/Tight Ends Coach","White",2010,2010
"767","San José State","John DeFilippo","Offensive Coordinator/Quarterbacks Coach","White",2011,2011
"768","San José State","Brian Lindgren","Offensive Coordinator/Quarterbacks Coach","White",2012,2012
"769","San José State","Jimmie Dougherty","Offensive Coordinator/Quarterbacks Coach","White",2013,2014
"770","San José State","Al Borges","Offensive Coordinator/Quarterbacks Coach","White",2015,2016
"771","San José State","Andrew Sowder","Offensive Coordinator/Tight Ends Coach","White",2017,2017
"772","San José State","Kevin McGiven","Offensive Coordinator","White",2018,2021
"773","SMU","Larry Kueck","Offensive Coordinator/Quarterbacks Coach","White",2000,2001
"774","SMU","Larry Edmondson","Offensive Coordinator/Quarterbacks Coach","White",2002,2003
"775","SMU","Rusty Burns","Offensive Coordinator/Quarterbacks Coach","White",2004,2007
"776","SMU","Dan Morrison","Offensive Coordinator/Quarterbacks Coach","White",2008,2014
"777","SMU","Jason Phillips","Offensive Coordinator/Wide Receivers Coach","Black",2012,2014
"778","SMU","Hal Mumme","Offensive Coordinator","White",2013,2013
"779","SMU","Joe Craddock","Offensive Coordinator/Quarterbacks Coach","White",2015,2017
"780","SMU","Rhett Lashlee","Offensive Coordinator/Quarterbacks Coach","White",2018,2019
"781","SMU","A.J. Ricker","Offensive Coordinator/Offensive Line Coach","White",2020,2021
"782","SMU","Garrett Riley","Offensive Coordinator/Quarterbacks Coach","White",2020,2021
"783","South Alabama","Robert Matthews","Offensive Coordinator/Offensive Line Coach","White",2012,2014
"784","South Alabama","Bryant Vincent","Offensive Coordinator/Quarterbacks Coach","White",2015,2017
"785","South Alabama","Richard Owens","Offensive Coordinator/Offensive Line Coach","White",2017,2017
"786","South Alabama","Kenny Edenfield","Offensive Coordinator/Quarterbacks Coach","White",2018,2020
"787","South Alabama","Major Applewhite","Offensive Coordinator/Quarterbacks Coach","White",2021,2021
"788","South Carolina","Skip Holtz","Offensive Coordinator/Quarterbacks Coach","White",2000,2001
"789","South Carolina","Shawn Elliott","Offensive Coordinator/Offensive Line Coach","White",2012,2014
"790","South Carolina","Steve Spurrier Jr.","Offensive Coordinator/Wide Receivers Coach","White",2012,2015
"791","South Carolina","Bryan McClendon","Offensive Coordinator/Wide Receivers Coach","Black",2016,2019
"792","South Carolina","Kurt Roper","Offensive Coordinator/Quarterbacks Coach","White",2016,2017
"793","South Carolina","Marcus Satterfield","Offensive Coordinator/Quarterbacks Coach","White",2021,2021
"794","South Florida","Charlie Weis Jr.","Offensive Coordinator/Quarterbacks Coach","White",2020,2021
"795","Southern Mississippi","Chris Klenakis","Offensive Coordinator/Offensive Line Coach","White",2000,2002
"796","Southern Mississippi","Rip Scherer","Offensive Coordinator/Quarterbacks Coach","White",2003,2004
"797","Southern Mississippi","Jay Johnson","Offensive Coordinator/Quarterbacks Coach","White",2005,2007
"798","Southern Mississippi","Blake Anderson","Offensive Coordinator/Quarterbacks Coach","White",2010,2011
"799","Southern Mississippi","Steve Buckley","Offensive Coordinator/Quarterbacks Coach","White",2012,2012
"800","Southern Mississippi","Marcus Arroyo","Offensive Coordinator/Outside Receivers Coach","White",2013,2013
"801","Southern Mississippi","Chip Lindsey","Offensive Coordinator/Quarterbacks Coach","White",2014,2015
"802","Southern Mississippi","Shannon Dawson","Offensive Coordinator/Quarterbacks Coach","White",2016,2018
"803","Southern Mississippi","Buster Faulkner","Offensive Coordinator/Quarterbacks Coach","White",2019,2019
"804","Southern Mississippi","Scotty Walden","Offensive Coordinator/Wide Receivers Coach","White",2019,2020
"805","Southern Mississippi","Matt Kubik","Offensive Coordinator/Quarterbacks Coach","White",2020,2020
"806","Stanford","Bill Diedrick","Offensive Coordinator/Quarterbacks Coach","White",2000,2001
"807","Stanford","Mike Sanford Sr.","Offensive Coordinator/Quarterbacks Coach","White",2002,2002
"808","Stanford","David Kelly","Offensive Coordinator/Wide Receivers Coach","Black",2003,2003
"809","Stanford","Bill Cubit","Offensive Coordinator/Quarterbacks Coach","White",2004,2004
"810","Stanford","David Shaw","Offensive Coordinator/Wide Receivers Coach","Black",2007,2010
"811","Stanford","Pep Hamilton","Offensive Coordinator/Quarterbacks Coach/Wide Receivers Coach","Black",2011,2012
"812","Stanford","Mike Bloomgren","Offensive Coordinator/Offensive Line Coach","White",2013,2017
"813","Stanford","Tavita Pritchard","Offensive Coordinator/Quarterbacks Coach","White",2018,2021
"814","Syracuse","George DeLeone","Offensive Coordinator/Offensive Line Coach","White",2000,2004
"815","Syracuse","Brian Pariani","Offensive Coordinator/Tight Ends Coach","White",2005,2005
"816","Syracuse","Brian White","Offensive Coordinator/Tight Ends Coach","White",2006,2007
"817","Syracuse","Mitch Browning","Offensive Coordinator","White",2007,2008
"818","Syracuse","Rob Spence","Offensive Coordinator/Quarterbacks Coach","White",2009,2009
"819","Syracuse","Nathaniel Hackett","Offensive Coordinator/Quarterbacks Coach/Tight Ends Coach","White",2011,2012
"820","Syracuse","George McDonald","Offensive Coordinator","Black",2013,2014
"821","Syracuse","Tim Lester","Offensive Coordinator/Quarterbacks Coach","White",2015,2015
"822","Syracuse","Mike Lynch","Offensive Coordinator/Offensive Line Coach","White",2016,2019
"823","Syracuse","Sean Lewis","Offensive Coordinator/Quarterbacks Coach","White",2016,2017
"824","Syracuse","Sterlin Gilbert","Offensive Coordinator/Quarterbacks Coach","White",2020,2021
"825","TCU","Les Koenning","Offensive Coordinator/Quarterbacks Coach","White",2000,2000
"826","TCU","Mike Schultz","Offensive Coordinator/Running Backs Coach","White",2001,2008
"827","TCU","Jarrett Anderson","Offensive Coordinator/Running Backs Coach","White",2009,2013
"828","TCU","Justin Fuente","Offensive Coordinator/Quarterbacks Coach","White",2009,2011
"829","TCU","Rusty Burns","Offensive Coordinator/Quarterbacks Coach","White",2012,2013
"830","TCU","Doug Meacham","Offensive Coordinator/Inside Receivers Coach","White",2014,2021
"831","TCU","Sonny Cumbie","Offensive Coordinator/Quarterbacks Coach","White",2014,2020
"832","TCU","Curtis Luper","Offensive Coordinator/Running Backs Coach","Black",2017,2019
"833","Temple","Charlie Fisher","Offensive Coordinator/Quarterbacks Coach","White",2000,2001
"834","Temple","Dave Brock","Offensive Coordinator/Quarterbacks Coach","White",2002,2004
"835","Temple","Willie Slater","Offensive Coordinator/Quarterbacks Coach","Black",2005,2005
"836","Temple","George DeLeone","Offensive Coordinator/Quarterbacks Coach","White",2006,2007
"837","Temple","Matt Rhule","Offensive Coordinator/Quarterbacks Coach","White",2008,2010
"838","Temple","Scot Loeffler","Offensive Coordinator/Quarterbacks Coach","White",2011,2011
"839","Temple","Ryan Day","Offensive Coordinator/Wide Receivers Coach","White",2012,2012
"840","Temple","Marcus Satterfield","Offensive Coordinator/Quarterbacks Coach","White",2013,2015
"841","Temple","Glenn Thomas","Offensive Coordinator/Quarterbacks Coach","White",2016,2016
"842","Temple","Dave Patenaude","Offensive Coordinator/Quarterbacks Coach","White",2017,2018
"843","Temple","Mike Uremovich","Offensive Coordinator/Tight Ends Coach","White",2019,2021
"844","Tennessee","Randy Sanders","Offensive Coordinator/Quarterbacks Coach","White",2000,2005
"845","Tennessee","Greg Adkins","Tight Ends Coach/Offensive Line Coach/Recruiting Coordinator","White",2004,2005
"846","Tennessee","David Cutcliffe","Offensive Coordinator/Quarterbacks Coach","White",2006,2007
"847","Tennessee","Matt Luke","Tight Ends Coach/Offensive Line Coach/Recruiting Coordinator","White",2006,2007
"848","Tennessee","Dave Clawson","Offensive Coordinator/Quarterbacks Coach","White",2008,2008
"849","Tennessee","Jim Chaney","Offensive Coordinator/Tight Ends Coach","White",2009,2020
"850","Tennessee","Mike Bajakian","Offensive Coordinator/Quarterbacks Coach","White",2013,2014
"851","Tennessee","Mike DeBord","Offensive Coordinator/Quarterbacks Coach","White",2015,2016
"852","Tennessee","Larry Scott","Offensive Coordinator/Tight Ends Coach","Black",2017,2017
"853","Tennessee","Tyson Helton","Offensive Coordinator/Quarterbacks Coach","White",2018,2018
"854","Tennessee","Alex Golesh","Tight Ends Coach/Offensive Coordinator","White",2021,2021
"855","Texas","Greg Davis","Offensive Coordinator/Quarterbacks Coach","White",2000,2010
"856","Texas","Bryan Harsin","Offensive Coordinator/Quarterbacks Coach","White",2011,2012
"857","Texas","Major Applewhite","Offensive Coordinator/Running Backs Coach","White",2011,2013
"858","Texas","Darrell Wyatt","Offensive Coordinator/Wide Receivers Coach","White",2013,2013
"859","Texas","Joe Wickline","Offensive Coordinator/Offensive Line Coach","White",2014,2015
"860","Texas","Jay Norvell","Offensive Coordinator/Wide Receivers Coach","Black",2015,2015
"861","Texas","Sterlin Gilbert","Offensive Coordinator/Quarterbacks Coach","White",2016,2016
"862","Texas","Tim Beck","Offensive Coordinator/Quarterbacks Coach","White",2017,2019
"863","Texas","Herb Hand","Offensive Coordinator/Offensive Line Coach","White",2018,2020
"864","Texas","Mike Yurcich","Offensive Coordinator/Quarterbacks Coach","White",2020,2020
"865","Texas","Kyle Flood","Offensive Coordinator/Offensive Line Coach","White",2021,2021
"866","Texas A&M","Steve Kragthorpe","Offensive Coordinator/Quarterbacks Coach","White",2000,2000
"867","Texas A&M","Dino Babers","Offensive Coordinator/Quarterbacks Coach","Black",2001,2001
"868","Texas A&M","Kevin Sumlin","Offensive Coordinator/Wide Receivers Coach","Black",2002,2002
"869","Texas A&M","Les Koenning","Offensive Coordinator/Quarterbacks Coach","White",2003,2007
"870","Texas A&M","Nolan Cromwell","Offensive Coordinator/Wide Receivers Coach","White",2008,2009
"871","Texas A&M","Kliff Kingsbury","Offensive Coordinator/Quarterbacks Coach","White",2012,2012
"872","Texas A&M","Clarence McKinney","Offensive Coordinator/Running Backs Coach","Black",2013,2013
"873","Texas A&M","Jake Spavital","Offensive Coordinator/Quarterbacks Coach","White",2013,2015
"874","Texas A&M","Noel Mazzone","Offensive Coordinator/Quarterbacks Coach","White",2016,2017
"875","Texas A&M","Darrell Dickey","Offensive Coordinator/Quarterbacks Coach","White",2018,2021
"876","Texas A&M","Jay Graham","Offensive Coordinator/Running Backs Coach","Black",2019,2019
"877","Texas State","Jeff Conway","Offensive Coordinator/Running Backs Coach/Tight Ends Coach","White",2012,2015
"878","Texas State","Adrian Mayes","Offensive Line Coach/Recruiting Coordinator","Black",2016,2016
"879","Texas State","Brett Elliott","Offensive Coordinator/Quarterbacks Coach","White",2016,2016
"880","Texas State","Jacob Peeler","Offensive Coordinator/Quarterbacks Coach","White",2020,2021
"881","Texas Tech","Dana Holgorsen","Offensive Coordinator/Inside Receivers Coach","White",2005,2007
"882","Texas Tech","Sonny Dykes","Offensive Coordinator/Wide Receivers Coach","White",2005,2006
"883","Texas Tech","Neal Brown","Offensive Coordinator/Quarterbacks Coach","White",2010,2012
"884","Texas Tech","Eric Morris","Offensive Coordinator/Inside Receivers Coach","White",2013,2017
"885","Texas Tech","Sonny Cumbie","Offensive Coordinator/Outside Receivers Coach","White",2013,2021
"886","Texas Tech","Clay McGuire","Offensive Coordinator/Running Backs Coach","White",2018,2018
"887","Texas Tech","Kevin Johns","Offensive Coordinator/Inside Receivers Coach","White",2018,2018
"888","Texas Tech","David Yost","Offensive Coordinator/Quarterbacks Coach","White",2019,2020
"889","Toledo","Dave Christensen","Offensive Coordinator/Offensive Line Coach","White",2000,2000
"890","Toledo","John Shannon","Offensive Coordinator","White",2005,2007
"891","Toledo","Chris Hedden","Offensive Coordinator","White",2008,2008
"892","Toledo","Matt Campbell","Offensive Coordinator/Offensive Line Coach","White",2010,2011
"893","Toledo","Jason Candle","Offensive Coordinator/Wide Receivers Coach","White",2012,2015
"894","Toledo","Brian Wright","Offensive Coordinator/Quarterbacks Coach","White",2016,2019
"895","Toledo","Mike Hallett","Offensive Coordinator/Offensive Line Coach","White",2020,2021
"896","Toledo","Robert Weiner","Offensive Coordinator/Quarterbacks Coach","White",2020,2021
"897","Troy","John Shannon","Offensive Coordinator/Quarterbacks Coach","White",2001,2002
"898","Troy","Mark Fleetwood","Offensive Coordinator/Quarterbacks Coach","White",2003,2005
"899","Troy","Tony Franklin","Offensive Coordinator/Quarterbacks Coach","White",2006,2007
"900","Troy","Neal Brown","Offensive Coordinator/Quarterbacks Coach","White",2008,2009
"901","Troy","Kenny Edenfield","Offensive Coordinator/Inside Receivers Coach","White",2010,2017
"902","Troy","Matt Moore","Offensive Coordinator/Offensive Line Coach","White",2015,2018
"903","Troy","Sean Reagan","Offensive Coordinator/Quarterbacks Coach","White",2018,2018
"904","Troy","Ryan Pugh","Offensive Coordinator/Offensive Line Coach","White",2019,2020
"905","Troy","Luke Meadows","Offensive Coordinator/Offensive Line Coach","White",2021,2021
"906","Tulane","Frank Scelfo","Offensive Coordinator/Quarterbacks Coach","White",2000,2006
"907","Tulane","Dan Dodd","Offensive Coordinator/Quarterbacks Coach","White",2007,2010
"908","Tulane","Greg Davis Jr.","Offensive Coordinator/Running Backs Coach","White",2011,2011
"909","Tulane","Eric Price","Offensive Coordinator","White",2012,2015
"910","Tulane","Doug Ruse","Offensive Coordinator/Quarterbacks Coach","White",2016,2018
"911","Tulane","Will Hall","Offensive Coordinator/Quarterbacks Coach","White",2019,2020
"912","Tulane","Chip Long","Offensive Coordinator","White",2021,2021
"913","Tulsa","Jim Gilstrap","Offensive Coordinator/Running Backs Coach","White",2000,2001
"914","Tulsa","Dan Lounsbury","Offensive Coordinator/Quarterbacks Coach","White",2002,2002
"915","Tulsa","Charlie Stubbs","Offensive Coordinator/Quarterbacks Coach","White",2003,2006
