"","College","Coach","Role","Race","year_start","year_end"
"304","Georgia State","Luke Huard","Quarterbacks Coach/Offensive Coordinator","White",2016,2016
"305","Georgia State","Travis Trickett","Offensive Coordinator/Quarterbacks Coach","White",2017,2018
"306","Georgia State","Brad Glenn","Offensive Coordinator/Quarterbacks Coach","White",2019,2021
"307","Georgia Tech","Ralph Friedgen","Offensive Coordinator/Quarterbacks Coach","White",2000,2000
"308","Georgia Tech","Bill O'Brien","Offensive Coordinator/Quarterbacks Coach","White",2001,2002
"309","Georgia Tech","Buddy Geis","Offensive Coordinator/Wide Receivers Coach","White",2003,2003
"310","Georgia Tech","Patrick Nix","Offensive Coordinator/Quarterbacks Coach","White",2003,2006
"311","Georgia Tech","John Bond","Offensive Coordinator","White",2007,2007
"312","Georgia Tech","Dave Patenaude","Offensive Coordinator/Quarterbacks Coach","White",2019,2021
"313","Hawai'i","Ron Lee","Offensive Coordinator/Wide Receivers Coach","Other",2008,2009
"314","Hawai'i","Nick Rolovich","Offensive Coordinator/Quarterbacks Coach","White",2010,2011
"315","Hawai'i","Tommy Lee","Offensive Coordinator/Wide Receivers Coach","White",2012,2012
"316","Hawai'i","Aaron Price","Offensive Coordinator/Wide Receivers Coach","White",2013,2013
"317","Hawai'i","Don Bailey","Offensive Coordinator/Quarterbacks Coach","White",2015,2015
"318","Hawai'i","Brian Smith","Offensive Coordinator/Running Backs Coach","White",2016,2019
"319","Hawai'i","G.J. Kinne","Offensive Coordinator/Quarterbacks Coach","White",2020,2020
"320","Hawai'i","Tony Hull","Offensive Coordinator/Inside Receivers Coach","Black",2020,2020
"321","Hawai'i","Bo Graham","Offensive Coordinator/Quarterbacks Coach","White",2021,2021
"322","Houston","Phil Davis","Offensive Coordinator/Quarterbacks Coach","White",2000,2000
"323","Houston","Clancy Barone","Offensive Coordinator/Offensive Line Coach","White",2001,2002
"324","Houston","Dave Warner","Offensive Coordinator/Quarterbacks Coach","White",2001,2002
"325","Houston","Philip Montgomery","Offensive Coordinator/Quarterbacks Coach/Running Backs Coach","White",2007,2007
"326","Houston","Randy Clements","Offensive Coordinator/Offensive Line Coach","White",2007,2007
"327","Houston","Dana Holgorsen","Offensive Coordinator/Quarterbacks Coach","White",2008,2009
"328","Houston","Jason Phillips","Offensive Coordinator/Wide Receivers Coach","Black",2008,2011
"329","Houston","Kliff Kingsbury","Offensive Coordinator/Quarterbacks Coach","White",2010,2011
"330","Houston","Mike Nesbitt","Offensive Coordinator/Quarterbacks Coach","White",2012,2012
"331","Houston","Doug Meacham","Offensive Coordinator/Quarterbacks Coach","White",2013,2013
"332","Houston","Travis Bush","Offensive Coordinator/Running Backs Coach","White",2013,2014
"333","Houston","Major Applewhite","Offensive Coordinator/Quarterbacks Coach","White",2015,2016
"334","Houston","Brian Johnson","Offensive Coordinator/Quarterbacks Coach","Black",2017,2017
"335","Houston","Kendal Briles","Offensive Coordinator/Quarterbacks Coach","White",2018,2018
"336","Houston","Brandon Jones","Offensive Coordinator/Offensive Line Coach","Black",2019,2020
"337","Houston","Marquel Blackwell","Offensive Coordinator/Quarterbacks Coach","Black",2019,2019
"338","Houston","Shannon Dawson","Offensive Coordinator/Quarterbacks Coach","White",2020,2020
"339","Illinois","Mike Locksley","Offensive Coordinator/Tight Ends Coach","Black",2005,2008
"340","Illinois","Mike Schultz","Offensive Coordinator/Tight Ends Coach","White",2009,2009
"341","Illinois","Paul Petrino","Offensive Coordinator/Wide Receivers Coach","White",2010,2011
"342","Illinois","Billy Gonzales","Offensive Coordinator/Wide Receivers Coach","Other",2012,2012
"343","Illinois","Chris Beatty","Offensive Coordinator/Quarterbacks Coach","Black",2012,2012
"344","Illinois","Bill Cubit","Offensive Coordinator/Quarterbacks Coach","White",2013,2014
"345","Illinois","Garrick McGee","Offensive Coordinator/Quarterbacks Coach","Black",2016,2017
"346","Illinois","Rod Smith","Offensive Coordinator/Quarterbacks Coach","White",2018,2020
"347","Illinois","Tony Petersen","Offensive Coordinator/Quarterbacks Coach","White",2021,2021
"348","Indiana","Hal Hunter","Offensive Coordinator/Offensive Line Coach","White",2000,2001
"349","Indiana","Al Borges","Offensive Coordinator/Quarterbacks Coach","White",2002,2003
"350","Indiana","Steve Addazio","Offensive Coordinator/Offensive Line Coach","White",2004,2004
"351","Indiana","Bill Lynch","Offensive Coordinator/Tight Ends Coach","White",2005,2005
"352","Indiana","Matt Canada","Offensive Coordinator/Quarterbacks Coach","White",2007,2010
"353","Indiana","Kevin Johns","Offensive Coordinator/Wide Receivers Coach","White",2011,2016
"354","Indiana","Rod Smith","Offensive Coordinator/Quarterbacks Coach","White",2011,2011
"355","Indiana","Seth Littrell","Offensive Coordinator/Tight Ends Coach","White",2012,2013
"356","Indiana","Greg Frey","Offensive Coordinator/Offensive Line Coach","White",2014,2016
"357","Indiana","Mike DeBord","Offensive Coordinator/Tight Ends Coach","White",2017,2017
"358","Indiana","Kalen DeBoer","Offensive Coordinator/Quarterbacks Coach","White",2019,2019
"359","Indiana","Grant Heard","Offensive Coordinator/Wide Receivers Coach","Black",2020,2021
"360","Indiana","Nick Sheridan","Offensive Coordinator/Quarterbacks Coach","White",2020,2021
"361","Iowa","Ken O'Keefe","Offensive Coordinator/Quarterbacks Coach","White",2000,2011
"362","Iowa","Greg Davis","Offensive Coordinator/Quarterbacks Coach","White",2012,2016
"363","Iowa","Brian Ferentz","Offensive Coordinator/Running Backs Coach","White",2017,2021
"364","Iowa State","Steve Loney","Offensive Coordinator/Offensive Line Coach","White",2000,2001
"365","Iowa State","Steve Brickey","Offensive Coordinator/Quarterbacks Coach","White",2002,2003
"366","Iowa State","Barney Cotton","Offensive Coordinator/Offensive Line Coach","White",2004,2005
"367","Iowa State","Robert McFarland","Offensive Coordinator","White",2007,2008
"368","Iowa State","Tom Herman","Offensive Coordinator/Quarterbacks Coach","White",2009,2011
"369","Iowa State","Courtney Messingham","Offensive Coordinator/Quarterbacks Coach","White",2012,2013
"370","Iowa State","Mark Mangino","Offensive Coordinator/Tight Ends Coach","White",2014,2015
"371","Iowa State","Tom Manning","Offensive Coordinator/Offensive Line Coach","White",2016,2021
"372","Kansas","Bill Salmon","Offensive Coordinator/Running Backs Coach","White",2000,2000
"373","Kansas","Rip Scherer","Offensive Coordinator/Quarterbacks Coach","White",2001,2001
"374","Kansas","Nick Quartaro","Offensive Coordinator/Quarterbacks Coach","White",2002,2006
"375","Kansas","Ed Warinner","Offensive Coordinator/Quarterbacks Coach","White",2007,2009
"376","Kansas","Chuck Long","Offensive Coordinator/Quarterbacks Coach","White",2010,2011
"377","Kansas","David Beaty","Offensive Coordinator/Wide Receivers Coach","White",2011,2011
"378","Kansas","John Reagan","Offensive Coordinator/Offensive Line Coach","White",2014,2014
"379","Kansas","Rob Likens","Offensive Coordinator/Quarterbacks Coach","White",2015,2016
"380","Kansas","Doug Meacham","Offensive Coordinator/Wide Receivers Coach","White",2017,2018
"381","Kansas","Les Koenning","Offensive Coordinator/Quarterbacks Coach","White",2019,2019
"382","Kansas","Brent Dearmon","Offensive Coordinator/Quarterbacks Coach","White",2020,2020
"383","Kansas","Andy Kotelnicki","Offensive Coordinator","White",2021,2021
"384","Kansas State","Ron Hudson","Offensive Coordinator/Quarterbacks Coach","White",2000,2002
"385","Kansas State","Del Miller","Offensive Coordinator/Quarterbacks Coach","White",2003,2016
"386","Kansas State","Greg Peterson","Offensive Coordinator/Wide Receivers Coach","White",2003,2004
"387","Kansas State","James Franklin","Offensive Coordinator/Quarterbacks Coach","Black",2006,2007
"388","Kansas State","Dave Brock","Offensive Coordinator/Wide Receivers Coach","White",2008,2008
"389","Kansas State","Dana Dimel","Offensive Coordinator/Running Backs Coach","White",2009,2017
"390","Kansas State","Andre Coleman","Offensive Coordinator/Wide Receivers Coach","Black",2018,2018
"391","Kansas State","Charlie Dickey","Offensive Coordinator/Offensive Line Coach","White",2018,2018
"392","Kansas State","Collin Klein","Offensive Coordinator/Quarterbacks Coach","White",2018,2018
"393","Kansas State","Courtney Messingham","Offensive Coordinator/Tight Ends Coach","White",2019,2021
"394","Kent State","Mike Drake","Offensive Coordinator/Quarterbacks Coach","White",2000,2003
"395","Kent State","Doug Martin","Offensive Coordinator/Quarterbacks Coach","White",2003,2003
"396","Kent State","A.J. Pratt","Offensive Coordinator/Wide Receivers Coach","White",2009,2009
"397","Kent State","Brian Rock","Offensive Coordinator/Quarterbacks Coach","White",2013,2013
"398","Kent State","Don Treadwell","Offensive Coordinator/Quarterbacks Coach","White",2015,2017
"399","Kent State","Andrew Sowder","Offensive Coordinator/Quarterbacks Coach","White",2018,2021
"400","Kentucky","Tony Franklin","Offensive Coordinator/Quarterbacks Coach/Wide Receivers Coach","White",2000,2000
"401","Kentucky","Brent Pease","Offensive Coordinator/Quarterbacks Coach","White",2001,2002
"402","Kentucky","Ron Hudson","Offensive Coordinator/Quarterbacks Coach","White",2003,2004
"403","Kentucky","Joker Phillips","Offensive Coordinator/Wide Receivers Coach","Black",2005,2009
"404","Kentucky","Randy Sanders","Offensive Coordinator/Quarterbacks Coach","White",2009,2012
"405","Kentucky","Neal Brown","Offensive Coordinator/Quarterbacks Coach","White",2013,2014
"406","Kentucky","Shannon Dawson","Offensive Coordinator/Quarterbacks Coach","White",2015,2015
"407","Kentucky","Darin Hinshaw","Offensive Coordinator/Quarterbacks Coach","White",2016,2020
"408","Kentucky","Eddie Gran","Offensive Coordinator/Running Backs Coach","White",2016,2019
"409","Kentucky","Liam Coen","Offensive Coordinator","White",2021,2021
"410","Liberty","Joe Dailey","Offensive Coordinator/Quarterbacks Coach","Black",2018,2018
"411","Liberty","Kent Austin","Offensive Coordinator/Quarterbacks Coach","White",2019,2021
"412","Liberty","Maurice Harris","Offensive Coordinator/Wide Receivers Coach","Black",2019,2021
"413","Louisiana","Larry Edmondson","Offensive Coordinator/Quarterbacks Coach","White",2000,2001
"414","Louisiana","Rob Christophel","Offensive Coordinator/Quarterbacks Coach","White",2002,2006
"415","Louisiana","Blake Anderson","Offensive Coordinator/Quarterbacks Coach","White",2007,2007
"416","Louisiana","Troy Wingerter","Tight Ends Coach/Offensive Line Coach/Recruiting Coordinator","White",2008,2008
"417","Louisiana","Ron Hudson","Offensive Coordinator/Offensive Line Coach","White",2009,2010
"418","Louisiana","Jay Johnson","Offensive Coordinator/Quarterbacks Coach","White",2011,2015
"419","Louisiana","Jorge Munoz","Offensive Coordinator/Quarterbacks Coach","White",2016,2016
"420","Louisiana","Will Hall","Offensive Coordinator/Quarterbacks Coach","White",2017,2017
"421","Louisiana","Rob Sale","Offensive Coordinator/Offensive Line Coach","White",2018,2020
"422","Louisiana","Michael Desormeaux","Offensive Coordinator/Tight Ends Coach","White",2021,2021
"423","Louisiana","Tim Leger","Wide Receivers Coach/Offensive Coordinator/Recruiting Coordinator","White",2021,2021
"424","Louisiana Monroe","Roger Carr","Offensive Coordinator/Wide Receivers Coach","White",2000,2000
"425","Louisiana Monroe","Stan Humphries","Offensive Coordinator/Quarterbacks Coach","White",2001,2001
"426","Louisiana Monroe","Tommy Condell","Offensive Coordinator/Quarterbacks Coach","White",2002,2003
"427","Louisiana Monroe","Todd Berry","Offensive Coordinator/Quarterbacks Coach","White",2004,2005
"428","Louisiana Monroe","Nate Kaczor","Offensive Coordinator/Tight Ends Coach","White",2007,2007
"429","Louisiana Monroe","Steve Farmer","Offensive Coordinator/Offensive Line Coach","White",2007,2015
"430","Louisiana Monroe","Matt Kubik","Offensive Coordinator/Quarterbacks Coach","White",2016,2019
"431","Louisiana Monroe","Eman Naghavi","Offensive Coordinator/Offensive Line Coach","White",2020,2020
"432","Louisiana Tech","Conroy Hines","Offensive Coordinator/Wide Receivers Coach","White",2000,2006
"433","Louisiana Tech","Rob Spence","Offensive Coordinator/Quarterbacks Coach","White",2000,2000
"434","Louisiana Tech","Frank Scelfo","Offensive Coordinator/Quarterbacks Coach","White",2007,2009
"435","Louisiana Tech","Tony Franklin","Offensive Coordinator/Quarterbacks Coach","White",2010,2012
"436","Louisiana Tech","Tony Petersen","Offensive Coordinator/Quarterbacks Coach","White",2013,2015
"437","Louisiana Tech","Todd Fitch","Offensive Coordinator/Outside Receivers Coach","White",2016,2019
"438","Louisiana Tech","Joe Sloan","Offensive Coordinator/Quarterbacks Coach","White",2020,2021
"439","Louisville","Scott Linehan","Offensive Coordinator/Quarterbacks Coach","White",2000,2001
"440","Louisville","John Pettas","Offensive Coordinator/Quarterbacks Coach","White",2002,2002
"441","Louisville","Paul Petrino","Offensive Coordinator/Wide Receivers Coach","White",2003,2006
"442","Louisville","Charlie Stubbs","Offensive Coordinator/Wide Receivers Coach","White",2007,2007
"443","Louisville","Jeff Brohm","Offensive Coordinator/Quarterbacks Coach","White",2008,2008
"444","Louisville","Mike Sanford Sr.","Offensive Coordinator/Tight Ends Coach","White",2011,2011
"445","Louisville","Shawn Watson","Offensive Coordinator/Quarterbacks Coach","White",2012,2013
"446","Louisville","Garrick McGee","Offensive Coordinator/Quarterbacks Coach","Black",2014,2015
"447","Louisville","Chris Klenakis","Offensive Coordinator/Offensive Line Coach","White",2016,2016
"448","Louisville","Lonnie Galloway","Offensive Coordinator/Wide Receivers Coach","Black",2016,2018
"449","Louisville","Mike Summers","Offensive Coordinator/Offensive Line Coach","White",2017,2018
"450","Louisville","Dwayne Ledford","Offensive Coordinator/Offensive Line Coach","White",2019,2020
"451","LSU","Jimbo Fisher","Offensive Coordinator/Quarterbacks Coach","White",2000,2006
"452","LSU","Gary Crowton","Offensive Coordinator/Quarterbacks Coach","White",2007,2010
"453","LSU","Greg Studrawa","Offensive Coordinator/Offensive Line Coach","White",2011,2012
"454","LSU","Cam Cameron","Offensive Coordinator/Quarterbacks Coach","White",2013,2016
"455","LSU","Steve Ensminger","Offensive Coordinator/Tight Ends Coach","White",2016,2020
"456","LSU","Matt Canada","Offensive Coordinator/Quarterbacks Coach","White",2017,2017
"457","LSU","Jake Peetz","Offensive Coordinator","White",2021,2021
"458","Marshall","Ed Zaunbrecher","Offensive Coordinator/Quarterbacks Coach","White",2000,2001
"459","Marshall","Larry Kueck","Offensive Coordinator/Quarterbacks Coach","White",2004,2007
"460","Marshall","John Shannon","Offensive Coordinator/Quarterbacks Coach","White",2008,2009
"461","Marshall","Bill Legg","Offensive Coordinator/Offensive Line Coach","White",2010,2017
"462","Marshall","Todd Goebbel","Offensive Coordinator/Quarterbacks Coach","White",2017,2017
"463","Marshall","Tim Cramsey","Offensive Coordinator/Quarterbacks Coach","White",2018,2021
"464","Marshall","Greg Adkins","Offensive Line Coach/Recruiting Coordinator","White",2020,2020
"465","Maryland","Bob Heffner","Offensive Coordinator/Tight Ends Coach/Offensive Line Coach","White",2000,2000
"466","Maryland","Mike Gundy","Offensive Coordinator/Quarterbacks Coach","White",2000,2000
"467","Maryland","Charlie Taaffe","Offensive Coordinator/Quarterbacks Coach","White",2001,2005
"468","Maryland","James Franklin","Offensive Coordinator/Quarterbacks Coach","Black",2008,2010
"469","Maryland","Gary Crowton","Offensive Coordinator/Quarterbacks Coach","White",2011,2011
"470","Maryland","Mike Locksley","Offensive Coordinator/Quarterbacks Coach","Black",2012,2014
"471","Maryland","Walt Bell","Offensive Coordinator/Quarterbacks Coach","White",2016,2017
"472","Maryland","Chris Beatty","Offensive Coordinator/Wide Receivers Coach","Black",2018,2018
"473","Maryland","Joker Phillips","Offensive Coordinator/Wide Receivers Coach","Black",2019,2020
"474","Maryland","Scottie Montgomery","Offensive Coordinator/Quarterbacks Coach","Black",2019,2020
"475","Maryland","Dan Enos","Offensive Coordinator/Quarterbacks Coach","White",2021,2021
"476","UMass","Mike Kruczek","Offensive Coordinator/Quarterbacks Coach","White",2012,2012
"477","UMass","John Bond","Offensive Coordinator/Quarterbacks Coach","White",2013,2013
"478","UMass","Angelo Mirando","Offensive Coordinator","White",2020,2020
"479","Memphis","Randy Fichtner","Offensive Coordinator/Quarterbacks Coach","White",2001,2006
"480","Memphis","Clay Helton","Offensive Coordinator/Quarterbacks Coach","White",2007,2009
"481","Memphis","Eric Price","Offensive Coordinator/Wide Receivers Coach","White",2010,2011
"482","Memphis","Blake Miller","Offensive Coordinator/Offensive Line Coach","White",2011,2011
"483","Memphis","Darrell Dickey","Offensive Coordinator/Running Backs Coach","White",2012,2017
"484","Memphis","Brad Cornelsen","Offensive Coordinator/Quarterbacks Coach","White",2015,2015
"485","Memphis","Chip Long","Offensive Coordinator/Tight Ends Coach","White",2016,2016
"486","Memphis","Kenny Dillingham","Offensive Coordinator/Quarterbacks Coach","White",2018,2018
"487","Memphis","Kevin Johns","Offensive Coordinator/Quarterbacks Coach","White",2019,2021
"488","Miami","Larry Coker","Offensive Coordinator/Quarterbacks Coach","White",2000,2000
"489","Miami","Rob Chudzinski","Offensive Coordinator/Tight Ends Coach","White",2001,2003
"490","Miami","Dan Werner","Offensive Coordinator/Quarterbacks Coach","White",2004,2005
"491","Miami","Rich Olson","Offensive Coordinator/Running Backs Coach","White",2006,2006
"492","Miami","Patrick Nix","Offensive Coordinator/Quarterbacks Coach","White",2007,2008
"493","Miami","Mark Whipple","Offensive Coordinator/Quarterbacks Coach","White",2009,2010
"494","Miami","Jedd Fisch","Offensive Coordinator/Quarterbacks Coach","White",2011,2012
"495","Miami","James Coley","Offensive Coordinator/Quarterbacks Coach","White",2013,2015
"496","Miami","Thomas Brown","Offensive Coordinator/Running Backs Coach","Black",2016,2018
"497","Miami","Ron Dugans","Offensive Coordinator/Wide Receivers Coach","Black",2018,2018
"498","Miami","Dan Enos","Offensive Coordinator/Quarterbacks Coach","White",2019,2019
"499","Miami","Rhett Lashlee","Offensive Coordinator/Quarterbacks Coach","White",2020,2021
"500","Miami (OH)","Greg Seamon","Offensive Coordinator/Quarterbacks Coach","White",2000,2000
"501","Miami (OH)","Shane Montgomery","Offensive Coordinator/Quarterbacks Coach","White",2001,2004
"502","Miami (OH)","Peter Vaas","Offensive Coordinator/Tight Ends Coach","White",2009,2009
"503","Miami (OH)","Morris Watts","Offensive Coordinator/Quarterbacks Coach","White",2010,2010
"504","Miami (OH)","John Klacik","Offensive Coordinator/Offensive Line Coach","?",2011,2013
"505","Miami (OH)","Eric Koehler","Offensive Coordinator/Quarterbacks Coach","White",2014,2021
"506","Miami (OH)","George Barnett","Offensive Coordinator/Offensive Line Coach","White",2014,2020
"507","Michigan","Stan Parrish","Offensive Coordinator/Quarterbacks Coach","White",2000,2001
"508","Michigan","Terry Malone","Offensive Coordinator/Tight Ends Coach","White",2002,2005
"509","Michigan","Mike DeBord","Offensive Coordinator/Tight Ends Coach","White",2006,2007
"510","Michigan","Calvin Magee","Offensive Coordinator/Tight Ends Coach","Black",2008,2010
"511","Michigan","Al Borges","Offensive Coordinator/Quarterbacks Coach","White",2011,2013
"512","Michigan","Doug Nussmeier","Offensive Coordinator/Quarterbacks Coach","White",2014,2014
"513","Michigan","Tim Drevno","Offensive Coordinator/Offensive Line Coach","White",2015,2017
"514","Michigan","Josh Gattis","Offensive Coordinator/Wide Receivers Coach","Black",2019,2021
"515","Michigan","Sherrone Moore","Offensive Coordinator/Offensive Line Coach","Black",2021,2021
"516","Michigan State","Morris Watts","Offensive Coordinator/Quarterbacks Coach","White",2000,2001
"517","Michigan State","Dave Baldwin","Offensive Coordinator/Tight Ends Coach","White",2003,2006
"518","Michigan State","Don Treadwell","Offensive Coordinator/Wide Receivers Coach","White",2007,2010
"519","Michigan State","Dan Roushar","Offensive Coordinator/Tight Ends Coach","White",2011,2012
"520","Michigan State","Dave Warner","Offensive Coordinator/Running Backs Coach","White",2013,2018
"521","Michigan State","Jim Bollman","Offensive Coordinator/Tight Ends Coach","White",2013,2018
"522","Michigan State","Brad Salem","Offensive Coordinator/Running Backs Coach","White",2019,2019
"523","Michigan State","Jay Johnson","Offensive Coordinator/Quarterbacks Coach","White",2020,2021
"524","Middle Tennessee","Larry Fedora","Offensive Coordinator","White",2000,2001
"525","Middle Tennessee","Steve Campbell","Offensive Coordinator/Offensive Line Coach","White",2002,2002
"526","Middle Tennessee","Blake Anderson","Offensive Coordinator/Wide Receivers Coach","White",2003,2004
"527","Middle Tennessee","Darin Hinshaw","Offensive Coordinator","White",2003,2005
"528","Middle Tennessee","G.A. Mangus","Offensive Coordinator/Quarterbacks Coach","White",2006,2008
"529","Middle Tennessee","Tony Franklin","Offensive Coordinator/Quarterbacks Coach","White",2009,2020
"530","Middle Tennessee","Mike Schultz","Offensive Coordinator/Quarterbacks Coach","White",2010,2010
"531","Middle Tennessee","Willie Simmons","Offensive Coordinator/Running Backs Coach","Black",2011,2011
"532","Middle Tennessee","Buster Faulkner","Offensive Coordinator/Quarterbacks Coach","White",2012,2015
"533","Middle Tennessee","Brent Dearmon","Offensive Coordinator/Quarterbacks Coach","White",2021,2021
"534","Minnesota","Mitch Browning","Offensive Coordinator/Tight Ends Coach/Offensive Line Coach","White",2000,2006
"535","Minnesota","Tony Petersen","Offensive Coordinator/Quarterbacks Coach","White",2000,2005
"536","Minnesota","Mike Dunbar","Offensive Coordinator/Quarterbacks Coach","White",2007,2008
"537","Minnesota","Jedd Fisch","Offensive Coordinator/Quarterbacks Coach","White",2009,2009
"538","Minnesota","Jeff Horton","Offensive Coordinator/Quarterbacks Coach","White",2010,2010
"539","Minnesota","Thomas Hammock","Offensive Coordinator/Running Backs Coach","Black",2010,2010
"540","Minnesota","Matt Limegrover","Offensive Coordinator/Offensive Line Coach","White",2011,2015
"541","Minnesota","Jay Johnson","Offensive Coordinator/Quarterbacks Coach","White",2016,2016
"542","Minnesota","Kirk Ciarrocca","Offensive Coordinator/Quarterbacks Coach","White",2017,2019
"543","Minnesota","Matt Simon","Offensive Coordinator/Wide Receivers Coach","Black",2020,2021
"544","Minnesota","Mike Sanford Jr.","Offensive Coordinator/Quarterbacks Coach","White",2020,2021
"545","Mississippi State","Sparky Woods","Offensive Coordinator/Quarterbacks Coach","White",2000,2002
"546","Mississippi State","Morris Watts","Offensive Coordinator/Quarterbacks Coach","White",2003,2003
"547","Mississippi State","Woody McCorvey","Offensive Coordinator/Quarterbacks Coach","Black",2004,2008
"548","Mississippi State","Les Koenning","Offensive Coordinator/Quarterbacks Coach","White",2009,2013
"549","Mississippi State","Billy Gonzales","Offensive Coordinator/Wide Receivers Coach","Other",2014,2017
"550","Mississippi State","John Hevesy","Offensive Coordinator/Offensive Line Coach","White",2014,2017
"551","Mississippi State","Luke Getsy","Offensive Coordinator/Wide Receivers Coach","White",2018,2018
"552","Missouri","Andy Hill","Offensive Coordinator/Wide Receivers Coach","White",2000,2000
"553","Missouri","Bill Cubit","Offensive Coordinator/Quarterbacks Coach","White",2000,2000
"554","Missouri","Dave Christensen","Offensive Coordinator/Offensive Line Coach","White",2001,2008
"555","Missouri","David Yost","Offensive Coordinator/Quarterbacks Coach","White",2009,2012
"556","Missouri","Josh Henson","Offensive Coordinator/Tight Ends Coach/Offensive Line Coach","White",2013,2015
"557","Missouri","Josh Heupel","Offensive Coordinator/Quarterbacks Coach","White",2016,2017
"558","Missouri","Derek Dooley","Offensive Coordinator/Quarterbacks Coach","White",2018,2019
"559","Navy","Gene McKeehan","Offensive Line Coach/Recruiting Coordinator","White",2000,2000
"560","Navy","Mike Vaught","Offensive Coordinator","White",2000,2000
"561","Navy","Mark Hudspeth","Offensive Coordinator","White",2001,2001
"562","Navy","Ivin Jasper","Offensive Coordinator/Quarterbacks Coach","Black",2008,2021
"563","NC State","Norm Chow","Offensive Coordinator/Quarterbacks Coach","Other",2000,2000
"564","NC State","Marty Galbraith","Offensive Coordinator/Offensive Line Coach","White",2001,2002
"565","NC State","Noel Mazzone","Offensive Coordinator/Tight Ends Coach","White",2003,2004
"566","NC State","Marc Trestman","Offensive Coordinator/Quarterbacks Coach","White",2005,2006
"567","NC State","Dana Bible","Offensive Coordinator/Quarterbacks Coach/Wide Receivers Coach","White",2007,2012
"568","NC State","Matt Canada","Offensive Coordinator/Quarterbacks Coach","White",2013,2015
"569","NC State","Eliah Drinkwitz","Offensive Coordinator/Quarterbacks Coach","White",2016,2018
"570","NC State","Des Kitchings","Offensive Coordinator/Running Backs Coach","Black",2019,2019
"571","NC State","George McDonald","Offensive Coordinator/Wide Receivers Coach","Black",2019,2019
"572","NC State","Tim Beck","Offensive Coordinator/Quarterbacks Coach","White",2020,2021
"573","Nebraska","Barney Cotton","Offensive Coordinator/Offensive Line Coach","White",2003,2003
"574","Nebraska","Jay Norvell","Offensive Coordinator/Quarterbacks Coach","Black",2004,2006
"575","Nebraska","Shawn Watson","Offensive Coordinator/Quarterbacks Coach","White",2007,2010
"576","Nebraska","Tim Beck","Offensive Coordinator/Quarterbacks Coach","White",2011,2014
"577","Nebraska","Danny Langsdorf","Offensive Coordinator/Quarterbacks Coach","White",2015,2017
"578","Nebraska","Troy Walters","Offensive Coordinator/Wide Receivers Coach","Black",2018,2019
"579","Nebraska","Matt Lubick","Offensive Coordinator/Wide Receivers Coach","White",2020,2021
"580","Nevada","Phil Earley","Offensive Coordinator/Quarterbacks Coach","White",2000,2003
"581","Nevada","Chris Klenakis","Offensive Coordinator/Offensive Line Coach","White",2004,2009
"582","Nevada","Nick Rolovich","Offensive Coordinator/Quarterbacks Coach","White",2012,2015
"583","Nevada","Tim Cramsey","Offensive Coordinator/Quarterbacks Coach","White",2016,2016
"584","Nevada","Matt Mumme","Offensive Coordinator/Quarterbacks Coach","White",2017,2021
"585","New Mexico","Dan Dodd","Offensive Coordinator/Quarterbacks Coach","White",2000,2005
"586","New Mexico","Bob Toledo","Offensive Coordinator/Quarterbacks Coach","White",2006,2006
"587","New Mexico","Dave Baldwin","Offensive Coordinator/Quarterbacks Coach","White",2007,2008
"588","New Mexico","Darrell Dickey","Offensive Coordinator/Running Backs Coach","White",2009,2010
"589","New Mexico","Mike Degory","Offensive Line Coach/Recruiting Coordinator","White",2010,2010
"590","New Mexico","David Reaves","Offensive Coordinator/Quarterbacks Coach","White",2011,2011
"591","New Mexico","Bob DeBesse","Offensive Coordinator/Quarterbacks Coach","White",2012,2017
"592","New Mexico","Calvin Magee","Offensive Coordinator/Running Backs Coach","Black",2018,2018
"593","New Mexico","Joe Dailey","Offensive Coordinator/Quarterbacks Coach","Black",2019,2019
"594","New Mexico","Derek Warehime","Offensive Coordinator/Tight Ends Coach","White",2020,2021
"595","New Mexico State","Gerry Gdowski","Offensive Coordinator/Quarterbacks Coach","White",2003,2004
"596","New Mexico State","Gary Goff","Offensive Coordinator/Wide Receivers Coach","White",2005,2008
"597","New Mexico State","Matt Mumme","Offensive Coordinator/Quarterbacks Coach","White",2005,2008
"598","New Mexico State","Timm Rosenbach","Offensive Coordinator/Quarterbacks Coach","White",2009,2009
"599","New Mexico State","Mike Dunbar","Offensive Coordinator/Quarterbacks Coach","White",2010,2010
"600","New Mexico State","Doug Martin","Offensive Coordinator/Quarterbacks Coach","White",2011,2011
"601","New Mexico State","Jerry McManus","Offensive Coordinator/Quarterbacks Coach","White",2012,2012
"602","New Mexico State","Gregg Brandon","Offensive Coordinator/Quarterbacks Coach","White",2013,2014
"603","North Carolina","Mike O'Cain","Offensive Coordinator/Quarterbacks Coach","White",2000,2000
"604","North Carolina","Gary Tranquill","Offensive Coordinator/Quarterbacks Coach","White",2001,2005
"605","North Carolina","Frank Cignetti Jr.","Offensive Coordinator/Quarterbacks Coach","White",2006,2006
"606","North Carolina","John Shoop","Offensive Coordinator/Quarterbacks Coach","White",2007,2011
"607","North Carolina","Blake Anderson","Offensive Coordinator/Quarterbacks Coach","White",2012,2013
"608","North Carolina","Chris Kapilovic","Offensive Coordinator/Offensive Line Coach","White",2014,2018
"609","North Carolina","Gunter Brewer","Offensive Coordinator/Wide Receivers Coach","White",2014,2017
