"","Coach","team","Race","net_ppa","net_sr","net_stuff","net_pass_sr"
"mean_ppa385","Jim McElwain","Fresno State","White",0.00734262404220489,-0.0312016508880496,-0.0638532764700614,-0.00161771876194083
"mean_ppa386","Jim Michalczik","California","White",0.132941109609467,0.0378962696189587,-0.0218652319784038,0.00887017711803739
"mean_ppa387","Jim Svoboda","UCLA","White",0.0361508355598229,-0.0201585663866097,0.00270943541445365,-0.0185741526263722
"mean_ppa388","Jimbo Fisher","Florida State","White",-0.120245904351577,-0.0619165084765997,0.125658011585063,-0.0513879453752991
"mean_ppa389","Jimmie Dougherty","San José State","White",0.13649056540676,0.0735406685809191,-0.0189298932874093,0.142018273535745
"mean_ppa390","Jimmy Kiser","Vanderbilt","White",-0.135277061847966,-0.0219093475463372,0.0289078017203142,-0.00928602392797306
"mean_ppa391","Joe Craddock","Arkansas","White",0.0772528598330024,0.0436193414062758,0.00461792220338259,0.0486658904190476
"mean_ppa392","Joe Craddock","SMU","White",-0.114515434377267,-0.0302445732271772,0.032434560785439,-0.0246280084831839
"mean_ppa393","Joe Dailey","Liberty","Black",-0.00323415679968883,-0.0155273453242077,0.0406507916767835,0.0539379468321714
"mean_ppa394","Joe Dailey","New Mexico","Black",0.178673596614223,0.0159599420207739,-0.0177947593764287,-0.0271771946504027
"mean_ppa395","Joe Moorhead","Akron","White",-0.0158768586173721,-0.0364939305135351,0.133502983215316,-0.0189574983043488
"mean_ppa396","Joe Moorhead","Connecticut","White",-0.299592123917369,-0.105307552825418,0.0814625320912363,-0.0999350639681772
"mean_ppa397","Joe Moorhead","Oregon","White",-0.0182838189170048,-0.00248846581322637,-0.0702740601178714,-0.0234944588996405
"mean_ppa398","Joe Moorhead","Penn State","White",0.00630254039140625,-0.0434208884021962,0.0769334932677724,-0.0500357451105524
"mean_ppa399","Joe Pendry","Alabama","White",-0.167414817802081,-0.0622367074044656,0.0314491396753847,-0.0622284189011497
"mean_ppa400","Joe Rudolph","Wisconsin","White",0.0152008152410497,0.0516086683335365,0.0013523752476991,0.000850126843601917
"mean_ppa401","Joe Sloan","Louisiana Tech","White",0.161928637821166,0.0407817547421124,-0.0166087755761154,0.0218326269027728
"mean_ppa402","Joe Wickline","Oklahoma State","White",0.00196579023116319,0.0652472048494976,-0.00496477682678872,0.0676754904689966
"mean_ppa403","Joe Wickline","Texas","White",-0.180688801642588,-0.0360404156546864,-0.00682188772815986,-0.0505754259609305
"mean_ppa404","Joe Wickline","West Virginia","White",-0.00998352840470554,-0.0122140791552837,0.01345004200036,0.00397424458585471
"mean_ppa405","Joey Lynch","Ball State","White",0.0634865336394811,0.121618137232722,-0.113795080746259,0.144580292173153
"mean_ppa406","Joey Lynch","Colorado State","White",0.190465008475293,0.0491724413590342,0.00682769919894313,0.0934828234978433
"mean_ppa407","John Bond","Georgia Tech","White",0.0478413125634634,0.00856217449541591,-0.00539772712666053,-0.0301531939872551
"mean_ppa408","John Bond","UMass","White",0.00398098747098208,0.0512651130503551,-0.0262915128781715,0.0723424132515041
"mean_ppa409","John DeFilippo","San José State","White",-0.0784842650311231,-0.025085515876897,0.0331390646720418,-0.00921851980012894
"mean_ppa410","John Donovan","Penn State","White",0.0253026585659467,0.0157968336262729,-0.0581226776743535,0.00148661180107512
"mean_ppa411","John Donovan","Vanderbilt","White",-0.264439316611099,-0.0938959084592326,0.0887441422026561,-0.126635357902597
"mean_ppa412","John Donovan","Washington","White",0.115939745208257,0.0559870090459857,-0.0138336729566867,0.0642911819768388
"mean_ppa413","John Garrett","Oregon State","White",-0.180008507402989,-0.0348694365429916,0.0380173534208451,-0.0415672174588465
"mean_ppa414","John Hevesy","Florida","White",-0.104738208319534,-0.0709228143048733,0.0107805728106658,-0.068928889469267
"mean_ppa415","John Hevesy","Mississippi State","White",0.017018593429734,0.0441328593867331,0.00630770580576312,0.0305957435543348
"mean_ppa416","John Klacik","Miami (OH)","?",0.0752036313876305,0.067293548435269,-0.000653349192197838,0.104613127057679
"mean_ppa417","John Latina","Akron","White",-0.0403541491104384,0.0289010632892452,-0.019432906473255,0.0182230821081855
"mean_ppa418","John McNulty","Rutgers","White",0.0130679703937055,-0.00245887328315353,0.0502882216295276,0.000954639698095228
"mean_ppa419","John Morton","USC","White",0.0676115307262366,0.0994508186302223,-0.0358852864738874,0.0879635613889685
"mean_ppa420","John Reagan","Kansas","White",-0.0717112557085696,-0.0421784783581961,0.00963700370682738,-0.0415099362787036
"mean_ppa421","John Reagan","Rice","White",0.0484034248376115,0.041493672931428,0.00587255362925093,0.0630096979192495
"mean_ppa422","John Shannon","Marshall","White",0.00905629975656338,0.00862174182250547,0.00985649749144443,0.0173731230399279
"mean_ppa423","John Shoop","North Carolina","White",-0.0459865359654705,-0.0174431945467376,0.0670682363082484,-0.0113259892171748
"mean_ppa424","John Shoop","Purdue","White",-0.118317920947969,0.0182887797077478,-0.00102923253096029,0.0225435984181996
"mean_ppa425","Joker Phillips","Maryland","Black",-0.0385544826741796,-0.0107738747469128,0.0725996023611732,-0.0946965953085309
"mean_ppa426","Jon Budmayr","Colorado State","White",-0.120275762526061,-0.0677442111041953,0.044716057583389,-0.050998313728351
"mean_ppa427","Jonathan Smith","Washington","White",0.0168012424230337,0.00203278555166736,-0.0147030041940849,0.0738418367321487
"mean_ppa428","Jorge Munoz","Louisiana","White",-0.25284214053913,-0.0943212926509334,0.00296933371451349,-0.135709831206872
"mean_ppa429","Josh Gattis","Alabama","Black",0.0117714137169545,0.0270778763794446,-0.00878510501718718,0.00292427702858034
"mean_ppa430","Josh Gattis","Michigan","Black",0.0921423671126726,0.0497016276615505,-0.0383292805135477,0.0525541956187894
"mean_ppa431","Josh Henson","Missouri","White",-0.221856964010571,-0.0269968736430523,0.0830636116913783,-0.0236437818887646
"mean_ppa432","Josh Heupel","Missouri","White",-0.0472354386202321,-0.0717770307792471,0.0325148699207643,-0.0868906993946241
"mean_ppa433","Josh Heupel","Oklahoma","White",-0.0587024962903549,0.0299039208633961,-0.0508984421775897,0.0488508496133077
"mean_ppa434","Josh Heupel","Utah State","White",-0.0438203185313081,0.0130688385268146,0.0255050669055372,0.0345267804307633
"mean_ppa435","Jovon Bouknight","Utah State","Black",-0.0193803391307444,-0.0343336490299136,0.0393839159972881,-0.0311306058639161
"mean_ppa436","Junior Adams","Western Kentucky","Black",0.0997309535300659,0.0484956336729588,-0.00215113613192205,0.0630348358249115
"mean_ppa437","Justin Frye","UCLA","White",0.0635568417774781,-0.0584659467523575,0.0745600262189012,-0.0461527290084321
"mean_ppa438","Justin Fuente","TCU","White",-0.0466791242880335,0.0315544576163654,-0.0488252492810146,0.0434921026521423
"mean_ppa439","Kalen DeBoer","Eastern Michigan","White",-0.168330534623018,-0.0767303259478046,0.0165005743435166,-0.11963221963222
"mean_ppa440","Kalen DeBoer","Indiana","White",0.167745539639114,0.036001183922535,-0.0242468863846627,0.0779385373324868
"mean_ppa441","Karl Dorrell","Vanderbilt","Black",-0.163537001463797,-0.00461192977633479,0.028163832491565,-0.0311363309906473
"mean_ppa442","Keith Heckendorf","Arkansas State","White",0.179709645795243,0.0613183019255303,-0.0422891218401477,0.0923223560847342
"mean_ppa443","Ken Karcher","Eastern Michigan","White",-0.0599821423853735,-0.0241558676949985,0.0389602114880839,-0.0733156739363354
"mean_ppa444","Ken Margerum","San José State","White",-0.32020406744231,-0.166437468858993,0.105714263706016,-0.215726713392248
"mean_ppa445","Kendal Briles","Arkansas","White",-0.17992274459324,-0.0819195206256919,0.0669680188997334,-0.106872238399183
"mean_ppa446","Kendal Briles","Baylor","White",-0.105284143909031,0.00525148950726767,-0.0050638908610558,0.0674112223062731
"mean_ppa447","Kendal Briles","Florida Atlantic","White",-0.0735765981764901,0.0102742428149529,-0.0486206888260527,-0.0149961553415228
"mean_ppa448","Kendal Briles","Florida State","White",-0.145288637981621,-0.0268593745026757,0.0482863934608175,-0.0267155213636152
"mean_ppa449","Kendal Briles","Houston","White",0.0623802806030828,0.0539869737696357,-0.0811454001107341,0.061197860512929
"mean_ppa450","Kennedy Polamalu","UCLA","Other",0.108810460213816,0.0172008150188804,0.0113370721535501,0.0254443289094883
"mean_ppa451","Kennedy Polamalu","USC","Other",-0.111620555246569,-0.00848337697537188,0.0350490705341344,0.00890368203359015
"mean_ppa452","Kenny Dillingham","Auburn","White",0.00708587120590784,0.0434306395490676,-0.00356467756188819,0.051277363857925
"mean_ppa453","Kenny Dillingham","Florida State","White",-0.166180523444732,-0.0794912943152219,0.0458723897157472,-0.0567211380042773
"mean_ppa454","Kenny Dillingham","Memphis","White",0.191246038943788,0.0822133183977928,0.00626410605371233,0.117012266816707
"mean_ppa455","Kenny Edenfield","South Alabama","White",-0.0301935444406269,-0.0251756853642672,0.0319636465792205,-0.0445380493858255
"mean_ppa456","Kenny Edenfield","Troy","White",-0.225553278433628,-0.0295087360462403,0.0459080886035954,-0.0103819946017821
"mean_ppa457","Kent Austin","Liberty","White",0.0264590264631642,-0.0373182498411949,-0.0156366305577384,-0.0424235913788152
"mean_ppa458","Kent Austin","Ole Miss","White",-0.134770092977212,-0.019123780702566,0.0782276103030464,0.0229571021205442
"mean_ppa459","Kerwin Bell","South Florida","White",0.0391573681117536,0.00859917181605946,0.00717360823244356,-0.0153500715975053
"mean_ppa460","Kevin Barbay","Central Michigan","White",0.0538756987591107,-0.00912640796358805,-0.0612799523595673,-0.0395837272555785
"mean_ppa461","Kevin Johns","Indiana","White",0.114724505717893,0.0198671394441973,-0.0351864617161934,0.00232315929266624
"mean_ppa462","Kevin Johns","Memphis","White",-0.0432678531505876,-0.0220646115964251,-0.0117818117415108,-0.0192731944007467
"mean_ppa463","Kevin Johns","Texas Tech","White",-0.0545834685064448,0.0193595619358633,0.053343267697024,0.0627588908690461
"mean_ppa464","Kevin Johns","Western Michigan","White",-0.159009306101085,-0.0422944420972416,0.00919702826441868,-0.0631323986389462
"mean_ppa465","Kevin Kilmer","Bowling Green","White",-0.123301987147004,-0.0533193121428989,0.0134817598402725,-0.0615080030236024
"mean_ppa466","Kevin Lynch","Ball State","White",0.0050137699866285,-0.000540077406509687,-0.0234326174638675,0.0350625378830763
"mean_ppa467","Kevin McGiven","Oregon State","White",0.0269370668970166,-0.000796194320166088,-0.0400763989913644,-0.0305406055229931
"mean_ppa468","Kevin McGiven","San José State","White",0.0223708540589322,-0.00296718216453346,0.0527087926173655,0.0287195005195781
"mean_ppa469","Kevin McGiven","Utah State","White",0.026972177165528,-0.022524122646617,0.0587686143138695,-0.0261053563913582
"mean_ppa470","Kevin Rogers","Boston College","White",0.0206175345887235,0.00890756044566382,0.00259664628798692,0.0269899053572523
"mean_ppa471","Kevin Wilson","Ohio State","White",0.0858857885488455,0.0122127631148929,-0.00062879790680645,0.0772887540940058
"mean_ppa472","Kevin Wilson","Oklahoma","White",0.0346690114465173,0.0701580000044169,-0.0599183778455824,0.0944266334128431
"mean_ppa473","Kevin Wright","Western Kentucky","White",-0.0844979486581198,0.00750770517661359,-0.0351979607416962,-0.0575011881310245
"mean_ppa474","Kim Helton","UAB","White",-0.0314475660453751,-0.0182495961382048,0.00723328924158112,-0.0288608134110004
"mean_ppa475","Kirk Campbell","Old Dominion","White",0.0948002673839766,0.0287191322576639,-0.0489849513502239,0.0130164422283055
"mean_ppa476","Kirk Ciarrocca","Minnesota","White",0.0591187024637575,0.0230798585932151,-0.0143859399698282,0.0145164096361316
"mean_ppa477","Kirk Ciarrocca","Penn State","White",-0.0460667339430821,-0.0172087094384781,-0.00896234460721931,0.0163852441250026
"mean_ppa478","Kirk Ciarrocca","Rutgers","White",-0.0932286425539683,-0.0840415108522748,0.0537631212607055,-0.111981506310314
"mean_ppa479","Kirk Ciarrocca","Western Michigan","White",0.154861193333045,0.0198127453478779,-0.0320121981434535,-0.000781070201732681
"mean_ppa480","Klayton Adams","Colorado","White",-0.0385384068450059,-0.0505645499132015,0.0773076752415693,-0.0151359785241827
"mean_ppa481","Kliff Kingsbury","Houston","White",-0.00758494916518174,-0.0135560542360469,-0.0219382858239754,-0.00491501941493327
"mean_ppa482","Kliff Kingsbury","Texas A&M","White",0.0922943251819263,0.015746187454612,-0.00758162245855626,0.0352673117772127
"mean_ppa483","Kodi Burns","Auburn","Black",-0.00582274525500298,-0.0259999373362744,0.0181330004510788,-0.0187610137978345
"mean_ppa484","Kurt Roper","Duke","White",0.0534921283567947,0.0602026408035178,-0.0177572483118303,0.0955465284378153
"mean_ppa485","Kurt Roper","Florida","White",0.0653817664042469,-0.00999109652763142,-0.0348255275022621,-0.0395001212582811
"mean_ppa486","Kurt Roper","South Carolina","White",-0.0520400139202339,-0.0214508597763598,0.0175280067907178,-0.0280100879053594
"mean_ppa487","Kyle Flood","Texas","White",0.0216656853494032,-0.00168259543639304,-0.046365929425072,-0.00539363681974864
"mean_ppa488","Lane Kiffin","Alabama","White",0.108844414195549,-0.000770025694238341,0.0112413915010281,-0.0100624155736763
"mean_ppa489","Larry Edmondson","Rice","White",0.0899785640958609,0.00758686340757841,-0.0141978288394567,0.0274078384736217
"mean_ppa490","Larry Fedora","Baylor","White",-0.150083659395249,-0.0833248262879713,0.0526101441622028,-0.0498460848316454
"mean_ppa491","Larry Scott","Tennessee","Black",-0.111864618164867,-0.0562463357307287,0.0621672729576851,-0.0560405919486244
"mean_ppa492","Lawrence Dawsey","Florida State","Black",0.0554690639418818,-0.0194003554453715,0.0300747941333165,-0.0375987006758989
"mean_ppa493","Lee Hays","Baylor","White",-0.0211283139007268,0.0273299832232917,0.0152758066042199,0.034178846260487
"mean_ppa494","Les Koenning","Kansas","White",0.122849682534372,0.0497075228839595,0.0312967006584976,0.057699607746084
"mean_ppa495","Les Koenning","Mississippi State","White",0.103056208209603,0.0859511328970313,-0.0318372596664455,0.0941137983729906
"mean_ppa496","Les Koenning","UAB","White",0.051461285439269,-0.0151562179423106,-0.0203624135998506,0.00803418803418804
"mean_ppa497","Liam Coen","Kentucky","White",0.0851165597335722,0.0656823503746548,-0.0273181267243212,0.112223008344248
"mean_ppa498","Lincoln Riley","East Carolina","White",0.109837304734948,0.0560252496340927,-0.0122587589664612,0.0785917321049469
"mean_ppa499","Lincoln Riley","Oklahoma","White",0.191336818530484,0.0353207676144432,0.00705461905231067,0.0896361003622829
"mean_ppa500","Lonnie Galloway","Louisville","Black",0.0717089878884501,0.01837282138424,-0.0424365950850924,-0.0222255234550112
"mean_ppa501","Luke Getsy","Mississippi State","White",0.0251210604936522,0.00778877877455192,-0.0119791092773744,-0.0733427334522625
"mean_ppa502","Luke Huard","Georgia State","White",-0.00599257284324732,-0.0213284678288174,-0.0169130922515394,-0.0320057059651747
"mean_ppa503","Luke Meadows","Troy","White",-0.065247629936629,-0.042639372396228,0.0150803171851362,-0.0440365979227606
"mean_ppa504","Luke Wells","Utah State","White",0.0422496382162257,-0.0206866512480619,0.0489101333126214,-0.0240318424367763
"mean_ppa505","Major Applewhite","Alabama","White",-0.0194500482061659,0.0147343921408335,-0.00730322505828787,0.00919775845133436
"mean_ppa506","Major Applewhite","Houston","White",0.114388481809753,0.0305320548612608,-0.0302869416947633,0.0673823834939596
"mean_ppa507","Major Applewhite","Rice","White",-0.00820094991773786,0.00468417725156622,0.0312637204584336,0.112011517893871
"mean_ppa508","Major Applewhite","South Alabama","White",0.0798617233249117,0.0276628705386214,0.00719861387050033,0.0776084517547097
"mean_ppa509","Major Applewhite","Texas","White",-0.0389413523716204,-0.0299310833985661,-0.0113777784251237,-0.0279583546945208
"mean_ppa510","Marcus Arroyo","Oregon","White",-0.0836861084897566,-0.0303997634212201,0.00166768040633092,-0.0360123332143555
"mean_ppa511","Marcus Arroyo","San José State","White",-0.0463823266153386,0.00328230907611871,0.0614465154616822,0.0299981809362115
"mean_ppa512","Marcus Arroyo","Southern Mississippi","White",-0.131263390242848,-0.0712512427899624,0.0897469252310532,-0.0251159760304044
"mean_ppa513","Marcus Arroyo","Wyoming","White",-0.0194347779758152,-0.0180573596755722,0.0487924888369736,0.00550542918240193
"mean_ppa514","Marcus Satterfield","South Carolina","White",-0.000484105848042871,-0.0238525427697932,-0.00741167732581077,-0.0118847913567017
"mean_ppa515","Marcus Satterfield","Temple","White",0.0551459928031501,0.0119632942716544,0.0196374479563471,0.0153036115325148
"mean_ppa516","Mario Cristobal","Oregon","Other",-0.11182159018047,-0.0317690652096546,0.00880760538718714,-0.0542397197124574
"mean_ppa517","Mark Carney","Charlotte","White",0.0661380475650064,0.0218668819733749,-0.00638208326217746,0.0557509323048279
"mean_ppa518","Mark Helfrich","Colorado","White",-0.0109746283214046,-0.0086735902495727,-0.0378238846678355,-0.0645267626446786
"mean_ppa519","Mark Helfrich","Oregon","White",0.0623360072029775,0.00885301307288339,-0.00279057537054911,0.0381149706994971
"mean_ppa520","Mark Mangino","Iowa State","White",0.0937536679019084,0.0359695460270675,-0.0252977987059957,0.0194765592966509
"mean_ppa521","Mark Whipple","Miami","White",0.071073570310772,0.0622438366460756,-0.0542023851774468,0.0684068477755458
"mean_ppa522","Mark Whipple","Pittsburgh","White",-0.0422862996737836,-0.015180742191826,0.0140873173194574,0.0200208450891369
"mean_ppa523","Marquel Blackwell","Houston","Black",-0.0548100707592059,-0.0188107428140565,0.00307699959848687,-0.0709360262457608
"mean_ppa524","Marques Tuiasosopo","Rice","Other",0.0693295343367265,0.0217674100505081,-0.0607596367603659,0.040710080325769
"mean_ppa525","Matt Campbell","Toledo","White",-0.0209561279075327,0.000143700871026498,0.0208304002856624,0.0175564555791902
"mean_ppa526","Matt Canada","Indiana","White",0.0153939490004056,0.0342941272318713,0.00806768915290684,0.0590926873264531
"mean_ppa527","Matt Canada","LSU","White",-0.00883650220859525,0.0112110281996318,-0.0184225535712043,0.0290181828370146
"mean_ppa528","Matt Canada","NC State","White",0.132996621561271,0.0489770106278857,-0.0138161477245577,0.0233910510602268
"mean_ppa529","Matt Canada","Pittsburgh","White",0.126875274290234,-0.0208536983131035,0.0268287484023656,-0.00616116607110262
"mean_ppa530","Matt Canada","Wisconsin","White",-0.146964938962536,-0.0968869780408587,0.0505295149409626,-0.140899238926307
"mean_ppa531","Matt Kubik","Louisiana Monroe","White",0.153126651786067,0.0666273442032966,-0.0440324611841577,0.040445995892574
"mean_ppa532","Matt Kubik","Southern Mississippi","White",0.0381845873700836,0.00150653679621326,-0.0293425463241171,-0.010495305186655
"mean_ppa533","Matt Limegrover","Minnesota","White",0.0545436735410225,0.0170234003340345,-0.0268493175435883,0.0113800442379454
"mean_ppa534","Matt Limegrover","Northern Illinois","White",0.0125727364051041,0.016506085045084,-0.0435569466838788,0.0360747848923171
"mean_ppa535","Matt Lubick","Nebraska","White",0.0774042244609711,0.0279632869460876,-0.0210043506673565,0.0436808172807692
"mean_ppa536","Matt Lubick","Oregon","White",-0.0158917921979679,-0.0477785266910693,0.0289045731132293,-0.0640506000810369
"mean_ppa537","Matt Lubick","Washington","White",0.00177735329091724,0.0194062479761459,-0.00238764457082241,0.0420237039960775
"mean_ppa538","Matt Luke","Duke","White",0.0482869517300119,0.0589077553609572,-0.00621766737359991,0.100581858261877
"mean_ppa539","Matt Luke","Ole Miss","White",0.165010645659574,0.0639399939199762,-0.0392247946964704,0.0638140501020907
"mean_ppa540","Matt Luke","Tennessee","White",-0.00821271477822913,0.00869643288787597,0.0194044430139679,0.0476661653132242
"mean_ppa541","Matt Mattox","Bowling Green","White",0.0739315005567998,-0.0363505021366103,-0.0351262419814475,-0.0570059707949789
"mean_ppa542","Matt Mattox","Tulsa","White",0.202816792776024,0.0329030939469792,-0.0287447418192358,0.041743317212474
"mean_ppa543","Matt Moore","Troy","White",0.0278669699326936,-0.00509076503428829,0.0180219930611028,0.00370093464948162
"mean_ppa544","Matt Moore","West Virginia","White",-0.186152802066922,-0.0913497430269147,0.0997841182961294,-0.0831285055929895
"mean_ppa545","Matt Mumme","Nevada","White",0.024929031692027,-0.019578900645333,0.02840329372071,0.00219862204194987
"mean_ppa546","Matt Rhule","Temple","White",0.0402587078773059,0.045902798493854,-0.0383657013844043,-0.00167246866193671
"mean_ppa547","Matt Simon","Minnesota","Black",0.0184477232500561,-0.0113304366693777,-0.0117956245214732,0.0127280370325501
"mean_ppa548","Matt Wells","Utah State","White",0.0271807134026483,0.02250836189045,-0.00471126425332474,0.0743397118503188
"mean_ppa549","Maurice Harris","Liberty","Black",0.217880879892335,0.0797681895171022,-0.0442960855142751,0.0527633954640522
"mean_ppa550","Michael Desormeaux","Louisiana","White",-0.0485903362067929,-0.0276950923932314,0.0305387478254437,-0.00649387681243041
"mean_ppa551","Michael Johnson","Florida Atlantic","Black",0.014594297091504,-0.00620849180788036,-0.0418558353111891,0.0145466218860328
"mean_ppa552","Michael Johnson","UCLA","Black",0.0746737195410812,0.00946006863333387,-0.00807953766722344,0.0169496878878436
"mean_ppa553","Mick McCall","Bowling Green","White",-0.0244459342545074,0.0355192775445313,0.0771710889150886,0.0641469278929702
"mean_ppa554","Mick McCall","Northwestern","White",-0.0117284693479394,0.00127186972504006,-0.0269277880456887,0.0125440061473044
"mean_ppa555","Mike Bajakian","Boston College","White",0.15215497144845,0.0583976830660273,-0.048169509686169,0.0325917091237168
"mean_ppa556","Mike Bajakian","Central Michigan","White",0.0305915043258314,0.0731929427019226,-0.070710370086983,0.083035338547487
"mean_ppa557","Mike Bajakian","Cincinnati","White",-0.0362685779521024,-0.0216329382231794,-0.0055416572368121,-0.056554832238666
"mean_ppa558","Mike Bajakian","Northwestern","White",0.052127168607487,-0.0130394873652231,-0.021187046287842,0.00412782459255917
"mean_ppa559","Mike Bajakian","Tennessee","White",0.0192600867453336,0.031944845499763,-0.0526374729782979,-0.0186818242480198
"mean_ppa560","Mike Bath","Western Michigan","White",0.0274744725776234,0.0223601049306954,-0.0604708091641673,0.00978754072216115
"mean_ppa561","Mike Bloesch","North Texas","White",0.026404206808589,-0.0114341656866511,-0.0922019929578418,-0.0544170856903586
"mean_ppa562","Mike Bloomgren","Stanford","White",0.0749841965885301,-0.0153548923440351,0.00576881926170161,-0.0210980645554693
"mean_ppa563","Mike Bobo","Auburn","White",0.021443896605632,-0.00638046907007783,0.0114976730877755,0.00380763812946655
"mean_ppa564","Mike Bobo","Georgia","White",0.0590631952118073,0.0192590533035734,-0.0238733381660768,0.044894889349241
"mean_ppa565","Mike Canales","North Texas","White",-0.0271214410294878,-0.0262686762680459,0.0114818272906431,-0.0111745163747191
"mean_ppa566","Mike Canales","South Florida","White",0.00968692106863273,-0.0327717589695244,-0.000715382619884242,-0.056802220784775
"mean_ppa567","Mike Canales","UTEP","White",0.0812803332886622,0.00844871029703392,0.0124450749431575,0.0175258785545976
"mean_ppa568","Mike Cummings","Central Michigan","White",-0.0387759300165285,-0.0272677115115584,0.0244035213081512,-0.0330860364335903
"mean_ppa569","Mike Cummings","Connecticut","White",0.0454615349284098,0.00744627737806941,0.00647563238178939,-0.0221721242193992
"mean_ppa570","Mike DeBord","Indiana","White",-0.0567435999843804,-0.0412631473431846,-0.0137271321162675,-0.0182398696309815
"mean_ppa571","Mike DeBord","Michigan","White",-0.011535100606865,-0.00545305674417718,0.067437294449217,0.000179581241147697
"mean_ppa572","Mike DeBord","Tennessee","White",0.132034086044309,0.0146737299204673,-0.0321147829375757,0.0312132196170828
"mean_ppa573","Mike Degory","New Mexico","White",-0.0595891773682994,-0.037640749067954,0.0353779055935255,-0.0376770224662206
"mean_ppa574","Mike Denbrock","Cincinnati","White",0.0447398170965862,-0.00397776800995348,0.0110579596332319,-0.0174048700118837
"mean_ppa575","Mike Denbrock","Notre Dame","White",0.0971955931788864,-0.00784161499881514,-0.0125294717713118,-0.00586259461655692
"mean_ppa576","Mike Dunbar","California","White",-0.019392913836664,0.0203703703703704,0.0639276649746193,0.0690825424216278
"mean_ppa577","Mike Dunbar","Minnesota","White",-0.0494385987642825,-0.0290900918592148,0.0131483256171798,-0.0174904196813563
"mean_ppa578","Mike Dunbar","New Mexico State","White",-0.0429380121314094,-0.0207842311859794,-0.0375664267882081,-0.0283404367585681
"mean_ppa579","Mike Groh","Virginia","White",-0.0895257737848481,-0.0398220718767443,0.0171239556787411,-0.0288657548640771
"mean_ppa580","Mike Hallett","Toledo","White",0.0475447357300857,-0.0134455734990058,0.0116129579275942,-0.000169146234035467
"mean_ppa581","Mike Kruczek","UMass","White",-0.113733200331544,-0.110953246238328,0.108120845807679,-0.155973200090847
"mean_ppa582","Mike Locksley","Alabama","Black",0.0831495180942152,0.0336609637474246,-0.0247208035898756,0.0495629564435992
"mean_ppa583","Mike Locksley","Illinois","Black",-0.0263359021839004,0.0137150163378081,0.0155833178449054,0.0273550454734273
"mean_ppa584","Mike Locksley","Maryland","Black",0.0132571880005151,-0.0126814517389188,0.0221529403729486,-0.0149085621637062
"mean_ppa585","Mike Lynch","Bowling Green","White",0.245066859155435,0.0674815859863831,-0.0528658649836123,0.0886979016204008
"mean_ppa586","Mike Lynch","Syracuse","White",0.0857681697926443,0.0261000224837242,-0.0404116142662023,0.0355846101701329
"mean_ppa587","Mike Markuson","Ole Miss","White",-0.0179898842605212,-0.0322612616167856,0.0598517860791514,-0.0213652558871668
"mean_ppa588","Mike Nesbitt","Houston","White",-0.106212133259063,-0.0937730457640557,0.0518885110517367,-0.113628483246356
"mean_ppa589","Mike Norvell","Arizona State","White",0.0796861892551381,0.0279086841587586,-0.0104963237769276,0.0300509951315998
"mean_ppa590","Mike Norvell","Pittsburgh","White",0.0126933554616749,-0.00840867216131497,-0.00553824780077339,0.00322632005637641
"mean_ppa591","Mike Sanford Jr.","Boise State","White",0.166221988511055,0.0110499487320498,-0.0145316814608153,-0.039442952122128
"mean_ppa592","Mike Sanford Jr.","Minnesota","White",0.0184477232500561,-0.0113304366693777,-0.0117956245214732,0.0127280370325501
"mean_ppa593","Mike Sanford Jr.","Notre Dame","White",0.124319902249374,0.013978468800755,-0.00919077458480752,-0.000583222479632772
"mean_ppa594","Mike Sanford Jr.","Utah State","White",-0.0395195261983619,0.00763361886479613,0.00209629292193289,-0.00539626724162062
"mean_ppa595","Mike Sanford Sr.","Louisville","White",0.00724282975783458,-0.0103821812790919,0.0235979032296107,0.0305900290587285
"mean_ppa596","Mike Schultz","Illinois","White",0.00937744799948824,-0.00743280179654321,0.0016229866971787,0.00221760409922234
"mean_ppa597","Mike Schultz","Middle Tennessee","White",0.035438617873738,0.0380219939784742,-0.0695062352544658,0.0291390063624622
"mean_ppa598","Mike Schultz","TCU","White",-0.0460263869159244,-0.00776399762439767,-0.0148162124888467,0.0262898997406577
"mean_ppa599","Mike Summers","Louisville","White",-0.0181901008503838,0.00548273584763703,-0.00958885863773637,-0.00190235213096068
"mean_ppa600","Mike Thiessen","Air Force","White",0.142212825042835,0.0575191902128478,-0.0312913537733931,0.0369940858287641
"mean_ppa601","Mike Uremovich","Northern Illinois","White",-0.0578573563792252,-0.0390435747264496,0.00529353342002856,-0.0398204439273951
"mean_ppa602","Mike Uremovich","Temple","White",-0.0741368356919341,-0.0426467187940561,-0.0327870552298653,-0.041737988009709
"mean_ppa603","Mike Yurcich","Oklahoma State","White",0.0737386020008613,-0.039806058147725,0.0149345249812779,-0.0356371168968347
"mean_ppa604","Mike Yurcich","Penn State","White",-0.0771509077352812,-0.0492893094152954,0.0582416580162384,-0.0129671621735114
"mean_ppa605","Mike Yurcich","Texas","White",0.0488390498272991,-0.0178017415486364,0.0128468790029708,-0.0278559505799708
"mean_ppa606","Mitch Browning","Syracuse","White",0.00712132125322432,0.0161995880194933,-0.0582259651421643,-0.00810735433081261
"mean_ppa607","Morris Watts","Central Michigan","White",0.124917589322124,0.0134800307132107,-0.00629201578294328,0.0169676764733137
"mean_ppa608","Morris Watts","Miami (OH)","White",-0.00941580885395951,0.00398854681662253,0.0421975570922982,0.0341330114071974
