"","College","Coach","Role","Race","year_start","year_end"
"327","Illinois","Tim Kish","Defensive Coordinator/Linebackers Coach","White",2000,2000
"328","Illinois","Mike Cassity","Defensive Coordinator/Safeties Coach","White",2001,2003
"329","Illinois","Mike Mallory","Defensive Coordinator","White",2004,2005
"330","Illinois","Vince Okruch","Defensive Coordinator","White",2006,2006
"331","Illinois","Curt Mallory","Defensive Coordinator/Defensive Backs Coach","White",2007,2009
"332","Illinois","Dan Disch","Defensive Coordinator/Linebackers Coach","White",2007,2009
"333","Illinois","Vic Koenning","Defensive Coordinator","White",2010,2011
"334","Illinois","Tim Banks","Defensive Coordinator/Safeties Coach","Black",2012,2015
"335","Illinois","Mike Phair","Defensive Coordinator/Defensive Line Coach","White",2015,2015
"336","Illinois","Hardy Nickerson","Defensive Coordinator","Black",2016,2018
"337","Illinois","Ryan Walters","Defensive Coordinator","Black",2021,2021
"338","Indiana","James Bell","Defensive Coordinator/Defensive Backs Coach","Black",2000,2001
"339","Indiana","Tim Kish","Defensive Coordinator/Linebackers Coach","White",2002,2003
"340","Indiana","Joe Cullen","Defensive Coordinator","White",2004,2004
"341","Indiana","Brian George","Defensive Coordinator/Defensive Line Coach","White",2005,2010
"342","Indiana","Joe Palcic","Defensive Coordinator/Safeties Coach","White",2005,2010
"343","Indiana","Doug Mallory","Defensive Coordinator/Safeties Coach","White",2011,2013
"344","Indiana","Mike Ekeler","Defensive Coordinator/Linebackers Coach","White",2011,2012
"345","Indiana","William Inge","Defensive Coordinator/Linebackers Coach","Black",2013,2017
"346","Indiana","Brian Knorr","Defensive Coordinator/Edge Coach","White",2014,2015
"347","Indiana","Mark Hagen","Defensive Coordinator/Defensive Line Coach","White",2017,2019
"348","Indiana","Kane Wommack","Defensive Coordinator/Linebackers Coach","White",2019,2020
"349","Indiana","Kevin Peoples","Defensive Coordinator/Defensive Line Coach","White",2020,2020
"350","Indiana","Charlton Warren","Defensive Coordinator/Linebackers Coach","Black",2021,2021
"351","Iowa","Norm Parker","Defensive Coordinator/Inside Linebackers Coach","White",2000,2011
"352","Iowa","Phil Parker","Defensive Coordinator","White",2012,2021
"353","Iowa State","John Skladany","Defensive Coordinator/Linebackers Coach","White",2000,2006
"354","Iowa State","Wayne Bolt","Defensive Coordinator","White",2007,2008
"355","Iowa State","Wally Burnham","Defensive Coordinator/Linebackers Coach","White",2009,2015
"356","Iowa State","Jon Heacock","Defensive Coordinator/Safeties Coach","White",2016,2021
"357","Kansas","Ardell Wiegandt","Defensive Coordinator/Defensive Line Coach","White",2000,2000
"358","Kansas","Tom Hayes","Defensive Coordinator","White",2001,2001
"359","Kansas","Bill Young","Defensive Coordinator/Defensive Tackles Coach","White",2002,2007
"360","Kansas","Dave Doeren","Defensive Coordinator/Linebackers Coach","White",2005,2005
"361","Kansas","Clint Bowen","Defensive Coordinator/Safeties Coach","White",2007,2018
"362","Kansas","Bill Miller","Defensive Coordinator/Linebackers Coach","White",2009,2009
"363","Kansas","Carl Torbush","Defensive Coordinator/Linebackers Coach","White",2010,2010
"364","Kansas","Buddy Wyatt","Defensive Coordinator/Defensive Line Coach","Black",2011,2011
"365","Kansas","Vic Shealy","Defensive Coordinator/Cornerbacks Coach","White",2011,2011
"366","Kansas","Dave Campo","Defensive Coordinator/Defensive Backs Coach","White",2012,2012
"367","Kansas","Kenny Perry","Defensive Coordinator/Cornerbacks Coach","White",2015,2017
"368","Kansas","D.J. Eliot","Defensive Coordinator/Outside Linebackers Coach","White",2019,2020
"369","Kansas","Brian Borland","Defensive Coordinator","White",2021,2021
"370","Kansas State","Phil Bennett","Defensive Coordinator/Defensive Backs Coach","White",2000,2001
"371","Kansas State","Bob Elliott","Defensive Coordinator/Defensive Backs Coach","White",2002,2005
"372","Kansas State","Bret Bielema","Defensive Coordinator/Linebackers Coach","White",2002,2003
"373","Kansas State","Raheem Morris","Defensive Coordinator/Defensive Backs Coach","Black",2006,2006
"374","Kansas State","Tim Tibesar","Defensive Coordinator","White",2007,2008
"375","Kansas State","Chris Cosh","Defensive Coordinator/Linebackers Coach","White",2009,2011
"376","Kansas State","Vic Koenning","Defensive Coordinator/Defensive Backs Coach","White",2009,2009
"377","Kansas State","Tom Hayes","Defensive Coordinator/Defensive Backs Coach","White",2012,2017
"378","Kansas State","Blake Seiler","Defensive Coordinator/Linebackers Coach","White",2018,2018
"379","Kansas State","Brian Norwood","Defensive Coordinator/Defensive Backs Coach","Black",2018,2018
"380","Kansas State","Scottie Hazelton","Defensive Coordinator/Linebackers Coach","White",2019,2019
"381","Kansas State","Joe Klanderman","Defensive Coordinator/Safeties Coach","White",2020,2021
"382","Kent State","Greg Colby","Defensive Coordinator","White",2000,2001
"383","Kent State","Mike Dietzel","Defensive Coordinator/Defensive Backs Coach","White",2002,2002
"384","Kent State","Pete Rekstis","Defensive Coordinator/Safeties Coach","White",2009,2009
"385","Kent State","Brian George","Defensive Coordinator/Defensive Line Coach","White",2013,2015
"386","Kent State","Ben Needham","Defensive Coordinator/Linebackers Coach","White",2016,2017
"387","Kent State","Jeff Burrow","Defensive Coordinator/Safeties Coach","Black",2016,2017
"388","Kent State","Tom Kaufman","Defensive Coordinator","White",2018,2020
"389","Kentucky","Mike Major","Defensive Coordinator/Linebackers Coach","White",2000,2000
"390","Kentucky","John Goodner","Defensive Coordinator/Linebackers Coach","White",2001,2002
"391","Kentucky","Mike Archer","Defensive Coordinator","White",2003,2006
"392","Kentucky","Steve Brown","Defensive Coordinator","Black",2007,2011
"393","Kentucky","Rick Minter","Defensive Coordinator","White",2011,2012
"394","Kentucky","D.J. Eliot","Defensive Coordinator/Linebackers Coach","White",2013,2016
"395","Kentucky","Matt House","Defensive Coordinator/Inside Linebackers Coach","White",2017,2018
"396","Kentucky","Brad White","Defensive Coordinator/Outside Linebackers Coach","White",2019,2021
"397","Kentucky","Jon Sumrall","Defensive Coordinator/Inside Linebackers Coach","White",2021,2021
"398","Liberty","Robert Wimberly","Defensive Coordinator/Safeties Coach","Black",2018,2018
"399","Liberty","Vantz Singletary","Defensive Coordinator/Defensive Line Coach","Black",2018,2018
"400","Liberty","Scott Symons","Defensive Coordinator/Safeties Coach","White",2019,2021
"401","Louisiana","Tony Tademy","Defensive Coordinator","Black",2000,2001
"402","Louisiana","Brent Pry","Defensive Coordinator/Linebackers Coach","White",2002,2003
"403","Louisiana","Kevin Fouquier","Defensive Coordinator/Linebackers Coach","White",2007,2010
"404","Louisiana","Greg Stewart","Defensive Coordinator/Linebackers Coach","White",2011,2012
"405","Louisiana","James Willis","Defensive Coordinator/Linebackers Coach","Black",2013,2014
"406","Louisiana","Charlie Harbison","Defensive Coordinator/Outside Linebackers Coach","Black",2015,2017
"407","Louisiana","Melvin Smith","Defensive Coordinator/Defensive Backs Coach","Black",2015,2016
"408","Louisiana","Mike Lucas","Defensive Coordinator/Linebackers Coach","White",2017,2017
"409","Louisiana","Ron Roberts","Defensive Coordinator","White",2018,2019
"410","Louisiana","Patrick Toney","Defensive Coordinator/Safeties Coach","White",2020,2021
"411","Louisiana Monroe","Mike Collins","Defensive Coordinator/Linebackers Coach","White",2001,2020
"412","Louisiana Monroe","Bob Trott","Defensive Coordinator/Safeties Coach","White",2003,2004
"413","Louisiana Monroe","Kim Dameron","Defensive Coordinator/Linebackers Coach","White",2005,2007
"414","Louisiana Monroe","Manny Michel","Defensive Coordinator/Defensive Line Coach","White",2008,2008
"415","Louisiana Monroe","Phil Elmassian","Defensive Coordinator/Bandits Coach","White",2008,2008
"416","Louisiana Monroe","Troy Reffett","Defensive Coordinator/Linebackers Coach","White",2009,2014
"417","Louisiana Monroe","Adam Waugh","Defensive Coordinator/Safeties Coach","White",2015,2015
"418","Louisiana Monroe","Scott Stoker","Defensive Coordinator/Linebackers Coach","White",2020,2020
"419","Louisiana Tech","Tom Masella","Defensive Coordinator","White",2000,2000
"420","Louisiana Tech","Randy Bates","Defensive Coordinator/Linebackers Coach","White",2003,2005
"421","Louisiana Tech","Rick Smith","Defensive Coordinator/Safeties Coach","White",2003,2003
"422","Louisiana Tech","Tim Rose","Defensive Coordinator","White",2004,2004
"423","Louisiana Tech","George Darlington","Defensive Coordinator","White",2006,2006
"424","Louisiana Tech","Tommy Spangler","Defensive Coordinator","White",2007,2012
"425","Louisiana Tech","Kim Dameron","Defensive Coordinator/Safeties Coach","White",2013,2013
"426","Louisiana Tech","Manny Diaz","Defensive Coordinator/Linebackers Coach","Other",2014,2014
"427","Louisiana Tech","Blake Baker","Defensive Coordinator/Linebackers Coach","White",2015,2018
"428","Louisiana Tech","Bob Diaco","Defensive Coordinator","White",2019,2019
"429","Louisiana Tech","David Blackwell","Defensive Coordinator","White",2020,2021
"430","Louisville","Chris Smeland","Defensive Coordinator/Safeties Coach","White",2000,2002
"431","Louisville","Mike Gillhamer","Defensive Coordinator/Safeties Coach","White",2003,2003
"432","Louisville","Mike Cassity","Defensive Coordinator/Safeties Coach","White",2004,2007
"433","Louisville","Kevin Wolthausen","Defensive Coordinator/Defensive Line Coach","White",2006,2006
"434","Louisville","Ron English","Defensive Coordinator/Safeties Coach","Black",2008,2008
"435","Louisville","Brent Guy","Defensive Coordinator/Linebackers Coach","White",2009,2009
"436","Louisville","Vance Bedford","Defensive Coordinator","Black",2010,2013
"437","Louisville","Todd Grantham","Defensive Coordinator/Outside Linebackers Coach","White",2014,2016
"438","Louisville","Peter Sirmon","Defensive Coordinator/Outside Linebackers Coach","White",2017,2017
"439","Louisville","Brian VanGorder","Defensive Coordinator","White",2018,2018
"440","Louisville","Bryan Brown","Defensive Coordinator/Cornerbacks Coach","Black",2019,2020
"441","Louisville","Cort Dennison","Defensive Coordinator/Outside Linebackers Coach","White",2019,2021
"442","LSU","Phil Elmassian","Defensive Coordinator","White",2000,2000
"443","LSU","Gary Gibbs","Defensive Coordinator","White",2001,2001
"444","LSU","Will Muschamp","Defensive Coordinator","White",2002,2004
"445","LSU","Bo Pelini","Defensive Coordinator","White",2005,2020
"446","LSU","Bradley Dale Peveto","Defensive Coordinator/Linebackers Coach","White",2008,2008
"447","LSU","Doug Mallory","Defensive Coordinator/Defensive Backs Coach","White",2008,2008
"448","LSU","John Chavis","Defensive Coordinator/Linebackers Coach","White",2009,2014
"449","LSU","Kevin Steele","Defensive Coordinator/Linebackers Coach","White",2015,2015
"450","LSU","Dave Aranda","Defensive Coordinator/Inside Linebackers Coach","Other",2016,2019
"451","LSU","Daronte Jones","Defensive Coordinator","Black",2021,2021
"452","Marshall","Kevin Kelly","Defensive Coordinator","White",2000,2001
"453","Marshall","Bill Wilt","Defensive Coordinator/Defensive Line Coach","White",2002,2004
"454","Marshall","Jim Collins","Defensive Coordinator/Defensive Backs Coach","White",2005,2006
"455","Marshall","Steve Dunlap","Defensive Coordinator/Linebackers Coach","White",2007,2007
"456","Marshall","Rick Minter","Defensive Coordinator/Linebackers Coach","White",2008,2009
"457","Marshall","Chris Rippon","Defensive Coordinator/Linebackers Coach","White",2010,2012
"458","Marshall","Chuck Heater","Defensive Coordinator/Defensive Backs Coach","White",2013,2017
"459","Marshall","Adam Fuller","Defensive Coordinator/Safeties Coach","White",2018,2018
"460","Marshall","Brad Lambert","Defensive Coordinator/Linebackers Coach","White",2019,2020
"461","Marshall","J.C. Price","Defensive Coordinator/Defensive Tackles Coach","White",2019,2020
"462","Marshall","Lance Guidry","Safeties Coach/Defensive Coordinator","White",2021,2021
"463","Maryland","Wally Ake","Defensive Coordinator/Outside Linebackers Coach","White",2000,2000
"464","Maryland","Gary Blackney","Defensive Coordinator/Defensive Backs Coach","White",2001,2005
"465","Maryland","Chris Cosh","Defensive Coordinator/Inside Linebackers Coach","White",2006,2008
"466","Maryland","Don Brown","Defensive Coordinator/Cornerbacks Coach","White",2009,2010
"467","Maryland","Todd Bradford","Defensive Coordinator/Defensive Backs Coach","White",2011,2011
"468","Maryland","Brian Stewart","Defensive Coordinator/Defensive Backs Coach","Black",2012,2021
"469","Maryland","Keith Dudzinski","Defensive Coordinator/Inside Linebackers Coach","White",2015,2015
"470","Maryland","Andy Buh","Defensive Coordinator","White",2016,2018
"471","Maryland","Jimmy Brumbaugh","Defensive Coordinator/Defensive Line Coach","Black",2017,2018
"472","Maryland","Jon Hoke","Defensive Coordinator/Safeties Coach","White",2019,2020
"473","Maryland","Brian Williams","Co-Defensive Coordinator/Defensive Line Coach","Black",2021,2021
"474","UMass","Phil Elmassian","Defensive Coordinator/Linebackers Coach","White",2012,2013
"475","UMass","Tom Masella","Defensive Coordinator/Defensive Backs Coach","White",2014,2016
"476","UMass","Ed Pinkham","Defensive Coordinator/Safeties Coach","White",2017,2018
"477","UMass","Aazaar Abdul-Rahim","Defensive Coordinator/Cornerbacks Coach","Black",2019,2019
"478","UMass","Tommy Restivo","Defensive Coordinator/Linebackers Coach","White",2019,2021
"479","Memphis","Tommy West","Defensive Coordinator/Linebackers Coach","White",2000,2000
"480","Memphis","Rick Whitt","Defensive Coordinator/Linebackers Coach","White",2001,2002
"481","Memphis","Joe Lee Dunn","Defensive Coordinator/Linebackers Coach","White",2003,2006
"482","Memphis","Rick Kravitz","Defensive Coordinator/Safeties Coach","White",2007,2007
"483","Memphis","Tim Walton","Defensive Coordinator/Safeties Coach","Black",2008,2008
"484","Memphis","Kenny Ingram","Defensive Coordinator/Linebackers Coach","Black",2009,2009
"485","Memphis","Jay Hopson","Defensive Coordinator/Safeties Coach","White",2010,2011
"486","Memphis","Barry Odom","Defensive Coordinator/Safeties Coach","White",2012,2014
"487","Memphis","Galen Scott","Defensive Coordinator/Linebackers Coach","Black",2015,2015
"488","Memphis","Chris Ball","Defensive Coordinator","White",2016,2018
"489","Memphis","Adam Fuller","Defensive Coordinator","White",2019,2019
"490","Memphis","Mike MacIntyre","Defensive Coordinator","White",2020,2021
"491","Miami","Greg Schiano","Defensive Coordinator","White",2000,2000
"492","Miami","Randy Shannon","Defensive Coordinator","Black",2001,2006
"493","Miami","Tim Walton","Defensive Coordinator","Black",2007,2007
"494","Miami","Bill Young","Defensive Coordinator","White",2008,2008
"495","Miami","John Lovett","Defensive Coordinator","White",2009,2010
"496","Miami","Mark D'Onofrio","Defensive Coordinator","White",2011,2015
"497","Miami","Manny Diaz","Defensive Coordinator/Linebackers Coach","Other",2016,2018
"498","Miami","Blake Baker","Defensive Coordinator/Inside Linebackers Coach","White",2019,2020
"499","Miami","Ephraim Banda","Defensive Coordinator/Safeties Coach","White",2019,2020
"500","Miami (OH)","Jon Wauford","Defensive Coordinator/Defensive Line Coach","White",2000,2002
"501","Miami (OH)","Pat Narduzzi","Defensive Coordinator","White",2003,2003
"502","Miami (OH)","Brian George","Defensive Coordinator/Defensive Line Coach","White",2004,2004
"503","Miami (OH)","Joe Palcic","Defensive Coordinator/Cornerbacks Coach","White",2004,2004
"504","Miami (OH)","Taver Johnson","Defensive Coordinator","Black",2005,2005
"505","Miami (OH)","Jay Hood","Defensive Coordinator","White",2007,2008
"506","Miami (OH)","Carl Reese","Defensive Coordinator/Linebackers Coach","White",2009,2010
"507","Miami (OH)","Pete Rekstis","Defensive Coordinator/Safeties Coach","White",2011,2011
"508","Miami (OH)","Jay Peterson","Defensive Coordinator","Black",2012,2013
"509","Miami (OH)","Matt Pawlowski","Defensive Coordinator","White",2014,2017
"510","Miami (OH)","John Hauser","Defensive Coordinator/Cornerbacks Coach","White",2016,2021
"511","Miami (OH)","Spence Nowinsky","Defensive Coordinator/Linebackers Coach","White",2018,2021
"512","Michigan","Jim Herrmann","Defensive Coordinator/Linebackers Coach","White",2000,2005
"513","Michigan","Ron English","Defensive Coordinator","Black",2006,2007
"514","Michigan","Scott Shafer","Defensive Coordinator","White",2008,2008
"515","Michigan","Greg Robinson","Defensive Coordinator/Outside Linebackers Coach","White",2009,2010
"516","Michigan","Greg Mattison","Defensive Coordinator","White",2011,2014
"517","Michigan","D.J. Durkin","Defensive Coordinator/Linebackers Coach","White",2015,2015
"518","Michigan","Don Brown","Defensive Coordinator","White",2016,2020
"519","Michigan","Mike Macdonald","Defensive Coordinator","White",2021,2021
"520","Michigan State","Bill Miller","Defensive Coordinator","White",2000,2002
"521","Michigan State","Chris Smeland","Defensive Coordinator/Safeties Coach","White",2003,2006
"522","Michigan State","Pat Narduzzi","Defensive Coordinator","White",2007,2014
"523","Michigan State","Harlon Barnett","Defensive Coordinator/Defensive Backs Coach","Black",2015,2017
"524","Michigan State","Mike Tressel","Defensive Coordinator/Linebackers Coach","White",2015,2019
"525","Michigan State","Scottie Hazelton","Defensive Coordinator","White",2020,2021
"526","Middle Tennessee","Miles Aldridge","Defensive Coordinator","White",2000,2000
"527","Middle Tennessee","Steve Davis","Defensive Coordinator/Defensive Backs Coach","White",2001,2003
"528","Middle Tennessee","Mark Criner","Defensive Coordinator/Safeties Coach","White",2005,2005
"529","Middle Tennessee","Manny Diaz","Defensive Coordinator/Safeties Coach","Other",2006,2009
"530","Middle Tennessee","Randall McCray","Defensive Coordinator/Linebackers Coach","White",2010,2010
"531","Middle Tennessee","Steve Ellis","Defensive Coordinator/Cornerbacks Coach","Black",2011,2014
"532","Middle Tennessee","Tyrone Nix","Defensive Coordinator/Linebackers Coach","Black",2012,2016
"533","Middle Tennessee","Scott Shafer","Defensive Coordinator/Safeties Coach","White",2017,2021
"534","Minnesota","David Gibbs","Defensive Coordinator/Defensive Backs Coach","White",2000,2000
"535","Minnesota","Moe Ankney","Defensive Coordinator/Defensive Backs Coach","White",2001,2002
"536","Minnesota","Greg Hudson","Defensive Coordinator/Linebackers Coach","White",2003,2004
"537","Minnesota","David Lockwood","Defensive Coordinator/Inside Linebackers Coach","Black",2005,2006
"538","Minnesota","Everett Withers","Defensive Coordinator","Black",2007,2007
"539","Minnesota","Ted Roof","Defensive Coordinator","White",2008,2008
"540","Minnesota","Kevin Cosgrove","Defensive Coordinator/Linebackers Coach","White",2009,2010
"541","Minnesota","Ronnie Lee","Defensive Coordinator/Defensive Backs Coach","Black",2009,2010
"542","Minnesota","Tracy Claeys","Defensive Coordinator","White",2011,2015
"543","Minnesota","Jay Sawvel","Defensive Coordinator/Defensive Backs Coach","White",2016,2016
"544","Minnesota","Robb Smith","Defensive Coordinator/Linebackers Coach","White",2017,2018
"545","Minnesota","Joe Rossi","Defensive Coordinator/Defensive Line Coach","White",2018,2021
"546","Minnesota","Joe Harasymiak","Defensive Coordinator/Safeties Coach","White",2020,2021
"547","Mississippi State","Joe Lee Dunn","Defensive Coordinator/Defensive Ends Coach","White",2000,2002
"548","Mississippi State","Ron Cooper","Defensive Coordinator/Safeties Coach","Black",2003,2003
"549","Mississippi State","Ellis Johnson","Defensive Coordinator/Safeties Coach","White",2004,2007
"550","Mississippi State","Charlie Harbison","Defensive Coordinator/Safeties Coach","Black",2008,2008
"551","Mississippi State","Carl Torbush","Defensive Coordinator/Linebackers Coach","White",2009,2009
"552","Mississippi State","Chris Wilson","Defensive Coordinator/Defensive Line Coach","Black",2009,2012
"553","Mississippi State","Manny Diaz","Defensive Coordinator/Linebackers Coach","Other",2010,2015
"554","Mississippi State","Geoff Collins","Defensive Coordinator/Linebackers Coach","White",2012,2014
"555","Mississippi State","Peter Sirmon","Defensive Coordinator/Linebackers Coach","White",2016,2016
"556","Mississippi State","Todd Grantham","Defensive Coordinator/Linebackers Coach","White",2017,2017
"557","Mississippi State","Bob Shoop","Defensive Coordinator/Safeties Coach","White",2018,2019
"558","Mississippi State","Zach Arnett","Defensive Coordinator/Linebackers Coach","White",2020,2021
"559","Missouri","Moe Ankney","Defensive Coordinator/Defensive Line Coach","White",2000,2000
"560","Missouri","Matt Eberflus","Defensive Coordinator/Defensive Backs Coach","White",2001,2008
"561","Missouri","Dave Steckel","Defensive Coordinator/Linebackers Coach","White",2009,2014
"562","Missouri","Barry Odom","Defensive Coordinator/Linebackers Coach","White",2015,2015
"563","Missouri","DeMontie Cross","Defensive Coordinator/Linebackers Coach","Black",2016,2017
"564","Missouri","Ryan Walters","Defensive Coordinator/Safeties Coach","Black",2016,2020
"565","Missouri","Steve Wilks","Defensive Coordinator","Black",2021,2021
"566","Navy","Tim DeRuyter","Defensive Coordinator","White",2000,2000
"567","Navy","Buddy Green","Defensive Coordinator/Defensive Backs Coach","White",2002,2015
"568","Navy","Dale Pehrson","Defensive Coordinator","White",2016,2018
"569","Navy","Brian Newberry","Defensive Coordinator/Safeties Coach","White",2019,2021
"570","Navy","Brian Norwood","Defensive Coordinator/Cornerbacks Coach","Black",2019,2019
"571","NC State","Buddy Green","Defensive Coordinator/Defensive Backs Coach","White",2000,2001
"572","NC State","Reggie Herring","Defensive Coordinator/Linebackers Coach","White",2004,2004
"573","NC State","Steve Dunlap","Defensive Coordinator/Linebackers Coach","White",2005,2006
"574","NC State","Mike Archer","Defensive Coordinator","White",2007,2012
"575","NC State","Dave Huxtable","Defensive Coordinator/Linebackers Coach","White",2013,2019
"576","NC State","Ted Roof","Defensive Coordinator/Safeties Coach","White",2018,2018
"577","NC State","Tony Gibson","Defensive Coordinator/Safeties Coach","White",2019,2021
"578","Nebraska","Craig Bohl","Defensive Coordinator","White",2000,2002
"579","Nebraska","Bo Pelini","Defensive Coordinator","White",2003,2003
"580","Nebraska","Kevin Cosgrove","Defensive Coordinator/Inside Linebackers Coach","White",2004,2007
"581","Nebraska","Carl Pelini","Defensive Coordinator/Defensive Line Coach","White",2008,2011
"582","Nebraska","John Papuchis","Defensive Coordinator","White",2012,2014
"583","Nebraska","Mark Banker","Defensive Coordinator/Safeties Coach","White",2015,2016
"584","Nebraska","Bob Diaco","Defensive Coordinator","White",2017,2017
"585","Nebraska","Erik Chinander","Defensive Coordinator","White",2018,2021
"586","Nevada","Jeff Mills","Defensive Coordinator/Outside Linebackers Coach","White",2000,2003
"587","Nevada","Barry Sacks","Defensive Coordinator/Cornerbacks Coach","White",2004,2006
"588","Nevada","Dave Fipp","Defensive Coordinator/Safeties Coach","White",2004,2004
"589","Nevada","Tim DeRuyter","Defensive Coordinator/Safeties Coach","White",2005,2006
"590","Nevada","Ken Wilson","Defensive Coordinator/Safeties Coach","White",2007,2007
"591","Nevada","Nigel Burton","Defensive Coordinator/Safeties Coach","Black",2008,2009
"592","Nevada","Andy Buh","Defensive Coordinator/Linebackers Coach","White",2010,2011
"593","Nevada","Mike Bradeson","Defensive Coordinator/Safeties Coach","White",2012,2012
"594","Nevada","Bill Teerlinck","Defensive Coordinator/Defensive Line Coach","White",2013,2016
"595","Nevada","Scottie Hazelton","Defensive Coordinator/Linebackers Coach","White",2013,2013
"596","Nevada","Scott Boone","Defensive Coordinator/Linebackers Coach","White",2014,2016
"597","Nevada","Jeff Casteel","Defensive Coordinator/Linebackers Coach","White",2017,2019
"598","Nevada","Brian Ward","Defensive Coordinator/Linebackers Coach","White",2020,2021
"599","New Mexico","Bronco Mendenhall","Defensive Coordinator/Defensive Backs Coach","White",2000,2001
"600","New Mexico","Osia Lewis","Defensive Coordinator/Defensive Line Coach","Black",2003,2007
"601","New Mexico","Troy Reffett","Defensive Coordinator/Cornerbacks Coach","White",2008,2008
"602","New Mexico","Doug Mallory","Defensive Coordinator","White",2009,2010
"603","New Mexico","Jeff Mills","Defensive Coordinator/Defensive Backs Coach","White",2012,2013
"604","New Mexico","Kevin Cosgrove","Defensive Coordinator/Inside Linebackers Coach","White",2014,2018
"605","New Mexico","Jordan Peterson","Defensive Coordinator/Safeties Coach","White",2019,2019
"606","New Mexico","Rocky Long","Defensive Coordinator/Linebackers Coach","White",2020,2021
"607","New Mexico State","Steve Stanard","Defensive Coordinator/Linebackers Coach","White",2000,2002
"608","New Mexico State","Ross Els","Defensive Coordinator/Linebackers Coach","White",2003,2004
"609","New Mexico State","Woody Widenhofer","Defensive Coordinator","White",2005,2007
"610","New Mexico State","Joe Lee Dunn","Defensive Coordinator","White",2008,2008
"611","New Mexico State","Dale Lindsey","Defensive Coordinator/Linebackers Coach","White",2011,2011
"612","New Mexico State","David Elson","Defensive Coordinator/Linebackers Coach","White",2012,2013
"613","New Mexico State","Larry Coyer","Defensive Coordinator/Outside Linebackers Coach","White",2014,2014
"614","New Mexico State","Zane Vance","Defensive Coordinator/Linebackers Coach","White",2015,2015
"615","New Mexico State","Frank Spaziani","Defensive Coordinator","White",2016,2021
"616","North Carolina","Ken Browning","Defensive Coordinator/Defensive Line Coach","White",2000,2000
"617","North Carolina","Jon Tenuta","Defensive Coordinator/Defensive Backs Coach","White",2001,2001
"618","North Carolina","Dave Huxtable","Defensive Coordinator/Linebackers Coach","White",2002,2003
"619","North Carolina","John Gutekunst","Defensive Coordinator/Linebackers Coach","White",2004,2004
"620","North Carolina","Marvin Sanders","Defensive Coordinator/Defensive Backs Coach","Black",2004,2006
"621","North Carolina","Chuck Pagano","Defensive Coordinator/Defensive Backs Coach","White",2007,2007
"622","North Carolina","Everett Withers","Defensive Coordinator/Defensive Backs Coach","Black",2008,2010
"623","North Carolina","Art Kaufman","Defensive Coordinator/Linebackers Coach","White",2011,2011
"624","North Carolina","Dan Disch","Defensive Coordinator/Cornerbacks Coach","White",2012,2014
"625","North Carolina","Ron West","Defensive Coordinator/Linebackers Coach","White",2014,2014
"626","North Carolina","Gene Chizik","Defensive Coordinator","White",2015,2016
"627","North Carolina","John Papuchis","Defensive Coordinator","White",2017,2018
"628","North Carolina","Jay Bateman","Defensive Coordinator/Safeties Coach","White",2019,2021
"629","North Carolina","Tommy Thigpen","Defensive Coordinator/Inside Linebackers Coach","Black",2019,2021
"630","North Texas","Gary DeLoach","Defensive Coordinator","White",2000,2010
"631","North Texas","Kenny Evans","Defensive Coordinator/Linebackers Coach","White",2003,2005
"632","North Texas","Fred Bleil","Defensive Coordinator/Defensive Backs Coach","White",2006,2006
"633","North Texas","Ron Mendoza","Defensive Coordinator/Linebackers Coach","White",2007,2007
"634","North Texas","Clint Bowen","Defensive Coordinator/Safeties Coach","White",2011,2020
"635","North Texas","Jon Skladany","Defensive Coordinator/Linebackers Coach","White",2012,2014
"636","North Texas","Chris Cosh","Defensive Coordinator/Linebackers Coach","White",2015,2015
"637","North Texas","Mike Ekeler","Defensive Coordinator/Linebackers Coach","White",2016,2016
"638","North Texas","Troy Reffett","Defensive Coordinator/Safeties Coach","White",2016,2019
"639","North Texas","Phil Bennett","Safeties Coach/Defensive Coordinator","White",2021,2021
"640","Northern Illinois","Scott Shafer","Defensive Coordinator/Defensive Backs Coach","White",2000,2003
"641","Northern Illinois","Denny Doornbos","Defensive Coordinator/Linebackers Coach","White",2004,2007
"642","Northern Illinois","Tracy Claeys","Defensive Coordinator","White",2008,2010
"643","Northern Illinois","Jay Niemann","Defensive Coordinator/Safeties Coach","White",2011,2015
"644","Northern Illinois","Kevin Kane","Defensive Coordinator/Linebackers Coach","White",2016,2017
"645","Northern Illinois","Jeff Knowles","Defensive Coordinator/Linebackers Coach","White",2018,2018
"646","Northern Illinois","Robert Wimberly","Defensive Coordinator/Linebackers Coach","Black",2019,2020
"647","Northwestern","Jerry Brown","Defensive Coordinator","White",2000,2001
"648","Northwestern","Greg Colby","Defensive Coordinator","White",2002,2007
"649","Northwestern","Mike Hankwitz","Defensive Coordinator","White",2008,2020
"650","Northwestern","Jim O'Neil","Defensive Coordinator","White",2021,2021
"651","Notre Dame","Greg Mattison","Defensive Coordinator/Defensive Line Coach","White",2000,2001
"652","Notre Dame","Kent Baer","Defensive Coordinator","White",2002,2004
"653","Notre Dame","Rick Minter","Defensive Coordinator/Linebackers Coach","White",2005,2006
"654","Notre Dame","Corwin Brown","Defensive Coordinator/Outside Linebackers Coach","Black",2007,2008
"655","Notre Dame","Jon Tenuta","Defensive Coordinator/Linebackers Coach","White",2009,2009
"656","Notre Dame","Bob Diaco","Defensive Coordinator/Inside Linebackers Coach","White",2010,2013
